1.0000000000000001e-09,0.388
1.1768119524349991e-09,0.387
1.3848863713938745e-09,0.387
1.6297508346206469e-09,0.387
1.9179102616724847e-09,0.387
2.2570197196339169e-09,0.387
2.6560877829466838e-09,0.387
3.1257158496882354e-09,0.387
3.6783797718286344e-09,0.387
4.3287612810830612e-09,0.387
5.0941380148163856e-09,0.388
5.994842503189421e-09,0.388
7.0548023107186312e-09,0.389
8.3021756813197358e-09,0.39
9.7700995729922464e-09,0.39
1.1497569953977357e-08,0.391
1.3530477745798075e-08,0.392
1.5922827933410939e-08,0.394
1.8738174228603831e-08,0.396
2.2051307399030457e-08,0.397
2.5950242113997372e-08,0.4
3.0538555088334121e-08,0.402
3.5938136638046259e-08,0.405
4.2292428743894989e-08,0.40800000000000003
4.977023564332114e-08,0.41100000000000003
5.8570208180566614e-08,0.41500000000000004
6.8926121043496949e-08,0.418
8.1113083078968726e-08,0.422
9.5454845666183271e-08,0.426
1.1233240329780266e-07,0.43
1.3219411484660288e-07,0.434
1.5556761439304723e-07,0.438
1.8307382802953697e-07,0.442
2.1544346900318822e-07,0.447
2.5353644939701113e-07,0.451
2.9836472402833343e-07,0.455
3.5111917342151277e-07,0.459
4.1320124001153343e-07,0.463
4.8626015800653539e-07,0.467
5.7223676593502205e-07,0.47200000000000003
6.7341506577508279e-07,0.47600000000000003
7.9248289835391698e-07,0.48
9.3260334688321993e-07,0.484
1.0974987654930544e-06,0.488
1.2915496650148827e-06,0.492
1.519911082952933e-06,0.497
1.7886495290574351e-06,0.501
2.1049041445120218e-06,0.506
2.477076355991709e-06,0.51
2.9150530628251757e-06,0.514
3.4304692863149122e-06,0.518
4.0370172585965494e-06,0.522
4.7508101621027931e-06,0.526
5.5908101825122226e-06,0.53
6.5793322465756827e-06,0.534
7.7426368268112769e-06,0.539
9.1116275611548872e-06,0.543
1.0722672220103231e-05,0.547
1.2618568830660211e-05,0.551
1.4849682622544636e-05,0.555
1.7475284000076831e-05,0.56
2.0565123083486515e-05,0.5640000000000001
2.4201282647943835e-05,0.5680000000000001
2.8480358684357991e-05,0.5720000000000001
3.351602650938841e-05,0.577
3.9442060594376562e-05,0.581
4.6415888336127723e-05,0.585
5.4622772176843368e-05,0.589
6.4280731172843193e-05,0.593
7.5646332755462901e-05,0.597
8.9021508544503749e-05,0.602
0.0001047615752789664,0.606
0.0001232846739442066,0.61
0.00014508287784959401,0.614
0.00017073526474706887,0.618
0.0002009233002565046,0.623
0.00023644894126454073,0.627
0.00027825594022071258,0.631
0.00032745491628777252,0.635
0.00038535285937105272,0.64
0.00045348785081285824,0.644
0.00053366992312063014,0.648
0.00062802914418342464,0.653
0.00073907220335257752,0.657
0.00086974900261778344,0.661
0.0010235310218990247,0.665
0.0012045035402587811,0.67
0.0014174741629268048,0.674
0.0016681005372000592,0.678
0.0019630406500402682,0.683
0.0023101297000831579,0.6880000000000001
0.0027185882427329402,0.6920000000000001
0.0031992671377973846,0.6960000000000001
0.0037649358067924636,0.7010000000000001
0.0044306214575838779,0.706
0.0052140082879996849,0.71
0.0061359072734131631,0.715
0.0072208090183854563,0.72
0.0084975343590864387,0.725
0.01,0.73
