Vin,Iout,V_diode
0.0,-6.01e-07,0.055
0.010050251256281407,-5.860000000000001e-07,0.064
0.020100502512562814,-5.550000000000001e-07,0.07100000000000001
0.03015075376884422,-5.32e-07,0.079
0.040201005025125629,-5.1e-07,0.08600000000000001
0.050251256281407038,-4.82e-07,0.094
0.06030150753768844,-4.6200000000000003e-07,0.10200000000000001
0.070351758793969849,-4.2900000000000004e-07,0.11
0.080402010050251257,-4.1000000000000004e-07,0.117
0.090452261306532666,-3.92e-07,0.125
0.10050251256281408,-3.6000000000000005e-07,0.133
0.11055276381909548,-3.3e-07,0.14100000000000001
0.12060301507537688,-3.0900000000000003e-07,0.149
0.1306532663316583,-2.73e-07,0.155
0.1407035175879397,-2.048e-07,0.162
0.15075376884422112,-2.048e-07,0.17
0.16080402010050251,-1.9190000000000002e-07,0.176
0.17085427135678391,-1.703e-07,0.184
0.18090452261306533,-1.417e-07,0.191
0.19095477386934673,-1.14e-07,0.199
0.20100502512562815,-9.41e-08,0.20700000000000002
0.21105527638190955,-6.52e-08,0.215
0.22110552763819097,-4.4100000000000004e-08,0.223
0.23115577889447236,-1.2700000000000001e-08,0.23
0.24120603015075376,1.35e-08,0.23800000000000002
0.25125628140703515,2.5400000000000002e-08,0.247
0.2613065326633166,6.56e-08,0.254
0.271356783919598,8.44e-08,0.261
0.28140703517587939,1.115e-07,0.269
0.29145728643216079,1.351e-07,0.277
0.30150753768844224,1.52e-07,0.28400000000000003
0.31155778894472363,1.6900000000000002e-07,0.291
0.32160804020100503,2.02e-07,0.299
0.33165829145728642,2.22e-07,0.307
0.34170854271356782,2.44e-07,0.315
0.35175879396984927,2.66e-07,0.323
0.36180904522613067,3.0200000000000003e-07,0.33
0.37185929648241206,3.27e-07,0.338
0.38190954773869346,3.51e-07,0.34600000000000003
0.39195979899497491,3.82e-07,0.352
0.4020100502512563,3.9800000000000004e-07,0.36
0.4120603015075377,4.28e-07,0.367
0.42211055276381909,4.52e-07,0.374
0.43216080402010049,4.800000000000001e-07,0.381
0.44221105527638194,5.06e-07,0.389
0.45226130653266333,5.44e-07,0.395
0.46231155778894473,5.79e-07,0.402
0.47236180904522612,6.15e-07,0.40800000000000003
0.48241206030150752,6.550000000000001e-07,0.41500000000000004
0.49246231155778897,6.91e-07,0.421
0.50251256281407031,7.36e-07,0.427
0.51256281407035176,7.78e-07,0.433
0.52261306532663321,8.29e-07,0.438
0.53266331658291455,8.820000000000001e-07,0.443
0.542713567839196,9.39e-07,0.447
0.55276381909547745,9.99e-07,0.451
0.56281407035175879,1.063e-06,0.455
0.57286432160804024,1.125e-06,0.459
0.58291457286432158,1.1910000000000001e-06,0.462
0.59296482412060303,1.263e-06,0.466
0.60301507537688448,1.3350000000000001e-06,0.46900000000000003
0.61306532663316582,1.412e-06,0.47100000000000003
0.62311557788944727,1.4900000000000001e-06,0.47400000000000003
0.63316582914572861,1.57e-06,0.47600000000000003
0.64321608040201006,1.647e-06,0.47900000000000004
0.65326633165829151,1.729e-06,0.481
0.66331658291457285,1.8090000000000002e-06,0.483
0.6733668341708543,1.887e-06,0.485
0.68341708542713564,1.9650000000000002e-06,0.487
0.69346733668341709,2.04e-06,0.487
0.70351758793969854,2.12e-06,0.488
0.71356783919597988,2.21e-06,0.49
0.72361809045226133,2.3e-06,0.492
0.73366834170854267,2.38e-06,0.493
0.74371859296482412,2.47e-06,0.495
0.75376884422110557,2.56e-06,0.496
0.76381909547738691,2.65e-06,0.497
0.77386934673366836,2.74e-06,0.498
0.78391959798994981,2.83e-06,0.499
