Vin,Iout,V_diode
0.95477386934673369,3.79e-05,0.5740000000000001
0.96482412060301503,3.88e-05,0.5750000000000001
0.97487437185929648,3.98e-05,0.5760000000000001
0.98492462311557794,4.0799999999999996e-05,0.5760000000000001
0.99497487437185927,4.17e-05,0.577
1.0050251256281406,4.27e-05,0.578
1.0150753768844221,4.37e-05,0.578
1.0251256281407035,4.46e-05,0.579
1.035175879396985,4.56e-05,0.579
1.0452261306532664,4.65e-05,0.58
1.0552763819095476,4.7499999999999996e-05,0.58
1.0653266331658291,4.84e-05,0.581
1.0753768844221105,4.9399999999999995e-05,0.581
1.085427135678392,5.0299999999999996e-05,0.582
1.0954773869346734,5.13e-05,0.582
1.1055276381909549,5.2199999999999995e-05,0.583
1.1155778894472361,5.32e-05,0.583
1.1256281407035176,5.4199999999999996e-05,0.584
1.135678391959799,5.52e-05,0.584
1.1457286432160805,5.6099999999999995e-05,0.585
1.1557788944723619,5.7199999999999994e-05,0.585
1.1658291457286432,5.8099999999999996e-05,0.586
1.1758793969849246,5.91e-05,0.586
1.1859296482412061,5.9999999999999995e-05,0.587
1.1959798994974875,6.0899999999999996e-05,0.587
1.206030150753769,6.19e-05,0.587
1.2160804020100502,6.28e-05,0.588
1.2261306532663316,6.379999999999999e-05,0.588
1.2361809045226131,6.48e-05,0.589
1.2462311557788945,6.58e-05,0.589
1.256281407035176,6.68e-05,0.59
1.2663316582914572,6.78e-05,0.59
1.2763819095477387,6.879999999999999e-05,0.59
1.2864321608040201,6.98e-05,0.59
1.2964824120603016,7.07e-05,0.591
1.306532663316583,7.159999999999999e-05,0.591
1.3165829145728642,7.26e-05,0.592
1.3266331658291457,7.35e-05,0.592
1.3366834170854272,7.45e-05,0.592
1.3467336683417086,7.54e-05,0.593
1.3567839195979901,7.64e-05,0.593
1.3668341708542713,7.74e-05,0.594
1.3768844221105527,7.84e-05,0.594
1.3869346733668342,7.939999999999999e-05,0.594
1.3969849246231156,8.04e-05,0.594
1.4070351758793971,8.14e-05,0.595
1.4170854271356783,8.23e-05,0.595
1.4271356783919598,8.329999999999999e-05,0.595
1.4371859296482412,8.42e-05,0.596
1.4472361809045227,8.52e-05,0.596
1.4572864321608041,8.62e-05,0.597
1.4673366834170853,8.719999999999999e-05,0.597
1.4773869346733668,8.82e-05,0.597
1.4874371859296482,8.92e-05,0.597
1.4974874371859297,9.02e-05,0.598
1.5075376884422111,9.12e-05,0.598
1.5175879396984926,9.219999999999999e-05,0.598
1.5276381909547738,9.32e-05,0.599
1.5376884422110553,9.42e-05,0.599
1.5477386934673367,9.52e-05,0.599
1.5577889447236182,9.62e-05,0.599
1.5678391959798996,9.719999999999999e-05,0.6
1.5778894472361809,9.82e-05,0.6
1.5879396984924623,9.91e-05,0.6
1.5979899497487438,0.0001001,0.6
1.6080402010050252,0.00010109999999999999,0.601
1.6180904522613067,0.0001021,0.601
1.6281407035175879,0.0001031,0.601
1.6381909547738693,0.0001041,0.602
1.6482412060301508,0.00010499999999999999,0.602
1.6582914572864322,0.00010609999999999999,0.602
1.6683417085427137,0.0001071,0.602
1.6783919597989949,0.000108,0.603
1.6884422110552764,0.00010899999999999999,0.603
1.6984924623115578,0.00010999999999999999,0.603
1.7085427135678393,0.0001109,0.603
1.7185929648241207,0.0001119,0.603
1.7286432160804019,0.00011289999999999999,0.604
1.7386934673366834,0.00011389999999999999,0.604
1.7487437185929648,0.0001149,0.604
1.7587939698492463,0.000116,0.604
1.7688442211055277,0.000117,0.605
1.778894472361809,0.00011789999999999999,0.605
1.7889447236180904,0.00011899999999999999,0.605
1.7989949748743719,0.0001199,0.605
1.8090452261306533,0.0001209,0.606
1.8190954773869348,0.0001219,0.606
1.829145728643216,0.0001228,0.606
1.8391959798994975,0.0001238,0.607
1.8492462311557789,0.0001247,0.607
1.8592964824120604,0.0001258,0.607
1.8693467336683418,0.0001267,0.607
1.879396984924623,0.0001277,0.607
1.8894472361809045,0.00012869999999999998,0.607
1.8994974874371859,0.00012969999999999998,0.607
1.9095477386934674,0.0001307,0.608
1.9195979899497488,0.0001317,0.608
1.9296482412060301,0.0001327,0.608
1.9396984924623115,0.0001336,0.608
1.949748743718593,0.0001346,0.608
1.9597989949748744,0.0001356,0.609
1.9698492462311559,0.00013659999999999999,0.609
1.9798994974874373,0.00013749999999999998,0.609
1.9899497487437185,0.0001385,0.609
2.0,0.0001395,0.609
