Vin,Iout,V_diode
0.0,-7.620000000000001e-07,0.003
0.010050251256281407,-7.350000000000001e-07,0.013000000000000001
0.020100502512562814,-7.06e-07,0.023
0.03015075376884422,-6.800000000000001e-07,0.033
0.040201005025125629,-6.450000000000001e-07,0.043000000000000003
0.050251256281407038,-6.12e-07,0.053
0.06030150753768844,-5.860000000000001e-07,0.062
0.070351758793969849,-5.46e-07,0.07200000000000001
0.080402010050251257,-5.16e-07,0.082
0.090452261306532666,-4.86e-07,0.092
0.10050251256281408,-4.4800000000000004e-07,0.10200000000000001
0.11055276381909548,-4.2700000000000005e-07,0.112
0.12060301507537688,-3.97e-07,0.122
0.1306532663316583,-3.66e-07,0.132
0.1407035175879397,-3.3600000000000004e-07,0.14200000000000002
0.15075376884422112,-3.06e-07,0.152
0.16080402010050251,-2.68e-07,0.161
0.17085427135678391,-2.048e-07,0.17
0.18090452261306533,-1.942e-07,0.18
0.19095477386934673,-1.565e-07,0.189
0.20100502512562815,-1.2390000000000002e-07,0.199
0.21105527638190955,-9.630000000000001e-08,0.209
0.22110552763819097,-7.23e-08,0.219
0.23115577889447236,-3.4500000000000005e-08,0.229
0.24120603015075376,-4.4000000000000005e-09,0.23900000000000002
0.25125628140703515,2.8300000000000002e-08,0.25
0.2613065326633166,5.09e-08,0.26
0.271356783919598,8.150000000000001e-08,0.269
0.28140703517587939,1.167e-07,0.279
0.29145728643216079,1.417e-07,0.289
0.30150753768844224,1.83e-07,0.298
0.31155778894472363,2.15e-07,0.307
0.32160804020100503,2.43e-07,0.317
0.33165829145728642,2.8300000000000003e-07,0.327
0.34170854271356782,3.0700000000000004e-07,0.336
0.35175879396984927,3.41e-07,0.34700000000000003
0.36180904522613067,3.75e-07,0.357
0.37185929648241206,4.1900000000000003e-07,0.366
0.38190954773869346,4.6000000000000004e-07,0.376
0.39195979899497491,4.84e-07,0.386
0.4020100502512563,5.23e-07,0.395
0.4120603015075377,5.72e-07,0.404
0.42211055276381909,6.380000000000001e-07,0.41400000000000003
0.43216080402010049,6.91e-07,0.423
0.44221105527638194,7.590000000000001e-07,0.432
0.45226130653266333,8.520000000000001e-07,0.441
0.46231155778894473,9.770000000000001e-07,0.45
0.47236180904522612,1.126e-06,0.459
0.48241206030150752,1.322e-06,0.467
0.49246231155778897,1.5520000000000001e-06,0.47600000000000003
0.50251256281407031,1.8310000000000001e-06,0.483
0.51256281407035176,2.19e-06,0.489
0.52261306532663321,2.57e-06,0.495
0.53266331658291455,3e-06,0.501
0.542713567839196,3.48e-06,0.506
0.55276381909547745,4.04e-06,0.511
0.56281407035175879,4.6e-06,0.515
0.57286432160804024,5.21e-06,0.518
0.58291457286432158,5.86e-06,0.522
0.59296482412060303,6.56e-06,0.526
0.60301507537688448,7.28e-06,0.529
0.61306532663316582,8.02e-06,0.531
0.62311557788944727,8.79e-06,0.534
0.63316582914572861,9.58e-06,0.537
0.64321608040201006,1.037e-05,0.539
0.65326633165829151,1.12e-05,0.541
0.66331658291457285,1.2e-05,0.543
0.6733668341708543,1.2810000000000001e-05,0.545
0.68341708542713564,1.362e-05,0.547
0.69346733668341709,1.445e-05,0.549
0.70351758793969854,1.528e-05,0.55
0.71356783919597988,1.615e-05,0.552
0.72361809045226133,1.703e-05,0.553
0.73366834170854267,1.791e-05,0.555
0.74371859296482412,1.879e-05,0.556
0.75376884422110557,1.973e-05,0.557
0.76381909547738691,2.06e-05,0.557
0.77386934673366836,2.14e-05,0.559
0.78391959798994981,2.23e-05,0.559
0.79396984924623115,2.3199999999999998e-05,0.561
0.8040201005025126,2.41e-05,0.562
0.81407035175879394,2.49e-05,0.562
0.82412060301507539,2.58e-05,0.5630000000000001
0.83417085427135684,2.67e-05,0.5650000000000001
0.84422110552763818,2.76e-05,0.5650000000000001
0.85427135678391963,2.8599999999999997e-05,0.5660000000000001
0.86432160804020097,2.95e-05,0.5670000000000001
0.87437185929648242,3.05e-05,0.5680000000000001
0.88442211055276387,3.14e-05,0.5690000000000001
0.89447236180904521,3.23e-05,0.5700000000000001
0.90452261306532666,3.3299999999999996e-05,0.5700000000000001
0.914572864321608,3.42e-05,0.5710000000000001
0.92462311557788945,3.51e-05,0.5720000000000001
0.9346733668341709,3.6e-05,0.5730000000000001
0.94472361809045224,3.7e-05,0.5730000000000001
0.95477386934673369,3.79e-05,0.5740000000000001
0.96482412060301503,3.89e-05,0.5740000000000001
0.97487437185929648,3.99e-05,0.5750000000000001
0.98492462311557794,4.0799999999999996e-05,0.5760000000000001
0.99497487437185927,4.18e-05,0.5760000000000001
1.0050251256281406,4.27e-05,0.577
1.0150753768844221,4.37e-05,0.578
1.0251256281407035,4.4699999999999996e-05,0.578
1.035175879396985,4.56e-05,0.579
1.0452261306532664,4.66e-05,0.579
1.0552763819095476,4.7499999999999996e-05,0.58
1.0653266331658291,4.85e-05,0.58
1.0753768844221105,4.9399999999999995e-05,0.581
1.085427135678392,5.0299999999999996e-05,0.581
1.0954773869346734,5.13e-05,0.582
1.1055276381909549,5.23e-05,0.582
1.1155778894472361,5.3299999999999995e-05,0.583
1.1256281407035176,5.4199999999999996e-05,0.583
1.135678391959799,5.52e-05,0.584
1.1457286432160805,5.62e-05,0.584
1.1557788944723619,5.7199999999999994e-05,0.585
1.1658291457286432,5.82e-05,0.585
1.1758793969849246,5.91e-05,0.586
1.1859296482412061,6.01e-05,0.586
1.1959798994974875,6.1e-05,0.587
1.206030150753769,6.19e-05,0.587
1.2160804020100502,6.29e-05,0.587
1.2261306532663316,6.39e-05,0.588
1.2361809045226131,6.489999999999999e-05,0.588
1.2462311557788945,6.58e-05,0.589
1.256281407035176,6.69e-05,0.589
1.2663316582914572,6.78e-05,0.589
1.2763819095477387,6.879999999999999e-05,0.59
1.2864321608040201,6.98e-05,0.59
1.2964824120603016,7.07e-05,0.59
1.306532663316583,7.17e-05,0.591
1.3165829145728642,7.26e-05,0.591
1.3266331658291457,7.36e-05,0.591
1.3366834170854272,7.45e-05,0.592
1.3467336683417086,7.549999999999999e-05,0.592
1.3567839195979901,7.65e-05,0.593
1.3668341708542713,7.75e-05,0.593
1.3768844221105527,7.85e-05,0.593
1.3869346733668342,7.95e-05,0.594
1.3969849246231156,8.04e-05,0.594
1.4070351758793971,8.14e-05,0.594
1.4170854271356783,8.24e-05,0.595
1.4271356783919598,8.34e-05,0.595
1.4371859296482412,8.43e-05,0.595
1.4472361809045227,8.53e-05,0.595
1.4572864321608041,8.63e-05,0.596
1.4673366834170853,8.719999999999999e-05,0.596
1.4773869346733668,8.82e-05,0.597
1.4874371859296482,8.92e-05,0.597
1.4974874371859297,9.02e-05,0.597
1.5075376884422111,9.12e-05,0.597
1.5175879396984926,9.219999999999999e-05,0.598
1.5276381909547738,9.32e-05,0.598
1.5376884422110553,9.43e-05,0.598
1.5477386934673367,9.52e-05,0.599
1.5577889447236182,9.63e-05,0.599
1.5678391959798996,9.719999999999999e-05,0.599
1.5778894472361809,9.82e-05,0.599
1.5879396984924623,9.92e-05,0.6
1.5979899497487438,0.0001002,0.6
1.6080402010050252,0.00010109999999999999,0.6
1.6180904522613067,0.0001021,0.6
1.6281407035175879,0.0001031,0.601
1.6381909547738693,0.0001041,0.601
1.6482412060301508,0.0001051,0.601
1.6582914572864322,0.00010609999999999999,0.602
1.6683417085427137,0.0001071,0.602
1.6783919597989949,0.0001081,0.602
1.6884422110552764,0.0001091,0.602
1.6984924623115578,0.00010999999999999999,0.603
1.7085427135678393,0.000111,0.603
1.7185929648241207,0.000112,0.603
1.7286432160804019,0.00011289999999999999,0.603
1.7386934673366834,0.00011389999999999999,0.603
1.7487437185929648,0.0001149,0.604
1.7587939698492463,0.000116,0.604
1.7688442211055277,0.000117,0.604
1.778894472361809,0.000118,0.604
1.7889447236180904,0.00011899999999999999,0.605
1.7989949748743719,0.00011999999999999999,0.605
1.8090452261306533,0.0001209,0.605
1.8190954773869348,0.0001219,0.605
1.829145728643216,0.0001229,0.606
1.8391959798994975,0.0001238,0.606
1.8492462311557789,0.0001248,0.606
1.8592964824120604,0.0001258,0.607
1.8693467336683418,0.0001268,0.607
1.879396984924623,0.0001278,0.607
1.8894472361809045,0.00012869999999999998,0.607
1.8994974874371859,0.00012969999999999998,0.607
1.9095477386934674,0.0001307,0.607
1.9195979899497488,0.0001317,0.607
1.9296482412060301,0.0001327,0.608
1.9396984924623115,0.0001337,0.608
1.949748743718593,0.0001346,0.608
1.9597989949748744,0.0001356,0.608
1.9698492462311559,0.00013659999999999999,0.608
1.9798994974874373,0.00013749999999999998,0.609
1.9899497487437185,0.0001385,0.609
2.0,0.0001395,0.609
