Vin,Iout,V_diode
0.0,-6.16e-07,0.057
0.010050251256281407,-5.94e-07,0.065
0.020100502512562814,-5.63e-07,0.07200000000000001
0.03015075376884422,-5.41e-07,0.08
0.040201005025125629,-5.1e-07,0.08600000000000001
0.050251256281407038,-4.870000000000001e-07,0.096
0.06030150753768844,-4.6700000000000004e-07,0.10200000000000001
0.070351758793969849,-4.37e-07,0.11
0.080402010050251257,-4.08e-07,0.11800000000000001
0.090452261306532666,-3.87e-07,0.126
0.10050251256281408,-3.58e-07,0.134
0.11055276381909548,-3.3800000000000004e-07,0.14
0.12060301507537688,-2.9500000000000003e-07,0.149
0.1306532663316583,-2.8e-07,0.156
0.1407035175879397,-2.048e-07,0.163
0.15075376884422112,-2.048e-07,0.171
0.16080402010050251,-2.0070000000000002e-07,0.178
0.17085427135678391,-1.78e-07,0.186
0.18090452261306533,-1.6e-07,0.193
0.19095477386934673,-1.351e-07,0.201
0.20100502512562815,-1.054e-07,0.209
0.21105527638190955,-8.44e-08,0.217
0.22110552763819097,-6.000000000000001e-08,0.224
0.23115577889447236,-3.11e-08,0.232
0.24120603015075376,-1.2500000000000001e-08,0.241
0.25125628140703515,1.8300000000000002e-08,0.248
0.2613065326633166,4.06e-08,0.256
0.271356783919598,6.15e-08,0.263
0.28140703517587939,9.78e-08,0.269
0.29145728643216079,1.225e-07,0.278
0.30150753768844224,1.452e-07,0.28600000000000003
0.31155778894472363,1.67e-07,0.293
0.32160804020100503,1.9e-07,0.3
0.33165829145728642,2.1e-07,0.307
0.34170854271356782,2.3600000000000002e-07,0.315
0.35175879396984927,2.62e-07,0.323
0.36180904522613067,2.92e-07,0.331
0.37185929648241206,3.2600000000000003e-07,0.337
0.38190954773869346,3.5200000000000003e-07,0.34500000000000003
0.39195979899497491,3.7100000000000003e-07,0.354
0.4020100502512563,3.99e-07,0.36
0.4120603015075377,4.23e-07,0.368
0.42211055276381909,4.4600000000000005e-07,0.375
0.43216080402010049,4.7600000000000003e-07,0.382
0.44221105527638194,5.070000000000001e-07,0.389
0.45226130653266333,5.37e-07,0.396
0.46231155778894473,5.78e-07,0.402
0.47236180904522612,6.070000000000001e-07,0.41000000000000003
0.48241206030150752,6.46e-07,0.41600000000000004
0.49246231155778897,6.87e-07,0.421
0.50251256281407031,7.23e-07,0.428
0.51256281407035176,7.830000000000001e-07,0.433
0.52261306532663321,8.29e-07,0.439
0.53266331658291455,8.820000000000001e-07,0.443
0.542713567839196,9.35e-07,0.447
0.55276381909547745,9.99e-07,0.451
0.56281407035175879,1.061e-06,0.455
0.57286432160804024,1.123e-06,0.459
0.58291457286432158,1.19e-06,0.462
0.59296482412060303,1.2590000000000001e-06,0.466
0.60301507537688448,1.3320000000000001e-06,0.46900000000000003
0.61306532663316582,1.405e-06,0.47100000000000003
0.62311557788944727,1.4840000000000001e-06,0.47400000000000003
0.63316582914572861,1.565e-06,0.47700000000000004
0.64321608040201006,1.647e-06,0.47900000000000004
0.65326633165829151,1.7270000000000002e-06,0.481
0.66331658291457285,1.804e-06,0.483
0.6733668341708543,1.8850000000000002e-06,0.485
0.68341708542713564,1.967e-06,0.487
0.69346733668341709,2.04e-06,0.487
0.70351758793969854,2.12e-06,0.489
0.71356783919597988,2.21e-06,0.49
0.72361809045226133,2.29e-06,0.492
0.73366834170854267,2.38e-06,0.493
0.74371859296482412,2.47e-06,0.495
0.75376884422110557,2.56e-06,0.496
0.76381909547738691,2.65e-06,0.497
0.77386934673366836,2.74e-06,0.498
0.78391959798994981,2.83e-06,0.499
0.79396984924623115,2.91e-06,0.501
0.8040201005025126,3e-06,0.502
0.81407035175879394,3.09e-06,0.503
0.82412060301507539,3.18e-06,0.504
