v3, V(vx), V(vy), V(vz)
Step Information: V1=0  (Run: 1/11)
2.000000000000000e-001, 2.000000e-001, 3.500000e+000, 3.505653e+000
3.000000000000000e-001, 3.000000e-001, 3.500000e+000, 3.512761e+000
4.000000000000000e-001, 4.000000e-001, 3.500000e+000, 3.522729e+000
5.000000000000000e-001, 5.000000e-001, 3.500000e+000, 3.535322e+000
6.000000000000000e-001, 6.000000e-001, 3.500000e+000, 3.550890e+000
7.000000000000000e-001, 7.000000e-001, 3.500000e+000, 3.569199e+000
7.999999999999999e-001, 8.000000e-001, 3.500000e+000, 3.590168e+000
8.999999999999999e-001, 9.000000e-001, 3.500000e+000, 3.613775e+000
9.999999999999999e-001, 1.000000e+000, 3.500000e+000, 3.639974e+000
1.100000000000000e+000, 1.100000e+000, 3.500000e+000, 3.668710e+000
1.200000000000000e+000, 1.200000e+000, 3.500000e+000, 3.699926e+000
1.300000000000000e+000, 1.300000e+000, 3.500000e+000, 3.733559e+000
1.400000000000000e+000, 1.400000e+000, 3.500000e+000, 3.769545e+000
1.500000000000000e+000, 1.500000e+000, 3.500000e+000, 3.807817e+000
1.600000000000000e+000, 1.600000e+000, 3.500000e+000, 3.848308e+000
1.700000000000000e+000, 1.700000e+000, 3.500000e+000, 3.890948e+000
1.800000000000001e+000, 1.800000e+000, 3.500000e+000, 3.935666e+000
1.900000000000001e+000, 1.900000e+000, 3.500000e+000, 3.982394e+000
2.000000000000000e+000, 2.000000e+000, 3.500000e+000, 4.031062e+000
2.100000000000001e+000, 2.100000e+000, 3.500000e+000, 4.081599e+000
2.200000000000001e+000, 2.200000e+000, 3.500000e+000, 4.133938e+000
2.300000000000001e+000, 2.300000e+000, 3.500000e+000, 4.188011e+000
2.400000000000001e+000, 2.400000e+000, 3.500000e+000, 4.243751e+000
2.500000000000001e+000, 2.500000e+000, 3.500000e+000, 4.301095e+000
2.600000000000001e+000, 2.600000e+000, 3.500000e+000, 4.359977e+000
2.700000000000001e+000, 2.700000e+000, 3.500000e+000, 4.420338e+000
2.800000000000001e+000, 2.800000e+000, 3.500000e+000, 4.482118e+000
2.900000000000001e+000, 2.900000e+000, 3.500000e+000, 4.545257e+000
3.000000000000001e+000, 3.000000e+000, 3.500000e+000, 4.609702e+000
3.100000000000001e+000, 3.100000e+000, 3.500000e+000, 4.675397e+000
3.200000000000002e+000, 3.200000e+000, 3.500000e+000, 4.742290e+000
3.300000000000002e+000, 3.300000e+000, 3.500000e+000, 4.810333e+000
3.400000000000002e+000, 3.400000e+000, 3.500000e+000, 4.879477e+000
3.500000000000002e+000, 3.500000e+000, 3.500000e+000, 4.949674e+000
3.600000000000002e+000, 3.600000e+000, 3.500000e+000, 5.020882e+000
3.700000000000002e+000, 3.700000e+000, 3.500000e+000, 5.093058e+000
3.800000000000002e+000, 3.800000e+000, 3.500000e+000, 5.166161e+000
3.900000000000002e+000, 3.900000e+000, 3.500000e+000, 5.240153e+000
4.000000000000002e+000, 4.000000e+000, 3.500000e+000, 5.314996e+000
4.100000000000001e+000, 4.100000e+000, 3.500000e+000, 5.390656e+000
4.200000000000001e+000, 4.200000e+000, 3.500000e+000, 5.467097e+000
4.300000000000001e+000, 4.300000e+000, 3.500000e+000, 5.544288e+000
4.400000000000000e+000, 4.400000e+000, 3.500000e+000, 5.622198e+000
4.500000000000000e+000, 4.500000e+000, 3.500000e+000, 5.700797e+000
4.600000000000000e+000, 4.600000e+000, 3.500000e+000, 5.780057e+000
4.699999999999999e+000, 4.700000e+000, 3.500000e+000, 5.859952e+000
4.799999999999999e+000, 4.800000e+000, 3.500000e+000, 5.940456e+000
4.899999999999999e+000, 4.900000e+000, 3.500000e+000, 6.021544e+000
5.000000000000000e+000, 5.000000e+000, 3.500000e+000, 6.103194e+000
Step Information: V1=4  (Run: 9/11)
0.000000000000000e+000, 0.000000e+000, 4.000000e+000, 3.999944e+000
1.000000000000000e-001, 1.000000e-001, 4.000000e+000, 4.001193e+000
2.000000000000000e-001, 2.000000e-001, 4.000000e+000, 4.004936e+000
3.000000000000000e-001, 3.000000e-001, 4.000000e+000, 4.011159e+000
4.000000000000000e-001, 4.000000e-001, 4.000000e+000, 4.019891e+000
5.000000000000000e-001, 5.000000e-001, 4.000000e+000, 4.030932e+000
6.000000000000000e-001, 6.000000e-001, 4.000000e+000, 4.044594e+000
7.000000000000000e-001, 7.000000e-001, 4.000000e+000, 4.060677e+000
7.999999999999999e-001, 8.000000e-001, 4.000000e+000, 4.079120e+000
8.999999999999999e-001, 9.000000e-001, 4.000000e+000, 4.099912e+000
9.999999999999999e-001, 1.000000e+000, 4.000000e+000, 4.123024e+000
1.100000000000000e+000, 1.100000e+000, 4.000000e+000, 4.148415e+000
1.200000000000000e+000, 1.200000e+000, 4.000000e+000, 4.176047e+000
1.300000000000000e+000, 1.300000e+000, 4.000000e+000, 4.205874e+000
1.400000000000000e+000, 1.400000e+000, 4.000000e+000, 4.237851e+000
1.500000000000000e+000, 1.500000e+000, 4.000000e+000, 4.271930e+000
1.600000000000000e+000, 1.600000e+000, 4.000000e+000, 4.308060e+000
1.700000000000000e+000, 1.700000e+000, 4.000000e+000, 4.346191e+000
1.800000000000001e+000, 1.800000e+000, 4.000000e+000, 4.386271e+000
1.900000000000001e+000, 1.900000e+000, 4.000000e+000, 4.428247e+000
2.000000000000000e+000, 2.000000e+000, 4.000000e+000, 4.472065e+000
2.100000000000001e+000, 2.100000e+000, 4.000000e+000, 4.517672e+000
2.200000000000001e+000, 2.200000e+000, 4.000000e+000, 4.565014e+000
2.300000000000001e+000, 2.300000e+000, 4.000000e+000, 4.614038e+000
2.400000000000001e+000, 2.400000e+000, 4.000000e+000, 4.664690e+000
2.500000000000001e+000, 2.500000e+000, 4.000000e+000, 4.716918e+000
2.600000000000001e+000, 2.600000e+000, 4.000000e+000, 4.770672e+000
2.700000000000001e+000, 2.700000e+000, 4.000000e+000, 4.825899e+000
2.800000000000001e+000, 2.800000e+000, 4.000000e+000, 4.882549e+000
2.900000000000001e+000, 2.900000e+000, 4.000000e+000, 4.940574e+000
3.000000000000001e+000, 3.000000e+000, 4.000000e+000, 4.999926e+000
3.100000000000001e+000, 3.100000e+000, 4.000000e+000, 5.060557e+000
3.200000000000002e+000, 3.200000e+000, 4.000000e+000, 5.122424e+000
3.300000000000002e+000, 3.300000e+000, 4.000000e+000, 5.185481e+000
3.400000000000002e+000, 3.400000e+000, 4.000000e+000, 5.249685e+000
3.500000000000002e+000, 3.500000e+000, 4.000000e+000, 5.314996e+000
3.600000000000002e+000, 3.600000e+000, 4.000000e+000, 5.381372e+000
3.700000000000002e+000, 3.700000e+000, 4.000000e+000, 5.448775e+000
3.800000000000002e+000, 3.800000e+000, 4.000000e+000, 5.517167e+000
3.900000000000002e+000, 3.900000e+000, 4.000000e+000, 5.586512e+000
4.000000000000002e+000, 4.000000e+000, 4.000000e+000, 5.656774e+000
4.100000000000001e+000, 4.100000e+000, 4.000000e+000, 5.727921e+000
4.200000000000001e+000, 4.200000e+000, 4.000000e+000, 5.799918e+000
4.300000000000001e+000, 4.300000e+000, 4.000000e+000, 5.872736e+000
4.400000000000000e+000, 4.400000e+000, 4.000000e+000, 5.946344e+000
4.500000000000000e+000, 4.500000e+000, 4.000000e+000, 6.020714e+000
4.600000000000000e+000, 4.600000e+000, 4.000000e+000, 6.095816e+000
4.699999999999999e+000, 4.700000e+000, 4.000000e+000, 6.171625e+000
4.799999999999999e+000, 4.800000e+000, 4.000000e+000, 6.248114e+000
4.899999999999999e+000, 4.900000e+000, 4.000000e+000, 6.325259e+000
5.000000000000000e+000, 5.000000e+000, 4.000000e+000, 6.403037e+000
Step Information: V1=4.5  (Run: 10/11)
0.000000000000000e+000, 0.000000e+000, 4.500000e+000, 4.499938e+000
1.000000000000000e-001, 1.000000e-001, 4.500000e+000, 4.501049e+000
2.000000000000000e-001, 2.000000e-001, 4.500000e+000, 4.504376e+000
3.000000000000000e-001, 3.000000e-001, 4.500000e+000, 4.509911e+000
4.000000000000000e-001, 4.000000e-001, 4.500000e+000, 4.517679e+000
5.000000000000000e-001, 5.000000e-001, 4.500000e+000, 4.527507e+000
6.000000000000000e-001, 6.000000e-001, 4.500000e+000, 4.539674e+000
7.000000000000000e-001, 7.000000e-001, 4.500000e+000, 4.554009e+000
7.999999999999999e-001, 8.000000e-001, 4.500000e+000, 4.570462e+000
8.999999999999999e-001, 9.000000e-001, 4.500000e+000, 4.589028e+000
9.999999999999999e-001, 1.000000e+000, 4.500000e+000, 4.609688e+000
1.100000000000000e+000, 1.100000e+000, 4.500000e+000, 4.632413e+000
1.200000000000000e+000, 1.200000e+000, 4.500000e+000, 4.657174e+000
1.300000000000000e+000, 1.300000e+000, 4.500000e+000, 4.683938e+000
1.400000000000000e+000, 1.400000e+000, 4.500000e+000, 4.712673e+000
1.500000000000000e+000, 1.500000e+000, 4.500000e+000, 4.743341e+000
1.600000000000000e+000, 1.600000e+000, 4.500000e+000, 4.775907e+000
1.700000000000000e+000, 1.700000e+000, 4.500000e+000, 4.810331e+000
1.800000000000001e+000, 1.800000e+000, 4.500000e+000, 4.846574e+000
1.900000000000001e+000, 1.900000e+000, 4.500000e+000, 4.884595e+000
2.000000000000000e+000, 2.000000e+000, 4.500000e+000, 4.924354e+000
2.100000000000001e+000, 2.100000e+000, 4.500000e+000, 4.965809e+000
2.200000000000001e+000, 2.200000e+000, 4.500000e+000, 5.008917e+000
2.300000000000001e+000, 2.300000e+000, 4.500000e+000, 5.053636e+000
2.400000000000001e+000, 2.400000e+000, 4.500000e+000, 5.099925e+000
2.500000000000001e+000, 2.500000e+000, 4.500000e+000, 5.147739e+000
2.600000000000001e+000, 2.600000e+000, 4.500000e+000, 5.197038e+000
2.700000000000001e+000, 2.700000e+000, 4.500000e+000, 5.247780e+000
2.800000000000001e+000, 2.800000e+000, 4.500000e+000, 5.299923e+000
2.900000000000001e+000, 2.900000e+000, 4.500000e+000, 5.353426e+000
3.000000000000001e+000, 3.000000e+000, 4.500000e+000, 5.408249e+000
3.100000000000001e+000, 3.100000e+000, 4.500000e+000, 5.464352e+000
3.200000000000002e+000, 3.200000e+000, 4.500000e+000, 5.521696e+000
3.300000000000002e+000, 3.300000e+000, 4.500000e+000, 5.580243e+000
3.400000000000002e+000, 3.400000e+000, 4.500000e+000, 5.639955e+000
3.500000000000002e+000, 3.500000e+000, 4.500000e+000, 5.700796e+000
3.600000000000002e+000, 3.600000e+000, 4.500000e+000, 5.762730e+000
3.700000000000002e+000, 3.700000e+000, 4.500000e+000, 5.825723e+000
3.800000000000002e+000, 3.800000e+000, 4.500000e+000, 5.889739e+000
3.900000000000002e+000, 3.900000e+000, 4.500000e+000, 5.954747e+000
4.000000000000002e+000, 4.000000e+000, 4.500000e+000, 6.020713e+000
4.100000000000001e+000, 4.100000e+000, 4.500000e+000, 6.087608e+000
4.200000000000001e+000, 4.200000e+000, 4.500000e+000, 6.155400e+000
4.300000000000001e+000, 4.300000e+000, 4.500000e+000, 6.224061e+000
4.400000000000000e+000, 4.400000e+000, 4.500000e+000, 6.293561e+000
4.500000000000000e+000, 4.500000e+000, 4.500000e+000, 6.363874e+000
4.600000000000000e+000, 4.600000e+000, 4.500000e+000, 6.434972e+000
4.699999999999999e+000, 4.700000e+000, 4.500000e+000, 6.506831e+000
4.799999999999999e+000, 4.800000e+000, 4.500000e+000, 6.579424e+000
4.899999999999999e+000, 4.900000e+000, 4.500000e+000, 6.652729e+000
5.000000000000000e+000, 5.000000e+000, 4.500000e+000, 6.726721e+000
Step Information: V1=5  (Run: 11/11)
0.000000000000000e+000, 0.000000e+000, 5.000000e+000, 4.999934e+000
1.000000000000000e-001, 1.000000e-001, 5.000000e+000, 5.000933e+000
2.000000000000000e-001, 2.000000e-001, 5.000000e+000, 5.003928e+000
3.000000000000000e-001, 3.000000e-001, 5.000000e+000, 5.008911e+000
4.000000000000000e-001, 4.000000e-001, 5.000000e+000, 5.015906e+000
5.000000000000000e-001, 5.000000e-001, 5.000000e+000, 5.024760e+000
6.000000000000000e-001, 6.000000e-001, 5.000000e+000, 5.035726e+000
7.000000000000000e-001, 7.000000e-001, 5.000000e+000, 5.048652e+000
7.999999999999999e-001, 8.000000e-001, 5.000000e+000, 5.063498e+000
8.999999999999999e-001, 9.000000e-001, 5.000000e+000, 5.080263e+000
9.999999999999999e-001, 1.000000e+000, 5.000000e+000, 5.098933e+000
1.100000000000000e+000, 1.100000e+000, 5.000000e+000, 5.119486e+000
1.200000000000000e+000, 1.200000e+000, 5.000000e+000, 5.141902e+000
1.300000000000000e+000, 1.300000e+000, 5.000000e+000, 5.166156e+000
1.400000000000000e+000, 1.400000e+000, 5.000000e+000, 5.192222e+000
1.500000000000000e+000, 1.500000e+000, 5.000000e+000, 5.220074e+000
1.600000000000000e+000, 1.600000e+000, 5.000000e+000, 5.249683e+000
1.700000000000000e+000, 1.700000e+000, 5.000000e+000, 5.281020e+000
1.800000000000001e+000, 1.800000e+000, 5.000000e+000, 5.314054e+000
1.900000000000001e+000, 1.900000e+000, 5.000000e+000, 5.348753e+000
2.000000000000000e+000, 2.000000e+000, 5.000000e+000, 5.385086e+000
2.100000000000001e+000, 2.100000e+000, 5.000000e+000, 5.423020e+000
2.200000000000001e+000, 2.200000e+000, 5.000000e+000, 5.462521e+000
2.300000000000001e+000, 2.300000e+000, 5.000000e+000, 5.503556e+000
2.400000000000001e+000, 2.400000e+000, 5.000000e+000, 5.546090e+000
2.500000000000001e+000, 2.500000e+000, 5.000000e+000, 5.590090e+000
2.600000000000001e+000, 2.600000e+000, 5.000000e+000, 5.635521e+000
2.700000000000001e+000, 2.700000e+000, 5.000000e+000, 5.682348e+000
2.800000000000001e+000, 2.800000e+000, 5.000000e+000, 5.730538e+000
2.900000000000001e+000, 2.900000e+000, 5.000000e+000, 5.780057e+000
3.000000000000001e+000, 3.000000e+000, 5.000000e+000, 5.830870e+000
3.100000000000001e+000, 3.100000e+000, 5.000000e+000, 5.882944e+000
3.200000000000002e+000, 3.200000e+000, 5.000000e+000, 5.936245e+000
3.300000000000002e+000, 3.300000e+000, 5.000000e+000, 5.990743e+000
3.400000000000002e+000, 3.400000e+000, 5.000000e+000, 6.046402e+000
3.500000000000002e+000, 3.500000e+000, 5.000000e+000, 6.103193e+000
3.600000000000002e+000, 3.600000e+000, 5.000000e+000, 6.161083e+000
3.700000000000002e+000, 3.700000e+000, 5.000000e+000, 6.220043e+000
3.800000000000002e+000, 3.800000e+000, 5.000000e+000, 6.280041e+000
3.900000000000002e+000, 3.900000e+000, 5.000000e+000, 6.341048e+000
4.000000000000002e+000, 4.000000e+000, 5.000000e+000, 6.403037e+000
4.100000000000001e+000, 4.100000e+000, 5.000000e+000, 6.465977e+000
4.200000000000001e+000, 4.200000e+000, 5.000000e+000, 6.529842e+000
4.300000000000001e+000, 4.300000e+000, 5.000000e+000, 6.594605e+000
4.400000000000000e+000, 4.400000e+000, 5.000000e+000, 6.660240e+000
4.500000000000000e+000, 4.500000e+000, 5.000000e+000, 6.726721e+000
4.600000000000000e+000, 4.600000e+000, 5.000000e+000, 6.794024e+000
4.699999999999999e+000, 4.700000e+000, 5.000000e+000, 6.862123e+000
4.799999999999999e+000, 4.800000e+000, 5.000000e+000, 6.930996e+000
4.899999999999999e+000, 4.900000e+000, 5.000000e+000, 7.000621e+000
5.000000000000000e+000, 5.000000e+000, 5.000000e+000, 7.070973e+000
