V_in(Ch1),I_b(Ch1),I_e(Ch2)
0.34999999999999998,6.2e-09,1.1900000000000001e-07
0.35213032581453629,4.4000000000000005e-09,1.28e-07
0.35426065162907266,4e-09,1.4e-07
0.35639097744360898,3.1e-09,1.5100000000000002e-07
0.35852130325814535,2.8000000000000003e-09,1.6300000000000002e-07
0.36065162907268167,2.1e-09,1.7500000000000002e-07
0.36278195488721804,1.9e-09,1.9200000000000003e-07
0.36491228070175435,2.4e-09,2.0700000000000001e-07
0.36704260651629073,1.7000000000000001e-09,2.2400000000000002e-07
0.36917293233082704,1.5e-09,2.41e-07
0.37130325814536336,1.4000000000000001e-09,2.65e-07
0.37343358395989973,1.3e-09,2.86e-07
0.37556390977443604,1e-09,3.08e-07
0.37769423558897242,1.2e-09,3.3300000000000003e-07
0.37982456140350873,1.3e-09,3.66e-07
0.3819548872180451,1.4000000000000001e-09,3.9500000000000003e-07
0.38408521303258142,1.1000000000000001e-09,4.2700000000000005e-07
0.38621553884711779,1.6e-09,4.6000000000000004e-07
0.38834586466165411,1.7000000000000001e-09,5.040000000000001e-07
0.39047619047619048,1.4000000000000001e-09,5.420000000000001e-07
0.39260651629072679,1.2e-09,5.830000000000001e-07
0.39473684210526316,1.6e-09,6.27e-07
0.39686716791979948,1.4000000000000001e-09,6.88e-07
0.3989974937343358,1.6e-09,7.4e-07
0.40112781954887217,1.2e-09,7.960000000000001e-07
0.40325814536340848,1.3e-09,8.71e-07
0.40538847117794485,1.9e-09,9.370000000000001e-07
0.40751879699248117,1.5e-09,1.009e-06
0.40964912280701754,2e-09,1.086e-06
0.41177944862155386,2e-09,1.1890000000000002e-06
0.41390977443609023,1.9e-09,1.2790000000000002e-06
0.41604010025062654,1.7000000000000001e-09,1.376e-06
0.41817042606516286,2.5e-09,1.4790000000000002e-06
0.42030075187969923,2.7e-09,1.6200000000000002e-06
0.4224310776942356,2.5e-09,1.74e-06
0.42456140350877192,2.5e-09,1.8710000000000002e-06
0.42669172932330823,2.8000000000000003e-09,2.11e-06
0.4288220551378446,3.2e-09,2.31e-06
0.43095238095238092,4e-09,2.48e-06
0.43308270676691729,3.6e-09,2.67e-06
0.43521303258145361,4.1e-09,2.86e-06
0.43734335839598992,4.4000000000000005e-09,3.14e-06
0.43947368421052629,4.6e-09,3.37e-06
0.44160401002506267,5e-09,3.63e-06
0.44373433583959898,4.8e-09,3.9e-06
0.4458646616541353,5.6000000000000005e-09,4.28e-06
0.44799498746867167,6.4e-09,4.6e-06
0.45012531328320798,6.1e-09,4.97e-06
0.45225563909774436,7.4e-09,5.47e-06
0.45438596491228067,7.2e-09,5.91e-06
