I_y(Ch1),I_z(Ch2)
-1.2717966324154717e-07,-8.95e-05
-1.3319808836657373e-07,-8.8e-05
-1.3950131878249617e-07,-8.65e-05
-1.4610283211045915e-07,-8.489999999999999e-05
-1.5301674376267897e-07,-8.329999999999999e-05
-1.6025783712413842e-07,-8.17e-05
-1.6784159516254818e-07,-8.01e-05
-1.7578423353415833e-07,-7.84e-05
-1.8410273525621593e-07,-7.68e-05
-1.9281488702019513e-07,-7.51e-05
-2.0193931722345426e-07,-7.36e-05
-2.1149553580063408e-07,-7.19e-05
-2.2150397593996613e-07,-7.01e-05
-2.3198603777369233e-07,-6.84e-05
-2.4296413413600741e-07,-6.659999999999999e-05
-2.544617384863764e-07,-6.48e-05
-2.665034351006826e-07,-6.3e-05
-2.7911497163753877e-07,-6.12e-05
-2.9232331419214992e-07,-5.93e-05
-3.0615670495544807e-07,-5.76e-05
-3.2064472260178882e-07,-5.5799999999999994e-05
-3.3581834553432128e-07,-5.4e-05
-3.5171001812327932e-07,-5.24e-05
-3.6835372007880703e-07,-5.06e-05
-3.8578503910666767e-07,-4.9e-05
-4.0404124700217993e-07,-4.73e-05
-4.2316137934508812e-07,-4.56e-05
-4.4318631896577577e-07,-4.4e-05
-4.6415888336127821e-07,-4.2499999999999996e-05
-4.8612391624802261e-07,-4.09e-05
-5.0912838344704913e-07,-3.95e-05
-5.3322147330672471e-07,-3.7999999999999995e-05
-5.5845470187769409e-07,-3.65e-05
-5.8488202306493716e-07,-3.51e-05
-6.1255994399247468e-07,-3.38e-05
-6.4154764582737633e-07,-3.25e-05
-6.7190711032144174e-07,-3.12e-05
-7.0370325234111581e-07,-2.99e-05
-7.3700405866900303e-07,-2.88e-05
-7.7188073337379232e-07,-2.76e-05
-8.0840785005940206e-07,-2.65e-05
-8.4666351131890437e-07,-2.5399999999999997e-05
-8.8672951573414711e-07,-2.44e-05
-9.2869153277818482e-07,-2.34e-05
-9.7263928599448498e-07,-2.2499999999999998e-05
-1.0186667448445629e-06,-2.1499999999999997e-05
-1.0668723256342968e-06,-2.06e-05
-1.1173591019485101e-06,-1.98e-05
-1.1702350250437907e-06,-1.8999999999999998e-05
-1.2256131546707989e-06,-1.82e-05
-1.283611900819576e-06,-1.75e-05
-1.3443552769048173e-06,-1.67e-05
-1.4079731649323967e-06,-1.6e-05
-1.474601593214192e-06,-1.5399999999999998e-05
-1.5443830272249818e-06,-1.47e-05
-1.6174666742233376e-06,-1.4099999999999999e-05
-1.6940088022878721e-06,-1.3599999999999999e-05
-1.7741730744509583e-06,-1.3e-05
-1.8581308986444497e-06,-1.24e-05
-1.9460617942055622e-06,-1.19e-05
-2.0381537757266682e-06,-1.14e-05
-2.1346037550697011e-06,-1.0899999999999999e-05
-2.2356179624047784e-06,-1.05e-05
-2.3414123871733303e-06,-1.01e-05
-2.4522132399185376e-06,-8.72e-06
-2.5682574359706878e-06,-8.33e-06
-2.6897931020215225e-06,-7.96e-06
-2.8170801066708714e-06,-7.6e-06
-2.9503906160799091e-06,-7.26e-06
-3.0900096759191579e-06,-6.9400000000000005e-06
-3.2362358208556053e-06,-6.62e-06
-3.3893817128820335e-06,-6.3200000000000005e-06
-3.5497748098536168e-06,-6.0500000000000005e-06
-3.717758065661061e-06,-5.78e-06
-3.893690663537568e-06,-5.53e-06
-4.0779487840674894e-06,-5.28e-06
-4.2709264095388591e-06,-5.05e-06
-4.4730361663597208e-06,-4.8200000000000004e-06
-4.6847102073393804e-06,-4.61e-06
-4.9064011357213101e-06,-4.41e-06
-5.1385829729432024e-06,-4.21e-06
-5.3817521721937008e-06,-4.0200000000000005e-06
-5.6364286799328385e-06,-3.8400000000000005e-06
-5.9031570476459933e-06,-3.67e-06
-6.1825075962085722e-06,-3.5100000000000003e-06
-6.4750776353508998e-06,-3.36e-06
-6.7814927408310881e-06,-3.21e-06
-7.1024080920463751e-06,-3.06e-06
-7.4385098729433688e-06,-2.93e-06
-7.7905167392224072e-06,-2.8e-06
-8.1591813549733083e-06,-2.68e-06
-8.5452920020282212e-06,-2.56e-06
-8.9496742654724591e-06,-2.4500000000000003e-06
-9.373192798917727e-06,-2.34e-06
-9.8167531733117353e-06,-2.24e-06
-1.0281303813237812e-05,-2.14e-06
-1.0767838024844435e-05,-2.04e-06
-1.1277396119740903e-05,-1.96e-06
-1.1811067639400605e-05,-1.87e-06
-1.2369993684827747e-05,-1.79e-06
-1.2955369356469457e-05,-1.71e-06
-1.3568446309589612e-05,-1.64e-06
-1.4210535430568909e-05,-1.57e-06
-1.4883009639853311e-05,-1.5e-06
-1.5587306827544276e-05,-1.43e-06
-1.6324932927907624e-05,-1.37e-06
-1.7097465139375156e-05,-1.31e-06
-1.7906555296923757e-05,-1.25e-06
-1.8753933404042987e-05,-1.2e-06
-1.9641411331843434e-05,-1.15e-06
-2.0570886693214974e-05,-1.11e-06
-2.1544346900318867e-05,-1.06e-06
-2.2563873414089372e-05,-1.02e-06
-2.3631646194831501e-05,-9.090000000000001e-07
-2.4749948363430446e-05,-8.690000000000001e-07
-2.5921171083140549e-05,-8.300000000000001e-07
-2.7147818672390661e-05,-7.91e-07
-2.8432513959539416e-05,-7.54e-07
-2.977800389102918e-05,-7.19e-07
-3.1187165404930358e-05,-6.87e-07
-3.2663011582435215e-05,-6.56e-07
-3.4208698090453372e-05,-6.26e-07
-3.5827529929086318e-05,-5.98e-07
-3.7522968498406369e-05,-5.72e-07
-3.9298638999652158e-05,-5.450000000000001e-07
-4.1158338186664871e-05,-5.2e-07
-4.3106042484139616e-05,-4.970000000000001e-07
-4.5145916490051103e-05,-4.82e-07
-4.7282321880431948e-05,-4.54e-07
-4.9519826735546421e-05,-4.33e-07
-5.1863215307398004e-05,-4.1500000000000005e-07
-5.4317498249458329e-05,-3.9500000000000003e-07
-5.6887923330489153e-05,-3.75e-07
-5.9579986655366221e-05,-3.58e-07
-6.2399444416898203e-05,-3.4300000000000004e-07
-6.535232520376647e-05,-3.27e-07
-6.8444942890905975e-05,-3.1200000000000004e-07
-7.1683910139885655e-05,-2.97e-07
-7.5076152538158466e-05,-2.84e-07
-7.8628923407411509e-05,-2.72e-07
-8.2349819312680262e-05,-2.5900000000000003e-07
-8.6246796305389616e-05,-2.4700000000000003e-07
-9.0328186935049749e-05,-2.3600000000000002e-07
-9.4602718065986134e-05,-2.2500000000000002e-07
-9.9079529537194182e-05,-2.15e-07
-0.0001037681937052218,-2.0500000000000002e-07
-0.00010867873591186356,-1.96e-07
-0.00011382165592043307,-1.8700000000000002e-07
-0.0001192079503664454,-1.78e-07
-0.00012484913627071786,-1.7000000000000001e-07
-0.00013075727566516196,-1.6200000000000002e-07
-0.00013694500138392414,-1.55e-07
-0.00014342554407501817,-1.48e-07
-0.00015021276049021075,-1.41e-07
-0.00015732116311364611,-1.34e-07
-0.00016476595119256486,-1.28e-07
-0.00017256304323646235,-1.22e-07
-0.00018072911105418283,-1.16e-07
-0.00018928161540172442,-1.11e-07
-0.000198238843316975,-1.0600000000000001e-07
-0.00020761994722121404,-1.01e-07
-0.0002174449858709829,-8.85e-08
-0.00022773496724789105,-8.450000000000001e-08
-0.0002385118934780594,-8.010000000000001e-08
-0.00024979880787725562,-7.6e-08
-0.00026161984422231043,-7.250000000000001e-08
-0.00027400027835416241,-6.84e-08
-0.00028696658222287911,-6.49e-08
-0.00030054648049020595,-6.16e-08
-0.00031476900981067718,-5.8e-08
-0.00032966458091803521,-5.5100000000000004e-08
-0.00034526504364972303,-5.2300000000000005e-08
-0.00036160375504848115,-4.98e-08
-0.00037871565068665718,-4.7100000000000005e-08
-0.00039663731936574807,-4.4100000000000004e-08
-0.00041540708135088649,-4.1800000000000004e-08
-0.00043506507030756266,-3.93e-08
-0.00045565331911576597,-3.73e-08
-0.00047721584974505044,-3.53e-08
-0.00049979876738268938,-3.32e-08
-0.00052345035901617493,-3.14e-08
-0.00054822119668087135,-2.96e-08
-0.00057416424559357103,-2.8000000000000003e-08
-0.00060133497740317849,-2.62e-08
-0.00062979148880065706,-2.45e-08
-0.00065959462574187314,-2.3100000000000002e-08
-0.0006908081135489438,-2.1700000000000002e-08
-0.00072349869316825645,-2.05e-08
-0.00075773626387653657,-1.92e-08
-0.0007935940327400753,-1.79e-08
-0.00083114867114671121,-1.6500000000000002e-08
-0.00087048047874523668,-1.52e-08
-0.00091167355514280043,-1.45e-08
-0.00095481597972740199,-1.3400000000000001e-08
-0.001,-1.2500000000000001e-08
