V_in(Ch1),I_b(Ch1),I_e(Ch2)
0.34999999999999998,6.9000000000000006e-09,1.64e-07
0.35213032581453629,5.7000000000000006e-09,1.77e-07
0.35426065162907266,4.5e-09,1.9400000000000002e-07
0.35639097744360898,3.3e-09,2.09e-07
0.35852130325814535,2.8000000000000003e-09,2.2500000000000002e-07
0.36065162907268167,2.4e-09,2.43e-07
0.36278195488721804,2e-09,2.66e-07
0.36491228070175435,2.2000000000000003e-09,2.87e-07
0.36704260651629073,1.9e-09,3.0900000000000003e-07
0.36917293233082704,1.7000000000000001e-09,3.3300000000000003e-07
0.37130325814536336,1.6e-09,3.6700000000000004e-07
0.37343358395989973,1.8e-09,3.9500000000000003e-07
0.37556390977443604,1.9e-09,4.2700000000000005e-07
0.37769423558897242,1.2e-09,4.6000000000000004e-07
0.37982456140350873,1.8e-09,5.05e-07
0.3819548872180451,1.5e-09,5.450000000000001e-07
0.38408521303258142,2e-09,5.89e-07
0.38621553884711779,1.4000000000000001e-09,6.33e-07
0.38834586466165411,1.5e-09,6.930000000000001e-07
0.39047619047619048,1.6e-09,7.450000000000001e-07
0.39260651629072679,1.6e-09,8.01e-07
0.39473684210526316,1.7000000000000001e-09,8.610000000000001e-07
0.39686716791979948,1.7000000000000001e-09,9.43e-07
0.3989974937343358,2.4e-09,1.013e-06
0.40112781954887217,1.2e-09,1.089e-06
0.40325814536340848,2.4e-09,1.192e-06
0.40538847117794485,2.2000000000000003e-09,1.281e-06
0.40751879699248117,1.8e-09,1.3770000000000001e-06
0.40964912280701754,2.1e-09,1.48e-06
0.41177944862155386,2.5e-09,1.6170000000000001e-06
0.41390977443609023,2.5e-09,1.737e-06
0.41604010025062654,2.2000000000000003e-09,1.8650000000000001e-06
0.41817042606516286,3e-09,2.1000000000000002e-06
0.42030075187969923,3.1e-09,2.29e-06
0.4224310776942356,3.4000000000000003e-09,2.46e-06
0.42456140350877192,4.1e-09,2.65e-06
0.42669172932330823,3.1e-09,2.84e-06
0.4288220551378446,4.1e-09,3.11e-06
0.43095238095238092,4.1e-09,3.34e-06
0.43308270676691729,4.4000000000000005e-09,3.59e-06
0.43521303258145361,4.9e-09,3.86e-06
0.43734335839598992,5.8e-09,4.22e-06
0.43947368421052629,6.1e-09,4.53e-06
0.44160401002506267,6.2e-09,4.87e-06
0.44373433583959898,6.5e-09,5.24e-06
0.4458646616541353,7.2e-09,5.74e-06
0.44799498746867167,7.7e-09,6.17e-06
0.45012531328320798,8.5e-09,6.66e-06
0.45225563909774436,9.700000000000001e-09,7.33e-06
0.45438596491228067,1.04e-08,7.91e-06
0.45651629072681704,1.07e-08,8.54e-06
0.45864661654135336,1.2e-08,9.22e-06
0.46077694235588973,1.28e-08,1.013e-05
0.46290726817042605,1.4000000000000001e-08,1.093e-05
0.46503759398496236,1.51e-08,1.181e-05
0.46716791979949873,1.62e-08,1.273e-05
0.4692982456140351,1.79e-08,1.399e-05
0.47142857142857142,1.9e-08,1.509e-05
0.47355889724310773,2.06e-08,1.629e-05
