0.3,-5.6e-10,-1.741e-08
0.30201,4.2e-10,-1.882e-08
0.30402,-2.2e-10,-2.01e-08
0.30603,-1.18e-09,-2.076e-08
0.30804,-2.7e-10,-2.344e-08
0.31005,-1.7e-10,-2.498e-08
0.31206,-3.7e-10,-2.702e-08
0.31407,-5e-11,-2.903e-08
0.31608,-3.2e-10,-3.113e-08
0.31809,-1.8e-10,-3.341e-08
0.3201,4.1e-10,-3.605e-08
0.32211,-1.5e-10,-3.866e-08
0.32412,-4.3e-10,-4.184e-08
0.32613,-2.4e-10,-4.526e-08
0.32814,-1.7e-10,-4.88e-08
0.33015,-3.2e-10,-5.265e-08
0.33216,-1.9e-10,-5.672e-08
0.33417,-1.6e-10,-6.141e-08
0.33618,-1.8e-10,-6.612e-08
0.33819,4.9e-10,-7.057e-08
0.3402,-4.2e-10,-7.67e-08
0.34221,-2.6e-10,-8.319e-08
0.34422,-3.4e-10,-8.965e-08
0.34623,-4e-11,-9.676e-08
0.34824,-1e-10,-1.0436e-07
0.35025,8.1e-10,-1.1624e-07
0.35226,-3e-11,-1.2373e-07
0.35427,-1.3e-10,-1.3349e-07
0.35628,5.5e-10,-1.4367e-07
0.35829,-9e-11,-1.5499e-07
0.3603,-1.8e-10,-1.6706e-07
0.36231,-1e-11,-1.7966e-07
0.36432,-3e-11,-1.9232e-07
0.36633,1.3e-10,-2.226e-07
0.36834,-2.068e-26,-2.394e-07
0.37035,-3e-11,-2.582e-07
0.37236,1.1e-10,-2.784e-07
0.37437,8e-11,-3.002e-07
0.37638,2.5e-10,-3.258e-07
0.37839,2.9e-10,-3.49e-07
0.3804,4.4e-10,-3.78e-07
0.38241,2.4e-10,-4.068e-07
0.38442,5.2e-10,-4.392e-07
0.38643,2.8e-10,-4.732e-07
0.38844,4.5e-10,-5.09e-07
0.39045,7e-11,-5.46e-07
0.39246,3.6e-10,-5.88e-07
0.39447,2.3e-10,-6.326e-07
0.39648,8.5e-10,-6.808e-07
0.39849,7e-10,-7.316e-07
0.4005,9.9e-10,-7.864e-07
0.40251,7.2e-10,-8.45e-07
0.40452,1.26e-09,-9.094e-07
0.40653,8e-10,-9.78e-07
0.40854,1.3e-09,-1.0524e-06
0.41055,1.11e-09,-1.1314e-06
0.41256,1.58e-09,-1.2172e-06
0.41457,1.46e-09,-1.3082e-06
0.41658,1.66e-09,-1.4074e-06
0.41859,1.71e-09,-1.5128e-06
0.4206,1.46e-09,-1.6248e-06
0.42261,1.68e-09,-1.7458e-06
0.42462,2.25e-09,-1.8738e-06
0.42663,2.35e-09,-2.11e-06
0.42864,2.62e-09,-2.27e-06
0.43065,2.82e-09,-2.44e-06
0.43266,2.94e-09,-2.62e-06
0.43467,3.36e-09,-2.82e-06
0.43668,3.58e-09,-3.03e-06
0.43869,3.82e-09,-3.26e-06
0.4407,4.44e-09,-3.5e-06
0.44271,4.68e-09,-3.77e-06
0.44472,5.29e-09,-4.05e-06
0.44673,5.78e-09,-4.35e-06
0.44874,5.94e-09,-4.7e-06
0.45075,6.64e-09,-5.17e-06
0.45276,6.65e-09,-5.59e-06
0.45477,7.27e-09,-6.03e-06
0.45678,7.52e-09,-6.52e-06
0.45879,8.85e-09,-7.04e-06
0.4608,9.41e-09,-7.61e-06
0.46281,9.98e-09,-8.21e-06
0.46482,1.108e-08,-8.89e-06
0.46683,1.197e-08,-9.58e-06
0.46884,1.423e-08,-1.034e-05
0.47085,1.272e-08,-1.114e-05
0.47286,1.508e-08,-1.206e-05
0.47487,1.607e-08,-1.3e-05
0.47688,1.779e-08,-1.406e-05
0.47889,1.876e-08,-1.515e-05
0.4809,1.945e-08,-1.63e-05
0.48291,2.224e-08,-1.765e-05
0.48492,2.283e-08,-1.899e-05
0.48693,2.7e-08,-2.2e-05
0.48894,2.888e-08,-2.37e-05
0.49095,3.12e-08,-2.56e-05
0.49296,3.232e-08,-2.75e-05
0.49497,3.641e-08,-2.97e-05
0.49698,3.97e-08,-3.21e-05
0.49899,4.309e-08,-3.46e-05
0.50101,4.608e-08,-3.73e-05
0.50302,4.953e-08,-4.03e-05
0.50503,5.424e-08,-4.35e-05
0.50704,5.863e-08,-4.69e-05
