I_x(Ch1),I_z(Ch2)
1.5301674376267897e-07,-3.66e-07
1.6025783712413842e-07,-3.7400000000000004e-07
1.6784159516254818e-07,-3.8300000000000003e-07
1.7578423353415833e-07,-3.92e-07
1.8410273525621593e-07,-4.0000000000000003e-07
1.9281488702019513e-07,-4.1000000000000004e-07
2.0193931722345426e-07,-4.2200000000000005e-07
2.1149553580063408e-07,-4.32e-07
2.2150397593996613e-07,-4.42e-07
2.3198603777369233e-07,-4.52e-07
2.4296413413600741e-07,-4.6200000000000003e-07
2.544617384863764e-07,-4.73e-07
2.665034351006826e-07,-4.84e-07
2.7911497163753877e-07,-4.940000000000001e-07
2.9232331419214992e-07,-5.06e-07
3.0615670495544807e-07,-5.17e-07
3.2064472260178882e-07,-5.280000000000001e-07
3.3581834553432128e-07,-5.4e-07
3.5171001812327932e-07,-5.53e-07
3.6835372007880703e-07,-5.660000000000001e-07
3.8578503910666767e-07,-5.79e-07
4.0404124700217993e-07,-5.92e-07
4.2316137934508812e-07,-6.05e-07
4.4318631896577577e-07,-6.180000000000001e-07
4.6415888336127821e-07,-6.32e-07
4.8612391624802261e-07,-6.47e-07
5.0912838344704913e-07,-6.63e-07
5.3322147330672471e-07,-6.77e-07
5.5845470187769409e-07,-6.930000000000001e-07
5.8488202306493716e-07,-7.09e-07
6.1255994399247468e-07,-7.25e-07
6.4154764582737633e-07,-7.420000000000001e-07
6.7190711032144174e-07,-7.6e-07
7.0370325234111581e-07,-7.77e-07
7.3700405866900303e-07,-7.94e-07
7.7188073337379232e-07,-8.130000000000001e-07
8.0840785005940206e-07,-8.32e-07
8.4666351131890437e-07,-8.5e-07
8.8672951573414711e-07,-8.7e-07
9.2869153277818482e-07,-8.900000000000001e-07
9.7263928599448498e-07,-9.100000000000001e-07
1.0186667448445629e-06,-9.310000000000001e-07
1.0668723256342968e-06,-9.53e-07
1.1173591019485101e-06,-9.75e-07
1.1702350250437907e-06,-9.970000000000002e-07
1.2256131546707989e-06,-1.02e-06
1.283611900819576e-06,-1.044e-06
1.3443552769048173e-06,-1.0670000000000001e-06
1.4079731649323967e-06,-1.092e-06
1.474601593214192e-06,-1.117e-06
1.5443830272249818e-06,-1.1430000000000001e-06
1.6174666742233376e-06,-1.1690000000000002e-06
1.6940088022878721e-06,-1.196e-06
1.7741730744509583e-06,-1.224e-06
1.8581308986444497e-06,-1.2510000000000002e-06
1.9460617942055622e-06,-1.28e-06
2.0381537757266682e-06,-1.325e-06
2.1346037550697011e-06,-1.3550000000000002e-06
2.2356179624047784e-06,-1.3860000000000002e-06
2.3414123871733303e-06,-1.418e-06
2.4522132399185376e-06,-1.45e-06
2.5682574359706878e-06,-1.4850000000000002e-06
2.6897931020215225e-06,-1.5180000000000001e-06
2.8170801066708714e-06,-1.551e-06
2.9503906160799091e-06,-1.5860000000000001e-06
3.0900096759191579e-06,-1.622e-06
3.2362358208556053e-06,-1.658e-06
3.3893817128820335e-06,-1.697e-06
3.5497748098536168e-06,-1.7360000000000002e-06
3.717758065661061e-06,-1.777e-06
3.893690663537568e-06,-1.8170000000000001e-06
4.0779487840674894e-06,-1.858e-06
4.2709264095388591e-06,-1.898e-06
4.4730361663597208e-06,-1.94e-06
4.6847102073393804e-06,-1.985e-06
4.9064011357213101e-06,-2.12e-06
5.1385829729432024e-06,-2.16e-06
5.3817521721937008e-06,-2.21e-06
5.6364286799328385e-06,-2.26e-06
5.9031570476459933e-06,-2.31e-06
6.1825075962085722e-06,-2.36e-06
6.4750776353508998e-06,-2.42e-06
6.7814927408310881e-06,-2.47e-06
7.1024080920463751e-06,-2.53e-06
7.4385098729433688e-06,-2.58e-06
7.7905167392224072e-06,-2.64e-06
8.1591813549733083e-06,-2.7e-06
8.5452920020282212e-06,-2.7600000000000003e-06
8.9496742654724591e-06,-2.83e-06
9.373192798917727e-06,-2.89e-06
9.8167531733117353e-06,-2.96e-06
1.0281303813237812e-05,-3.0300000000000002e-06
1.0767838024844435e-05,-3.09e-06
1.1277396119740903e-05,-3.17e-06
1.1811067639400605e-05,-3.24e-06
1.2369993684827747e-05,-3.31e-06
1.2955369356469457e-05,-3.39e-06
1.3568446309589612e-05,-3.4700000000000002e-06
1.4210535430568909e-05,-3.55e-06
1.4883009639853311e-05,-3.63e-06
1.5587306827544276e-05,-3.71e-06
1.6324932927907624e-05,-3.8e-06
1.7097465139375156e-05,-3.89e-06
1.7906555296923757e-05,-3.98e-06
1.8753933404042987e-05,-4.07e-06
1.9641411331843434e-05,-4.17e-06
2.0570886693214974e-05,-4.2900000000000004e-06
2.1544346900318867e-05,-4.4e-06
2.2563873414089372e-05,-4.5e-06
2.3631646194831501e-05,-4.61e-06
2.4749948363430446e-05,-4.72e-06
2.5921171083140549e-05,-4.8200000000000004e-06
2.7147818672390661e-05,-4.94e-06
2.8432513959539416e-05,-5.05e-06
2.977800389102918e-05,-5.1700000000000005e-06
3.1187165404930358e-05,-5.29e-06
3.2663011582435215e-05,-5.41e-06
3.4208698090453372e-05,-5.54e-06
3.5827529929086318e-05,-5.67e-06
3.7522968498406369e-05,-5.81e-06
3.9298638999652158e-05,-5.95e-06
4.1158338186664871e-05,-6.08e-06
4.3106042484139616e-05,-6.22e-06
4.5145916490051103e-05,-6.37e-06
4.7282321880431948e-05,-6.53e-06
4.9519826735546421e-05,-6.69e-06
5.1863215307398004e-05,-6.86e-06
5.4317498249458329e-05,-7.0200000000000006e-06
5.6887923330489153e-05,-7.19e-06
5.9579986655366221e-05,-7.37e-06
6.2399444416898203e-05,-7.5500000000000006e-06
6.535232520376647e-05,-7.74e-06
6.8444942890905975e-05,-7.93e-06
7.1683910139885655e-05,-8.13e-06
7.5076152538158466e-05,-8.34e-06
7.8628923407411509e-05,-8.54e-06
8.2349819312680262e-05,-8.750000000000001e-06
8.6246796305389616e-05,-8.97e-06
9.0328186935049749e-05,-9.2e-06
9.4602718065986134e-05,-9.43e-06
9.9079529537194182e-05,-9.68e-06
0.0001037681937052218,-9.93e-06
0.00010867873591186356,-1.018e-05
0.00011382165592043307,-1.044e-05
0.0001192079503664454,-1.071e-05
0.00012484913627071786,-1.099e-05
0.00013075727566516196,-1.128e-05
0.00013694500138392414,-1.1580000000000001e-05
0.00014342554407501817,-1.189e-05
0.00015021276049021075,-1.22e-05
0.00015732116311364611,-1.253e-05
0.00016476595119256486,-1.287e-05
0.00017256304323646235,-1.322e-05
0.00018072911105418283,-1.358e-05
0.00018928161540172442,-1.395e-05
0.000198238843316975,-1.433e-05
0.00020761994722121404,-1.491e-05
0.0002174449858709829,-1.534e-05
0.00022773496724789105,-1.575e-05
0.0002385118934780594,-1.621e-05
0.00024979880787725562,-1.669e-05
0.00026161984422231043,-1.715e-05
0.00027400027835416241,-1.764e-05
0.00028696658222287911,-1.814e-05
0.00030054648049020595,-1.865e-05
0.00031476900981067718,-1.919e-05
0.00032966458091803521,-1.975e-05
0.00034526504364972303,-2.17e-05
0.00036160375504848115,-2.23e-05
0.00037871565068665718,-2.2899999999999998e-05
0.00039663731936574807,-2.3599999999999998e-05
0.00041540708135088649,-2.4299999999999998e-05
0.00043506507030756266,-2.4999999999999998e-05
0.00045565331911576597,-2.58e-05
0.00047721584974505044,-2.66e-05
0.00049979876738268938,-2.74e-05
0.00052345035901617493,-2.83e-05
0.00054822119668087135,-2.91e-05
0.00057416424559357103,-3.01e-05
0.00060133497740317849,-3.11e-05
0.00062979148880065706,-3.22e-05
0.00065959462574187314,-3.32e-05
0.0006908081135489438,-3.43e-05
0.00072349869316825645,-3.5499999999999996e-05
0.00075773626387653657,-3.67e-05
0.0007935940327400753,-3.7999999999999995e-05
0.00083114867114671121,-3.93e-05
0.00087048047874523668,-4.07e-05
0.00091167355514280043,-4.21e-05
0.00095481597972740199,-4.3599999999999996e-05
0.001,-4.52e-05
