I_x(Ch1),I_z(Ch2)
1e-08,-1.7000000000000001e-09
1.0473222288188955e-08,-1.3e-09
1.0968838509781765e-08,-1.6e-09
1.1487908395619171e-08,-1.1000000000000001e-09
1.2031541825367172e-08,-1.6e-09
1.2600901200671308e-08,-1.5e-09
1.3197203930613742e-08,-1.7000000000000001e-09
1.3821725034787873e-08,-1.6e-09
1.4475799869555961e-08,-1.3e-09
1.5160826983319592e-08,-1.4000000000000001e-09
1.5878271106907928e-08,-1.5e-09
1.6629666285477483e-08,-1.4000000000000001e-09
1.7416619158620717e-08,-1.3e-09
1.8240812395696488e-08,-1.5e-09
1.9104008293728182e-08,-1.5e-09
2.0008052545562066e-08,-1.5e-09
2.0954878186343637e-08,-1.5e-09
2.1946509726749825e-08,-1.5e-09
2.2985067481815196e-08,-1.5e-09
2.4072772104607408e-08,-1.3e-09
2.5211949334446712e-08,-1.3e-09
2.6405034969821799e-08,-1.3e-09
2.7654580076634641e-08,-1.2e-09
2.8963256442911614e-08,-1.3e-09
3.0333862291643364e-08,-1.2e-09
3.1769328263969378e-08,-1.3e-09
3.3272723685499533e-08,-1.9e-09
3.484726312917256e-08,-1.5e-09
3.6496313288683521e-08,-1.5e-09
3.8223400177176693e-08,-1.3e-09
4.0032216666597261e-08,-1.4000000000000001e-09
4.1926630383821489e-08,-1.4000000000000001e-09
4.3910691980449947e-08,-1.5e-09
4.5988643793944837e-08,-1.5e-09
4.8164928918632469e-08,-2e-09
5.0444200705965833e-08,-1.3e-09
5.2831332714359833e-08,-1.4000000000000001e-09
5.5331429129875968e-08,-1.5e-09
5.7949835680036342e-08,-1.6e-09
6.069215106410441e-08,-1.3e-09
6.3564238924270933e-08,-1.5e-09
6.6572240383344089e-08,-1.5e-09
6.9722587175751203e-08,-1.4000000000000001e-09
7.3022015399927485e-08,-1.5e-09
7.6477579921499769e-08,-1.4000000000000001e-09
8.0096669458060181e-08,-1.5e-09
8.3887022377785935e-08,-1.5e-09
8.785674324568332e-08,-1.5e-09
9.2014320152838309e-08,-1.4000000000000001e-09
