I_x(Ch1),I_z(Ch2)
9.6368642865726031e-08,-1.5e-09
1.0092902183438434e-07,-1.4000000000000001e-09
1.0570520810009836e-07,-1.2e-09
1.1070741414516018e-07,-1.5e-09
1.1594633572928544e-07,-1.3e-09
1.2143317475937917e-07,-1.3e-09
1.2717966324154717e-07,-1.4000000000000001e-09
1.3319808836657373e-07,-1.5e-09
1.3950131878249617e-07,-1.7000000000000001e-09
1.4610283211045915e-07,-1.5e-09
1.5301674376267897e-07,-1.7000000000000001e-09
1.6025783712413842e-07,-9e-10
1.6784159516254818e-07,-1.5e-09
1.7578423353415833e-07,-1.5e-09
1.8410273525621593e-07,-1.8e-09
1.9281488702019513e-07,-1.7000000000000001e-09
2.0193931722345426e-07,-1.3e-09
2.1149553580063408e-07,-1.6e-09
2.2150397593996613e-07,-1.1000000000000001e-09
2.3198603777369233e-07,-1.1000000000000001e-09
2.4296413413600741e-07,-9e-10
2.544617384863764e-07,-1.4000000000000001e-09
2.665034351006826e-07,-1.4000000000000001e-09
2.7911497163753877e-07,-2.5e-09
2.9232331419214992e-07,-2.3e-09
3.0615670495544807e-07,-1.9e-09
3.2064472260178882e-07,-2e-09
3.3581834553432128e-07,-1.8e-09
3.5171001812327932e-07,-1.8e-09
3.6835372007880703e-07,-1.9e-09
3.8578503910666767e-07,-2.1e-09
4.0404124700217993e-07,-1.8e-09
4.2316137934508812e-07,-2.2000000000000003e-09
4.4318631896577577e-07,-2.3e-09
4.6415888336127821e-07,-2.4e-09
4.8612391624802261e-07,-2.4e-09
5.0912838344704913e-07,-2.8000000000000003e-09
5.3322147330672471e-07,-2.8000000000000003e-09
5.5845470187769409e-07,-3.1e-09
5.8488202306493716e-07,-3.3e-09
6.1255994399247468e-07,-3.4000000000000003e-09
6.4154764582737633e-07,-4e-09
6.7190711032144174e-07,-4.1e-09
7.0370325234111581e-07,-4.5e-09
7.3700405866900303e-07,-4.9e-09
7.7188073337379232e-07,-5.1e-09
8.0840785005940206e-07,-5.5000000000000004e-09
8.4666351131890437e-07,-6.2e-09
8.8672951573414711e-07,-6.5e-09
9.2869153277818482e-07,-7.2e-09
9.7263928599448498e-07,-7.9e-09
1.0186667448445629e-06,-8.800000000000001e-09
1.0668723256342968e-06,-9.4e-09
1.1173591019485101e-06,-1.04e-08
1.1702350250437907e-06,-1.17e-08
1.2256131546707989e-06,-1.26e-08
1.283611900819576e-06,-1.3400000000000001e-08
1.3443552769048173e-06,-1.5000000000000002e-08
1.4079731649323967e-06,-1.6500000000000002e-08
1.474601593214192e-06,-1.82e-08
1.5443830272249818e-06,-2e-08
1.6174666742233376e-06,-2.18e-08
1.6940088022878721e-06,-2.38e-08
1.7741730744509583e-06,-2.64e-08
1.8581308986444497e-06,-2.92e-08
1.9460617942055622e-06,-3.18e-08
2.0381537757266682e-06,-3.68e-08
2.1346037550697011e-06,-4.0400000000000004e-08
2.2356179624047784e-06,-4.43e-08
2.3414123871733303e-06,-4.8500000000000004e-08
2.4522132399185376e-06,-5.35e-08
2.5682574359706878e-06,-5.8900000000000005e-08
2.6897931020215225e-06,-6.47e-08
2.8170801066708714e-06,-7.05e-08
2.9503906160799091e-06,-7.72e-08
3.0900096759191579e-06,-8.47e-08
3.2362358208556053e-06,-9.25e-08
3.3893817128820335e-06,-1.0210000000000001e-07
3.5497748098536168e-06,-1.121e-07
3.717758065661061e-06,-1.231e-07
3.893690663537568e-06,-1.35e-07
4.0779487840674894e-06,-1.476e-07
4.2709264095388591e-06,-1.611e-07
4.4730361663597208e-06,-1.7600000000000001e-07
4.6847102073393804e-06,-1.9330000000000002e-07
4.9064011357213101e-06,-2.2500000000000002e-07
5.1385829729432024e-06,-2.46e-07
5.3817521721937008e-06,-2.6900000000000004e-07
5.6364286799328385e-06,-2.94e-07
5.9031570476459933e-06,-3.22e-07
6.1825075962085722e-06,-3.54e-07
6.4750776353508998e-06,-3.8800000000000003e-07
6.7814927408310881e-06,-4.2400000000000004e-07
7.1024080920463751e-06,-4.64e-07
7.4385098729433688e-06,-5.110000000000001e-07
7.7905167392224072e-06,-5.6e-07
8.1591813549733083e-06,-6.110000000000001e-07
8.5452920020282212e-06,-6.7e-07
8.9496742654724591e-06,-7.350000000000001e-07
9.373192798917727e-06,-8.05e-07
9.8167531733117353e-06,-8.81e-07
1.0281303813237812e-05,-9.67e-07
1.0767838024844435e-05,-1.058e-06
1.1277396119740903e-05,-1.159e-06
1.1811067639400605e-05,-1.2700000000000001e-06
1.2369993684827747e-05,-1.39e-06
1.2955369356469457e-05,-1.522e-06
1.3568446309589612e-05,-1.664e-06
1.4210535430568909e-05,-1.821e-06
1.4883009639853311e-05,-1.992e-06
1.5587306827544276e-05,-2.29e-06
1.6324932927907624e-05,-2.5e-06
1.7097465139375156e-05,-2.73e-06
1.7906555296923757e-05,-2.99e-06
1.8753933404042987e-05,-3.27e-06
1.9641411331843434e-05,-3.58e-06
2.0570886693214974e-05,-4.0200000000000005e-06
2.1544346900318867e-05,-4.42e-06
2.2563873414089372e-05,-4.83e-06
2.3631646194831501e-05,-5.3e-06
2.4749948363430446e-05,-5.8e-06
2.5921171083140549e-05,-6.34e-06
2.7147818672390661e-05,-6.9300000000000006e-06
2.8432513959539416e-05,-7.58e-06
2.977800389102918e-05,-8.28e-06
3.1187165404930358e-05,-9.04e-06
3.2663011582435215e-05,-9.87e-06
3.4208698090453372e-05,-1.082e-05
3.5827529929086318e-05,-1.187e-05
3.7522968498406369e-05,-1.297e-05
3.9298638999652158e-05,-1.42e-05
4.1158338186664871e-05,-1.548e-05
4.3106042484139616e-05,-1.687e-05
4.5145916490051103e-05,-1.842e-05
4.7282321880431948e-05,-2.16e-05
4.9519826735546421e-05,-2.3599999999999998e-05
5.1863215307398004e-05,-2.58e-05
5.4317498249458329e-05,-2.81e-05
5.6887923330489153e-05,-3.0799999999999996e-05
5.9579986655366221e-05,-3.37e-05
6.2399444416898203e-05,-3.6899999999999996e-05
6.535232520376647e-05,-4.04e-05
6.8444942890905975e-05,-4.41e-05
7.1683910139885655e-05,-4.8299999999999995e-05
7.5076152538158466e-05,-5.29e-05
7.8628923407411509e-05,-5.79e-05
8.2349819312680262e-05,-6.31e-05
8.6246796305389616e-05,-6.91e-05
9.0328186935049749e-05,-7.57e-05
9.4602718065986134e-05,-8.269999999999999e-05
9.9079529537194182e-05,-9.059999999999999e-05
0.0001037681937052218,-9.92e-05
0.00010867873591186356,-0.00010839999999999999
0.00011382165592043307,-0.0001187
0.0001192079503664454,-0.00012979999999999998
0.00012484913627071786,-0.00014199999999999998
0.00013075727566516196,-0.0001552
0.00013694500138392414,-0.0001696
0.00014342554407501817,-0.00018539999999999998
0.00015021276049021075,-0.000212
0.00015732116311364611,-0.000232
0.00016476595119256486,-0.00025299999999999997
0.00017256304323646235,-0.000277
0.00018072911105418283,-0.000303
0.00018928161540172442,-0.00033099999999999997
0.000198238843316975,-0.00036199999999999996
0.00020761994722121404,-0.000412
0.0002174449858709829,-0.00045099999999999996
0.00022773496724789105,-0.0004919999999999999
0.0002385118934780594,-0.000539
0.00024979880787725562,-0.0005909999999999999
0.00026161984422231043,-0.0006439999999999999
0.00027400027835416241,-0.000703
0.00028696658222287911,-0.000767
0.00030054648049020595,-0.0008349999999999999
0.00031476900981067718,-0.0009119999999999999
0.00032966458091803521,-0.0009939999999999999
0.00034526504364972303,-0.001089
0.00036160375504848115,-0.001188
0.00037871565068665718,-0.001297
0.00039663731936574807,-0.001413
0.00041540708135088649,-0.001537
0.00043506507030756266,-0.0016699999999999998
0.00045565331911576597,-0.0018169999999999998
0.00047721584974505044,-0.00198
0.00049979876738268938,-0.0022800000000000003
0.00052345035901617493,-0.0024700000000000004
0.00054822119668087135,-0.00268
0.00057416424559357103,-0.0029200000000000003
0.00060133497740317849,-0.00318
0.00062979148880065706,-0.0034700000000000004
0.00065959462574187314,-0.0037700000000000003
0.0006908081135489438,-0.004090000000000001
0.00072349869316825645,-0.00444
0.00075773626387653657,-0.0048200000000000005
0.0007935940327400753,-0.005220000000000001
0.00083114867114671121,-0.00564
0.00087048047874523668,-0.006110000000000001
0.00091167355514280043,-0.00661
0.00095481597972740199,-0.0071400000000000005
0.001,-0.00772
