V_in(Ch1),I_b(Ch1),I_e(Ch2)
0.34999999999999998,7.2e-09,1.3900000000000001e-07
0.35213032581453629,5.6000000000000005e-09,1.5000000000000002e-07
0.35426065162907266,4.3000000000000005e-09,1.64e-07
0.35639097744360898,3e-09,1.77e-07
0.35852130325814535,2.5e-09,1.91e-07
0.36065162907268167,2.1e-09,2.0600000000000002e-07
0.36278195488721804,2e-09,2.2500000000000002e-07
0.36491228070175435,2.3e-09,2.43e-07
0.36704260651629073,1.5e-09,2.62e-07
0.36917293233082704,1.4000000000000001e-09,2.82e-07
0.37130325814536336,1.5e-09,3.11e-07
0.37343358395989973,1.7000000000000001e-09,3.35e-07
0.37556390977443604,1.6e-09,3.6200000000000004e-07
0.37769423558897242,1.8e-09,3.9e-07
0.37982456140350873,1.5e-09,4.2900000000000004e-07
0.3819548872180451,1.7000000000000001e-09,4.63e-07
0.38408521303258142,1.4000000000000001e-09,5.000000000000001e-07
0.38621553884711779,9e-10,5.380000000000001e-07
0.38834586466165411,1.5e-09,5.89e-07
0.39047619047619048,1.4000000000000001e-09,6.33e-07
0.39260651629072679,1.7000000000000001e-09,6.82e-07
0.39473684210526316,1.5e-09,7.33e-07
0.39686716791979948,1.8e-09,8.030000000000001e-07
0.3989974937343358,1.4000000000000001e-09,8.64e-07
0.40112781954887217,1.8e-09,9.29e-07
0.40325814536340848,1.5e-09,1.017e-06
0.40538847117794485,1.5e-09,1.094e-06
0.40751879699248117,2e-09,1.1770000000000001e-06
0.40964912280701754,2.1e-09,1.2650000000000002e-06
0.41177944862155386,2.7e-09,1.384e-06
0.41390977443609023,2.6e-09,1.489e-06
0.41604010025062654,1.8e-09,1.601e-06
0.41817042606516286,2.4e-09,1.72e-06
0.42030075187969923,2e-09,1.8800000000000002e-06
0.4224310776942356,3.3e-09,2.12e-06
0.42456140350877192,3.3e-09,2.27e-06
0.42669172932330823,3.5000000000000003e-09,2.44e-06
0.4288220551378446,3.7e-09,2.67e-06
0.43095238095238092,4.1e-09,2.87e-06
0.43308270676691729,4.3000000000000005e-09,3.09e-06
0.43521303258145361,4.5e-09,3.32e-06
0.43734335839598992,4.6e-09,3.63e-06
0.43947368421052629,5.5000000000000004e-09,3.91e-06
0.44160401002506267,5.9e-09,4.2000000000000004e-06
0.44373433583959898,6e-09,4.52e-06
0.4458646616541353,6.3e-09,4.95e-06
0.44799498746867167,6.9000000000000006e-09,5.32e-06
0.45012531328320798,7.500000000000001e-09,5.75e-06
0.45225563909774436,8.800000000000001e-09,6.33e-06
0.45438596491228067,9.1e-09,6.83e-06
0.45651629072681704,9.5e-09,7.3800000000000005e-06
0.45864661654135336,1e-08,7.97e-06
0.46077694235588973,1.08e-08,8.77e-06
0.46290726817042605,1.2e-08,9.460000000000001e-06
0.46503759398496236,1.3400000000000001e-08,1.023e-05
0.46716791979949873,1.3600000000000001e-08,1.1040000000000001e-05
0.4692982456140351,1.57e-08,1.215e-05
0.47142857142857142,1.7e-08,1.311e-05
0.47355889724310773,1.84e-08,1.416e-05
0.47568922305764405,1.99e-08,1.526e-05
0.47781954887218042,2.14e-08,1.677e-05
0.47994987468671679,2.27e-08,1.808e-05
0.48208020050125311,2.52e-08,1.95e-05
0.48421052631578942,2.7600000000000002e-08,2.26e-05
0.4863408521303258,3.01e-08,2.4699999999999997e-05
0.48847117794486217,3.27e-08,2.66e-05
0.49060150375939848,3.53e-08,2.87e-05
0.4927318295739348,3.79e-08,3.1e-05
0.49486215538847117,4.23e-08,3.4e-05
0.49699248120300754,4.53e-08,3.67e-05
0.49912280701754386,4.9300000000000005e-08,3.96e-05
0.50125313283208017,5.4400000000000004e-08,4.3599999999999996e-05
0.50338345864661649,5.87e-08,4.7e-05
0.5055137844611528,6.300000000000001e-08,5.07e-05
0.50764411027568923,6.82e-08,5.4699999999999995e-05
0.50977443609022555,7.57e-08,6.01e-05
0.51190476190476186,8.18e-08,6.489999999999999e-05
0.51403508771929829,8.750000000000001e-08,6.989999999999999e-05
0.5161654135338346,9.43e-08,7.52e-05
0.51829573934837092,1.036e-07,8.24e-05
0.52042606516290724,1.117e-07,8.86e-05
0.52255639097744355,1.202e-07,9.53e-05
0.52468671679197998,1.289e-07,0.0001025
0.52681704260651629,1.421e-07,0.00011229999999999999
0.52894736842105261,1.527e-07,0.00012069999999999999
0.53107769423558893,1.636e-07,0.00012979999999999998
0.53320802005012524,1.765e-07,0.0001394
0.53533834586466167,1.96e-07,0.0001561
0.53746867167919798,2.1e-07,0.000168
0.5395989974937343,2.26e-07,0.0001807
0.54172932330827073,2.44e-07,0.0001942
0.54385964912280693,2.7600000000000004e-07,0.000223
0.54598997493734336,2.98e-07,0.00023999999999999998
0.54812030075187967,3.2e-07,0.000258
0.55025062656641599,3.5200000000000003e-07,0.00028199999999999997
0.55238095238095242,3.8e-07,0.00030399999999999996
0.55451127819548873,4.11e-07,0.000327
0.55664160401002505,4.42e-07,0.000352
0.55877192982456136,4.86e-07,0.000386
0.56090225563909768,5.24e-07,0.000415
0.56303258145363411,5.65e-07,0.00044699999999999997
0.56516290726817042,6.09e-07,0.000481
0.56729323308270674,6.690000000000001e-07,0.000527
0.56942355889724305,7.210000000000001e-07,0.000567
0.57155388471177937,7.78e-07,0.00061
0.5736842105263158,8.39e-07,0.0006569999999999999
0.57581453634085211,9.22e-07,0.000721
0.57794486215538843,9.96e-07,0.0007779999999999999
0.58007518796992485,1.0760000000000002e-06,0.0008399999999999999
0.58220551378446117,1.162e-06,0.000906
0.58433583959899749,1.28e-06,0.000996
0.5864661654135338,1.381e-06,0.001075
0.58859649122807012,1.4930000000000001e-06,0.0011589999999999999
0.59072681704260654,1.6090000000000002e-06,0.001249
0.59285714285714286,1.771e-06,0.001372
0.59498746867167918,1.908e-06,0.001477
0.59711779448621549,2.08e-06,0.0016309999999999999
0.59924812030075181,2.24e-06,0.001759
0.60137844611528823,2.47e-06,0.0019329999999999998
0.60350877192982455,2.75e-06,0.0022
0.60563909774436087,2.97e-06,0.00237
0.60776942355889729,3.28e-06,0.0026000000000000003
0.6098997493734335,3.54e-06,0.0028100000000000004
0.61203007518796992,3.83e-06,0.00303
0.61416040100250624,4.15e-06,0.0032600000000000003
0.61629072681704256,4.57e-06,0.0035900000000000003
0.61842105263157898,4.94e-06,0.00387
0.6205513784461153,5.34e-06,0.0041800000000000006
0.62268170426065161,5.78e-06,0.00451
0.62481203007518793,6.36e-06,0.00495
0.62694235588972425,6.87e-06,0.0053300000000000005
0.62907268170426067,7.43e-06,0.00576
0.63120300751879699,8.02e-06,0.00621
0.6333333333333333,8.84e-06,0.00683
0.63546365914786973,9.54e-06,0.00736
0.63759398496240594,1.029e-05,0.007930000000000001
0.63972431077694236,1.112e-05,0.00855
0.64185463659147868,1.219e-05,0.00935
0.64398496240601499,1.31e-05,0.01004
0.64611528822055142,1.408e-05,0.010780000000000001
0.64824561403508763,1.515e-05,0.011580000000000002
0.65037593984962405,1.654e-05,0.012620000000000001
0.65250626566416037,1.777e-05,0.013540000000000002
0.65463659147869668,1.9070000000000002e-05,0.014520000000000002
0.65676691729323311,2.1e-05,0.01616
0.65889724310776943,2.2499999999999998e-05,0.01734
0.66102756892230574,2.42e-05,0.018580000000000003
0.66315789473684217,2.59e-05,0.01989
0.66528822055137837,2.8199999999999998e-05,0.02048
0.6674185463659148,3.0299999999999998e-05,0.02048
0.66954887218045112,3.24e-05,0.02048
0.67167919799498743,3.46e-05,0.02048
0.67380952380952386,3.73e-05,0.02048
0.67593984962406006,3.95e-05,0.02048
0.67807017543859649,4.1e-05,0.02048
0.68020050125313281,4.12e-05,0.02048
0.68233082706766912,4.12e-05,0.02048
0.68446115288220555,4.1099999999999996e-05,0.02048
0.68659147869674186,4.1099999999999996e-05,0.02048
0.68872180451127818,4.1099999999999996e-05,0.02048
0.6908521303258145,4.1099999999999996e-05,0.02048
0.69298245614035081,4.1099999999999996e-05,0.02048
0.69511278195488724,4.1e-05,0.02048
0.69724310776942355,4.1e-05,0.02048
0.69937343358395987,4.1e-05,0.02048
0.7015037593984963,4.1e-05,0.02048
0.7036340852130325,4.1e-05,0.02048
0.70576441102756893,4.1e-05,0.02048
0.70789473684210524,4.1e-05,0.02048
0.71002506265664156,4.1e-05,0.02048
0.71215538847117799,4.09e-05,0.02048
0.71428571428571419,4.09e-05,0.02048
0.71641604010025062,4.09e-05,0.02048
0.71854636591478693,4.09e-05,0.02048
0.72067669172932325,4.09e-05,0.02048
0.72280701754385968,4.09e-05,0.02048
0.72493734335839599,4.09e-05,0.02048
0.72706766917293231,4.09e-05,0.02048
0.72919799498746873,4.09e-05,0.02048
0.73132832080200494,4.09e-05,0.02048
0.73345864661654137,4.09e-05,0.02048
0.73558897243107768,4.09e-05,0.02048
0.737719298245614,4.09e-05,0.02048
0.73984962406015042,4.09e-05,0.02048
0.74197994987468663,4.09e-05,0.02048
0.74411027568922306,4.09e-05,0.02048
0.74624060150375937,4.09e-05,0.02048
0.74837092731829569,4.09e-05,0.02048
0.75050125313283211,4.09e-05,0.02048
0.75263157894736843,4.09e-05,0.02048
0.75476190476190474,4.09e-05,0.02048
0.75689223057644117,4.09e-05,0.02048
0.75902255639097738,4.09e-05,0.02048
0.7611528822055138,4.09e-05,0.02048
0.76328320802005012,4.09e-05,0.02048
0.76541353383458643,4.09e-05,0.02048
0.76754385964912286,4.09e-05,0.02048
0.76967418546365907,4.09e-05,0.02048
0.77180451127819549,4.09e-05,0.02048
0.77393483709273181,4.09e-05,0.02048
0.77606516290726812,4.09e-05,0.02048
0.77819548872180455,4.09e-05,0.02048
0.78032581453634087,4.09e-05,0.02048
0.78245614035087718,4.09e-05,0.02048
0.7845864661654135,4.09e-05,0.02048
0.78671679197994981,4.09e-05,0.02048
0.78884711779448624,4.09e-05,0.02048
0.79097744360902256,4.09e-05,0.02048
0.79310776942355887,4.09e-05,0.02048
0.7952380952380953,4.09e-05,0.02048
0.7973684210526315,4.09e-05,0.02048
0.79949874686716793,4.09e-05,0.02048
0.80162907268170425,4.09e-05,0.02048
0.80375939849624056,4.09e-05,0.02048
0.80588972431077699,4.09e-05,0.02048
0.80802005012531319,4.09e-05,0.02048
0.81015037593984962,4.09e-05,0.02048
0.81228070175438594,4.1e-05,0.02048
0.81441102756892225,4.1e-05,0.02048
0.81654135338345868,4.1e-05,0.02048
0.81867167919799499,4.1e-05,0.02048
0.82080200501253131,4.1e-05,0.02048
0.82293233082706774,4.1e-05,0.02048
0.82506265664160394,4.1e-05,0.02048
0.82719298245614037,4.1e-05,0.02048
0.82932330827067668,4.1e-05,0.02048
0.831453634085213,4.1e-05,0.02048
0.83358395989974943,4.1e-05,0.02048
0.83571428571428563,4.1e-05,0.02048
0.83784461152882206,4.1e-05,0.02048
0.83997493734335837,4.1e-05,0.02048
0.84210526315789469,4.1e-05,0.02048
0.84423558897243112,4.1e-05,0.02048
0.84636591478696743,4.1e-05,0.02048
0.84849624060150375,4.1e-05,0.02048
0.85062656641604006,4.1e-05,0.02048
0.85275689223057638,4.1099999999999996e-05,0.02048
0.85488721804511281,4.1099999999999996e-05,0.02048
0.85701754385964912,4.1099999999999996e-05,0.02048
0.85914786967418544,4.1099999999999996e-05,0.02048
0.86127819548872175,4.1099999999999996e-05,0.02048
0.86340852130325818,4.1099999999999996e-05,0.02048
