I_x(Ch1),I_z(Ch2)
2.665034351006826e-07,-1.464e-06
2.7911497163753877e-07,-1.497e-06
2.9232331419214992e-07,-1.534e-06
3.0615670495544807e-07,-1.5690000000000001e-06
3.2064472260178882e-07,-1.6060000000000002e-06
3.3581834553432128e-07,-1.6460000000000002e-06
3.5171001812327932e-07,-1.6850000000000002e-06
3.6835372007880703e-07,-1.7270000000000002e-06
3.8578503910666767e-07,-1.768e-06
4.0404124700217993e-07,-1.807e-06
4.2316137934508812e-07,-1.847e-06
4.4318631896577577e-07,-1.889e-06
4.6415888336127821e-07,-1.933e-06
4.8612391624802261e-07,-1.98e-06
5.0912838344704913e-07,-2.12e-06
5.3322147330672471e-07,-2.16e-06
5.5845470187769409e-07,-2.21e-06
5.8488202306493716e-07,-2.26e-06
6.1255994399247468e-07,-2.31e-06
6.4154764582737633e-07,-2.37e-06
6.7190711032144174e-07,-2.42e-06
7.0370325234111581e-07,-2.47e-06
7.3700405866900303e-07,-2.53e-06
7.7188073337379232e-07,-2.59e-06
8.0840785005940206e-07,-2.65e-06
8.4666351131890437e-07,-2.71e-06
8.8672951573414711e-07,-2.77e-06
9.2869153277818482e-07,-2.83e-06
9.7263928599448498e-07,-2.9e-06
1.0186667448445629e-06,-2.97e-06
1.0668723256342968e-06,-3.04e-06
1.1173591019485101e-06,-3.1e-06
1.1702350250437907e-06,-3.18e-06
1.2256131546707989e-06,-3.2500000000000002e-06
1.283611900819576e-06,-3.32e-06
1.3443552769048173e-06,-3.4e-06
1.4079731649323967e-06,-3.48e-06
1.474601593214192e-06,-3.55e-06
1.5443830272249818e-06,-3.64e-06
1.6174666742233376e-06,-3.72e-06
1.6940088022878721e-06,-3.81e-06
1.7741730744509583e-06,-3.9e-06
1.8581308986444497e-06,-3.99e-06
1.9460617942055622e-06,-4.08e-06
2.0381537757266682e-06,-4.22e-06
2.1346037550697011e-06,-4.32e-06
2.2356179624047784e-06,-4.41e-06
2.3414123871733303e-06,-4.51e-06
2.4522132399185376e-06,-4.62e-06
2.5682574359706878e-06,-4.7300000000000005e-06
2.6897931020215225e-06,-4.83e-06
2.8170801066708714e-06,-4.94e-06
2.9503906160799091e-06,-5.05e-06
3.0900096759191579e-06,-5.16e-06
3.2362358208556053e-06,-5.28e-06
3.3893817128820335e-06,-5.4e-06
3.5497748098536168e-06,-5.53e-06
3.717758065661061e-06,-5.66e-06
3.893690663537568e-06,-5.78e-06
4.0779487840674894e-06,-5.91e-06
4.2709264095388591e-06,-6.04e-06
4.4730361663597208e-06,-6.18e-06
4.6847102073393804e-06,-6.3200000000000005e-06
4.9064011357213101e-06,-6.47e-06
5.1385829729432024e-06,-6.62e-06
5.3817521721937008e-06,-6.77e-06
5.6364286799328385e-06,-6.92e-06
5.9031570476459933e-06,-7.08e-06
6.1825075962085722e-06,-7.25e-06
6.4750776353508998e-06,-7.42e-06
6.7814927408310881e-06,-7.59e-06
7.1024080920463751e-06,-7.76e-06
7.4385098729433688e-06,-7.94e-06
7.7905167392224072e-06,-8.13e-06
8.1591813549733083e-06,-8.31e-06
8.5452920020282212e-06,-8.5e-06
8.9496742654724591e-06,-8.7e-06
9.373192798917727e-06,-8.9e-06
9.8167531733117353e-06,-9.100000000000001e-06
1.0281303813237812e-05,-9.31e-06
1.0767838024844435e-05,-9.53e-06
1.1277396119740903e-05,-9.74e-06
1.1811067639400605e-05,-9.97e-06
1.2369993684827747e-05,-1.02e-05
1.2955369356469457e-05,-1.043e-05
1.3568446309589612e-05,-1.067e-05
1.4210535430568909e-05,-1.092e-05
1.4883009639853311e-05,-1.117e-05
1.5587306827544276e-05,-1.143e-05
1.6324932927907624e-05,-1.169e-05
1.7097465139375156e-05,-1.196e-05
1.7906555296923757e-05,-1.224e-05
1.8753933404042987e-05,-1.252e-05
1.9641411331843434e-05,-1.28e-05
2.0570886693214974e-05,-1.3180000000000001e-05
2.1544346900318867e-05,-1.349e-05
2.2563873414089372e-05,-1.38e-05
2.3631646194831501e-05,-1.413e-05
2.4749948363430446e-05,-1.445e-05
2.5921171083140549e-05,-1.478e-05
2.7147818672390661e-05,-1.5110000000000001e-05
2.8432513959539416e-05,-1.545e-05
2.977800389102918e-05,-1.58e-05
3.1187165404930358e-05,-1.615e-05
3.2663011582435215e-05,-1.651e-05
3.4208698090453372e-05,-1.689e-05
3.5827529929086318e-05,-1.729e-05
3.7522968498406369e-05,-1.768e-05
3.9298638999652158e-05,-1.809e-05
4.1158338186664871e-05,-1.849e-05
4.3106042484139616e-05,-1.8900000000000002e-05
4.5145916490051103e-05,-1.932e-05
4.7282321880431948e-05,-1.978e-05
4.9519826735546421e-05,-2.16e-05
5.1863215307398004e-05,-2.2e-05
5.4317498249458329e-05,-2.2499999999999998e-05
5.6887923330489153e-05,-2.3e-05
5.9579986655366221e-05,-2.35e-05
6.2399444416898203e-05,-2.4e-05
6.535232520376647e-05,-2.4599999999999998e-05
6.8444942890905975e-05,-2.51e-05
7.1683910139885655e-05,-2.5699999999999998e-05
7.5076152538158466e-05,-2.63e-05
7.8628923407411509e-05,-2.69e-05
8.2349819312680262e-05,-2.7499999999999998e-05
8.6246796305389616e-05,-2.81e-05
9.0328186935049749e-05,-2.87e-05
9.4602718065986134e-05,-2.9299999999999997e-05
9.9079529537194182e-05,-2.9999999999999997e-05
0.0001037681937052218,-3.07e-05
0.00010867873591186356,-3.14e-05
0.00011382165592043307,-3.21e-05
0.0001192079503664454,-3.29e-05
0.00012484913627071786,-3.36e-05
0.00013075727566516196,-3.4399999999999996e-05
0.00013694500138392414,-3.52e-05
0.00014342554407501817,-3.6e-05
0.00015021276049021075,-3.68e-05
0.00015732116311364611,-3.77e-05
0.00016476595119256486,-3.8599999999999996e-05
0.00017256304323646235,-3.95e-05
0.00018072911105418283,-4.04e-05
0.00018928161540172442,-4.13e-05
0.000198238843316975,-4.23e-05
0.00020761994722121404,-4.37e-05
0.0002174449858709829,-4.48e-05
0.00022773496724789105,-4.5799999999999995e-05
0.0002385118934780594,-4.6899999999999995e-05
0.00024979880787725562,-4.8e-05
0.00026161984422231043,-4.91e-05
0.00027400027835416241,-5.02e-05
0.00028696658222287911,-5.1399999999999996e-05
0.00030054648049020595,-5.2499999999999995e-05
0.00031476900981067718,-5.38e-05
0.00032966458091803521,-5.4999999999999995e-05
0.00034526504364972303,-5.6399999999999995e-05
0.00036160375504848115,-5.77e-05
0.00037871565068665718,-5.91e-05
0.00039663731936574807,-6.05e-05
0.00041540708135088649,-6.19e-05
0.00043506507030756266,-6.34e-05
0.00045565331911576597,-6.489999999999999e-05
0.00047721584974505044,-6.65e-05
0.00049979876738268938,-6.81e-05
0.00052345035901617493,-6.98e-05
0.00054822119668087135,-7.15e-05
0.00057416424559357103,-7.319999999999999e-05
0.00060133497740317849,-7.51e-05
0.00062979148880065706,-7.7e-05
0.00065959462574187314,-7.89e-05
0.0006908081135489438,-8.08e-05
0.00072349869316825645,-8.29e-05
0.00075773626387653657,-8.499999999999999e-05
0.0007935940327400753,-8.709999999999999e-05
0.00083114867114671121,-8.92e-05
0.00087048047874523668,-9.15e-05
0.00091167355514280043,-9.389999999999999e-05
0.00095481597972740199,-9.63e-05
0.001,-9.879999999999999e-05
