I_y(Ch1),I_z(Ch2)
-1.6025783712413842e-07,-0.0012079999999999999
-1.6784159516254818e-07,-0.001205
-1.7578423353415833e-07,-0.001202
-1.8410273525621593e-07,-0.0012
-1.9281488702019513e-07,-0.001197
-2.0193931722345426e-07,-0.001194
-2.1149553580063408e-07,-0.0011899999999999999
-2.2150397593996613e-07,-0.001187
-2.3198603777369233e-07,-0.001183
-2.4296413413600741e-07,-0.001179
-2.544617384863764e-07,-0.001175
-2.665034351006826e-07,-0.001171
-2.7911497163753877e-07,-0.0011669999999999999
-2.9232331419214992e-07,-0.001162
-3.0615670495544807e-07,-0.001157
-3.2064472260178882e-07,-0.001152
-3.3581834553432128e-07,-0.001147
-3.5171001812327932e-07,-0.001142
-3.6835372007880703e-07,-0.0011359999999999999
-3.8578503910666767e-07,-0.00113
-4.0404124700217993e-07,-0.001124
-4.2316137934508812e-07,-0.0011179999999999999
-4.4318631896577577e-07,-0.001112
-4.6415888336127821e-07,-0.0011049999999999999
-4.8612391624802261e-07,-0.001098
-5.0912838344704913e-07,-0.00109
-5.3322147330672471e-07,-0.001083
-5.5845470187769409e-07,-0.001075
-5.8488202306493716e-07,-0.0010659999999999999
-6.1255994399247468e-07,-0.001058
-6.4154764582737633e-07,-0.001049
-6.7190711032144174e-07,-0.00104
-7.0370325234111581e-07,-0.0010299999999999999
-7.3700405866900303e-07,-0.001021
-7.7188073337379232e-07,-0.00101
-8.0840785005940206e-07,-0.001
-8.4666351131890437e-07,-0.0009889999999999999
-8.8672951573414711e-07,-0.000978
-9.2869153277818482e-07,-0.000966
-9.7263928599448498e-07,-0.000954
-1.0186667448445629e-06,-0.0009419999999999999
-1.0668723256342968e-06,-0.0009289999999999999
-1.1173591019485101e-06,-0.0009159999999999999
-1.1702350250437907e-06,-0.0009029999999999999
-1.2256131546707989e-06,-0.0008889999999999999
-1.283611900819576e-06,-0.0008749999999999999
-1.3443552769048173e-06,-0.000861
-1.4079731649323967e-06,-0.000846
-1.474601593214192e-06,-0.0008309999999999999
-1.5443830272249818e-06,-0.000816
-1.6174666742233376e-06,-0.0007999999999999999
-1.6940088022878721e-06,-0.000784
-1.7741730744509583e-06,-0.000768
-1.8581308986444497e-06,-0.0007509999999999999
-1.9460617942055622e-06,-0.000735
-2.0381537757266682e-06,-0.000717
-2.1346037550697011e-06,-0.0007
-2.2356179624047784e-06,-0.0006839999999999999
-2.3414123871733303e-06,-0.000667
-2.4522132399185376e-06,-0.000649
-2.5682574359706878e-06,-0.0006309999999999999
-2.6897931020215225e-06,-0.0006129999999999999
-2.8170801066708714e-06,-0.000596
-2.9503906160799091e-06,-0.000578
-3.0900096759191579e-06,-0.00056
-3.2362358208556053e-06,-0.000543
-3.3893817128820335e-06,-0.000526
-3.5497748098536168e-06,-0.000509
-3.717758065661061e-06,-0.0004919999999999999
-3.893690663537568e-06,-0.00047599999999999997
-4.0779487840674894e-06,-0.000459
-4.2709264095388591e-06,-0.000443
-4.4730361663597208e-06,-0.00042699999999999997
-4.6847102073393804e-06,-0.000412
-4.9064011357213101e-06,-0.000397
-5.1385829729432024e-06,-0.000383
-5.3817521721937008e-06,-0.000368
-5.6364286799328385e-06,-0.000354
-5.9031570476459933e-06,-0.00033999999999999997
-6.1825075962085722e-06,-0.000327
-6.4750776353508998e-06,-0.000314
-6.7814927408310881e-06,-0.00030199999999999997
-7.1024080920463751e-06,-0.00029
-7.4385098729433688e-06,-0.000278
-7.7905167392224072e-06,-0.000267
-8.1591813549733083e-06,-0.000256
-8.5452920020282212e-06,-0.00024599999999999996
-8.9496742654724591e-06,-0.000236
-9.373192798917727e-06,-0.000226
-9.8167531733117353e-06,-0.000217
-1.0281303813237812e-05,-0.000208
-1.0767838024844435e-05,-0.00019899999999999999
-1.1277396119740903e-05,-0.00019099999999999998
-1.1811067639400605e-05,-0.000183
-1.2369993684827747e-05,-0.000175
-1.2955369356469457e-05,-0.000168
-1.3568446309589612e-05,-0.00015999999999999999
-1.4210535430568909e-05,-0.000154
-1.4883009639853311e-05,-0.000147
-1.5587306827544276e-05,-0.00014099999999999998
-1.6324932927907624e-05,-0.000135
-1.7097465139375156e-05,-0.000129
-1.7906555296923757e-05,-0.000124
-1.8753933404042987e-05,-0.00011899999999999999
-1.9641411331843434e-05,-0.00011399999999999999
-2.0570886693214974e-05,-0.00010999999999999999
-2.1544346900318867e-05,-0.00010499999999999999
-2.2563873414089372e-05,-0.000101
-2.3631646194831501e-05,-9.08e-05
-2.4749948363430446e-05,-8.7e-05
-2.5921171083140549e-05,-8.319999999999999e-05
-2.7147818672390661e-05,-7.939999999999999e-05
-2.8432513959539416e-05,-7.57e-05
-2.977800389102918e-05,-7.23e-05
-3.1187165404930358e-05,-6.91e-05
-3.2663011582435215e-05,-6.61e-05
-3.4208698090453372e-05,-6.319999999999999e-05
-3.5827529929086318e-05,-6.04e-05
-3.7522968498406369e-05,-5.7799999999999995e-05
-3.9298638999652158e-05,-5.52e-05
-4.1158338186664871e-05,-5.27e-05
-4.3106042484139616e-05,-5.04e-05
-4.5145916490051103e-05,-4.81e-05
-4.7282321880431948e-05,-4.6e-05
-4.9519826735546421e-05,-4.4e-05
-5.1863215307398004e-05,-4.21e-05
-5.4317498249458329e-05,-4.02e-05
-5.6887923330489153e-05,-3.84e-05
-5.9579986655366221e-05,-3.67e-05
-6.2399444416898203e-05,-3.51e-05
-6.535232520376647e-05,-3.36e-05
-6.8444942890905975e-05,-3.21e-05
-7.1683910139885655e-05,-3.07e-05
-7.5076152538158466e-05,-2.9299999999999997e-05
-7.8628923407411509e-05,-2.8e-05
-8.2349819312680262e-05,-2.6799999999999998e-05
-8.6246796305389616e-05,-2.5699999999999998e-05
-9.0328186935049749e-05,-2.45e-05
-9.4602718065986134e-05,-2.35e-05
-9.9079529537194182e-05,-2.24e-05
-0.0001037681937052218,-2.1499999999999997e-05
-0.00010867873591186356,-2.05e-05
-0.00011382165592043307,-1.96e-05
-0.0001192079503664454,-1.88e-05
-0.00012484913627071786,-1.8e-05
-0.00013075727566516196,-1.7199999999999998e-05
-0.00013694500138392414,-1.6499999999999998e-05
-0.00014342554407501817,-1.57e-05
-0.00015021276049021075,-1.51e-05
-0.00015732116311364611,-1.44e-05
-0.00016476595119256486,-1.38e-05
-0.00017256304323646235,-1.3199999999999999e-05
-0.00018072911105418283,-1.26e-05
-0.00018928161540172442,-1.21e-05
-0.000198238843316975,-1.1599999999999999e-05
-0.00020761994722121404,-1.1099999999999999e-05
-0.0002174449858709829,-1.07e-05
-0.00022773496724789105,-1.0199999999999999e-05
-0.0002385118934780594,-8.86e-06
-0.00024979880787725562,-8.46e-06
-0.00026161984422231043,-8.08e-06
-0.00027400027835416241,-7.7e-06
-0.00028696658222287911,-7.35e-06
-0.00030054648049020595,-7.01e-06
-0.00031476900981067718,-6.68e-06
-0.00032966458091803521,-6.38e-06
-0.00034526504364972303,-6.09e-06
-0.00036160375504848115,-5.82e-06
-0.00037871565068665718,-5.56e-06
-0.00039663731936574807,-5.3e-06
-0.00041540708135088649,-5.06e-06
-0.00043506507030756266,-4.8200000000000004e-06
-0.00045565331911576597,-4.61e-06
-0.00047721584974505044,-4.4e-06
-0.00049979876738268938,-4.2000000000000004e-06
-0.00052345035901617493,-4.01e-06
-0.00054822119668087135,-3.82e-06
-0.00057416424559357103,-3.64e-06
-0.00060133497740317849,-3.4700000000000002e-06
-0.00062979148880065706,-3.32e-06
-0.00065959462574187314,-3.17e-06
-0.0006908081135489438,-3.02e-06
-0.00072349869316825645,-2.88e-06
-0.00075773626387653657,-2.75e-06
-0.0007935940327400753,-2.62e-06
-0.00083114867114671121,-2.5e-06
-0.00087048047874523668,-2.39e-06
-0.00091167355514280043,-2.28e-06
-0.00095481597972740199,-2.17e-06
-0.001,-2.07e-06
