I_y(Ch1),I_z(Ch2)
-8.9496742654724591e-06,-5.7000000000000005e-06
-9.373192798917727e-06,-5.83e-06
-9.8167531733117353e-06,-5.9700000000000004e-06
-1.0281303813237812e-05,-6.1e-06
-1.0767838024844435e-05,-6.25e-06
-1.1277396119740903e-05,-6.38e-06
-1.1811067639400605e-05,-6.53e-06
-1.2369993684827747e-05,-6.68e-06
-1.2955369356469457e-05,-6.83e-06
-1.3568446309589612e-05,-6.99e-06
-1.4210535430568909e-05,-7.15e-06
-1.4883009639853311e-05,-7.31e-06
-1.5587306827544276e-05,-7.48e-06
-1.6324932927907624e-05,-7.65e-06
-1.7097465139375156e-05,-7.83e-06
-1.7906555296923757e-05,-8.01e-06
-1.8753933404042987e-05,-8.19e-06
-1.9641411331843434e-05,-8.38e-06
-2.0570886693214974e-05,-8.53e-06
-2.1544346900318867e-05,-8.740000000000001e-06
-2.2563873414089372e-05,-8.930000000000001e-06
-2.3631646194831501e-05,-9.14e-06
-2.4749948363430446e-05,-9.34e-06
-2.5921171083140549e-05,-9.55e-06
-2.7147818672390661e-05,-9.78e-06
-2.8432513959539416e-05,-1.002e-05
-2.977800389102918e-05,-1.025e-05
-3.1187165404930358e-05,-1.049e-05
-3.2663011582435215e-05,-1.073e-05
-3.4208698090453372e-05,-1.097e-05
-3.5827529929086318e-05,-1.1220000000000001e-05
-3.7522968498406369e-05,-1.147e-05
-3.9298638999652158e-05,-1.173e-05
-4.1158338186664871e-05,-1.201e-05
-4.3106042484139616e-05,-1.2290000000000001e-05
-4.5145916490051103e-05,-1.257e-05
-4.7282321880431948e-05,-1.285e-05
-4.9519826735546421e-05,-1.313e-05
-5.1863215307398004e-05,-1.343e-05
-5.4317498249458329e-05,-1.374e-05
-5.6887923330489153e-05,-1.4060000000000001e-05
-5.9579986655366221e-05,-1.4390000000000001e-05
-6.2399444416898203e-05,-1.47e-05
-6.535232520376647e-05,-1.503e-05
-6.8444942890905975e-05,-1.537e-05
-7.1683910139885655e-05,-1.573e-05
-7.5076152538158466e-05,-1.6080000000000002e-05
-7.8628923407411509e-05,-1.6440000000000002e-05
-8.2349819312680262e-05,-1.681e-05
-8.6246796305389616e-05,-1.718e-05
-9.0328186935049749e-05,-1.756e-05
-9.4602718065986134e-05,-1.795e-05
-9.9079529537194182e-05,-1.835e-05
-0.0001037681937052218,-1.876e-05
-0.00010867873591186356,-1.918e-05
-0.00011382165592043307,-1.948e-05
-0.0001192079503664454,-2.13e-05
-0.00012484913627071786,-2.16e-05
-0.00013075727566516196,-2.21e-05
-0.00013694500138392414,-2.26e-05
-0.00014342554407501817,-2.31e-05
-0.00015021276049021075,-2.3599999999999998e-05
-0.00015732116311364611,-2.41e-05
-0.00016476595119256486,-2.4599999999999998e-05
-0.00017256304323646235,-2.51e-05
-0.00018072911105418283,-2.56e-05
-0.00018928161540172442,-2.62e-05
-0.000198238843316975,-2.67e-05
-0.00020761994722121404,-2.73e-05
-0.0002174449858709829,-2.7899999999999997e-05
-0.00022773496724789105,-2.84e-05
-0.0002385118934780594,-2.9e-05
-0.00024979880787725562,-2.97e-05
-0.00026161984422231043,-3.0299999999999998e-05
-0.00027400027835416241,-3.09e-05
-0.00028696658222287911,-3.1599999999999996e-05
-0.00030054648049020595,-3.23e-05
-0.00031476900981067718,-3.2999999999999996e-05
-0.00032966458091803521,-3.36e-05
-0.00034526504364972303,-3.43e-05
-0.00036160375504848115,-3.5e-05
-0.00037871565068665718,-3.57e-05
-0.00039663731936574807,-3.64e-05
-0.00041540708135088649,-3.71e-05
-0.00043506507030756266,-3.79e-05
-0.00045565331911576597,-3.8599999999999996e-05
-0.00047721584974505044,-3.9399999999999995e-05
-0.00049979876738268938,-4.01e-05
-0.00052345035901617493,-4.09e-05
-0.00054822119668087135,-4.1599999999999995e-05
-0.00057416424559357103,-4.24e-05
-0.00060133497740317849,-4.32e-05
-0.00062979148880065706,-4.4e-05
-0.00065959462574187314,-4.48e-05
-0.0006908081135489438,-4.5499999999999995e-05
-0.00072349869316825645,-4.63e-05
-0.00075773626387653657,-4.71e-05
-0.0007935940327400753,-4.79e-05
-0.00083114867114671121,-4.87e-05
-0.00087048047874523668,-4.9399999999999995e-05
-0.00091167355514280043,-5.01e-05
-0.00095481597972740199,-5.09e-05
-0.001,-5.16e-05
