I_x(Ch1),I_z(Ch2)
5.5845470187769409e-07,-5.94e-06
5.8488202306493716e-07,-6.12e-06
6.1255994399247468e-07,-6.31e-06
6.4154764582737633e-07,-6.5000000000000004e-06
6.7190711032144174e-07,-6.69e-06
7.0370325234111581e-07,-6.88e-06
7.3700405866900303e-07,-7.08e-06
7.7188073337379232e-07,-7.2900000000000005e-06
8.0840785005940206e-07,-7.49e-06
8.4666351131890437e-07,-7.690000000000001e-06
8.8672951573414711e-07,-7.91e-06
9.2869153277818482e-07,-8.12e-06
9.7263928599448498e-07,-8.34e-06
1.0186667448445629e-06,-8.570000000000001e-06
1.0668723256342968e-06,-8.8e-06
1.1173591019485101e-06,-9.03e-06
1.1702350250437907e-06,-9.270000000000001e-06
1.2256131546707989e-06,-9.51e-06
1.283611900819576e-06,-9.76e-06
1.3443552769048173e-06,-1.001e-05
1.4079731649323967e-06,-1.027e-05
1.474601593214192e-06,-1.053e-05
1.5443830272249818e-06,-1.08e-05
1.6174666742233376e-06,-1.107e-05
1.6940088022878721e-06,-1.136e-05
1.7741730744509583e-06,-1.164e-05
1.8581308986444497e-06,-1.1930000000000001e-05
1.9460617942055622e-06,-1.223e-05
2.0381537757266682e-06,-1.269e-05
2.1346037550697011e-06,-1.3000000000000001e-05
2.2356179624047784e-06,-1.331e-05
2.3414123871733303e-06,-1.364e-05
2.4522132399185376e-06,-1.397e-05
2.5682574359706878e-06,-1.433e-05
2.6897931020215225e-06,-1.466e-05
2.8170801066708714e-06,-1.499e-05
2.9503906160799091e-06,-1.535e-05
3.0900096759191579e-06,-1.571e-05
3.2362358208556053e-06,-1.6080000000000002e-05
3.3893817128820335e-06,-1.647e-05
3.5497748098536168e-06,-1.687e-05
3.717758065661061e-06,-1.728e-05
3.893690663537568e-06,-1.7690000000000002e-05
4.0779487840674894e-06,-1.809e-05
4.2709264095388591e-06,-1.85e-05
4.4730361663597208e-06,-1.8920000000000002e-05
4.6847102073393804e-06,-1.937e-05
4.9064011357213101e-06,-1.983e-05
5.1385829729432024e-06,-2.17e-05
5.3817521721937008e-06,-2.21e-05
5.6364286799328385e-06,-2.26e-05
5.9031570476459933e-06,-2.31e-05
6.1825075962085722e-06,-2.3599999999999998e-05
6.4750776353508998e-06,-2.42e-05
6.7814927408310881e-06,-2.4699999999999997e-05
7.1024080920463751e-06,-2.52e-05
7.4385098729433688e-06,-2.58e-05
7.7905167392224072e-06,-2.6399999999999998e-05
8.1591813549733083e-06,-2.7e-05
8.5452920020282212e-06,-2.76e-05
8.9496742654724591e-06,-2.83e-05
9.373192798917727e-06,-2.8899999999999998e-05
9.8167531733117353e-06,-2.95e-05
1.0281303813237812e-05,-3.0299999999999998e-05
1.0767838024844435e-05,-3.09e-05
1.1277396119740903e-05,-3.1599999999999996e-05
1.1811067639400605e-05,-3.24e-05
1.2369993684827747e-05,-3.31e-05
1.2955369356469457e-05,-3.39e-05
1.3568446309589612e-05,-3.46e-05
1.4210535430568909e-05,-3.54e-05
1.4883009639853311e-05,-3.62e-05
1.5587306827544276e-05,-3.71e-05
1.6324932927907624e-05,-3.79e-05
1.7097465139375156e-05,-3.88e-05
1.7906555296923757e-05,-3.9699999999999996e-05
1.8753933404042987e-05,-4.06e-05
1.9641411331843434e-05,-4.15e-05
2.0570886693214974e-05,-4.27e-05
2.1544346900318867e-05,-4.37e-05
2.2563873414089372e-05,-4.4699999999999996e-05
2.3631646194831501e-05,-4.5799999999999995e-05
2.4749948363430446e-05,-4.68e-05
2.5921171083140549e-05,-4.79e-05
2.7147818672390661e-05,-4.9e-05
2.8432513959539416e-05,-4.9999999999999996e-05
2.977800389102918e-05,-5.12e-05
3.1187165404930358e-05,-5.23e-05
3.2663011582435215e-05,-5.35e-05
3.4208698090453372e-05,-5.4699999999999995e-05
3.5827529929086318e-05,-5.6e-05
3.7522968498406369e-05,-5.7199999999999994e-05
3.9298638999652158e-05,-5.85e-05
4.1158338186664871e-05,-5.98e-05
4.3106042484139616e-05,-6.11e-05
4.5145916490051103e-05,-6.25e-05
4.7282321880431948e-05,-6.4e-05
4.9519826735546421e-05,-6.549999999999999e-05
5.1863215307398004e-05,-6.7e-05
5.4317498249458329e-05,-6.85e-05
5.6887923330489153e-05,-7e-05
5.9579986655366221e-05,-7.17e-05
6.2399444416898203e-05,-7.329999999999999e-05
6.535232520376647e-05,-7.51e-05
6.8444942890905975e-05,-7.68e-05
7.1683910139885655e-05,-7.85e-05
7.5076152538158466e-05,-8.03e-05
7.8628923407411509e-05,-8.219999999999999e-05
8.2349819312680262e-05,-8.4e-05
8.6246796305389616e-05,-8.599999999999999e-05
9.0328186935049749e-05,-8.8e-05
9.4602718065986134e-05,-8.989999999999999e-05
9.9079529537194182e-05,-9.2e-05
0.0001037681937052218,-9.41e-05
0.00010867873591186356,-9.63e-05
0.00011382165592043307,-9.85e-05
0.0001192079503664454,-0.0001008
0.00012484913627071786,-0.0001031
0.00013075727566516196,-0.00010549999999999999
0.00013694500138392414,-0.0001079
0.00014342554407501817,-0.0001104
0.00015021276049021075,-0.00011289999999999999
0.00015732116311364611,-0.00011549999999999999
0.00016476595119256486,-0.0001182
0.00017256304323646235,-0.0001209
0.00018072911105418283,-0.0001237
0.00018928161540172442,-0.00012649999999999998
0.000198238843316975,-0.0001294
0.00020761994722121404,-0.0001337
0.0002174449858709829,-0.0001369
0.00022773496724789105,-0.00013989999999999999
0.0002385118934780594,-0.00014319999999999998
0.00024979880787725562,-0.00014659999999999999
0.00026161984422231043,-0.00014989999999999998
0.00027400027835416241,-0.00015319999999999998
0.00028696658222287911,-0.0001567
0.00030054648049020595,-0.0001602
0.00031476900981067718,-0.0001638
0.00032966458091803521,-0.0001675
0.00034526504364972303,-0.0001715
0.00036160375504848115,-0.00017539999999999998
0.00037871565068665718,-0.0001794
0.00039663731936574807,-0.0001835
0.00041540708135088649,-0.0001875
0.00043506507030756266,-0.0001917
0.00045565331911576597,-0.000196
0.00047721584974505044,-0.00020899999999999998
0.00049979876738268938,-0.000213
0.00052345035901617493,-0.00021799999999999999
0.00054822119668087135,-0.000223
0.00057416424559357103,-0.00022799999999999999
0.00060133497740317849,-0.000234
0.00062979148880065706,-0.00023899999999999998
0.00065959462574187314,-0.000244
0.0006908081135489438,-0.00025
0.00072349869316825645,-0.000256
0.00075773626387653657,-0.00026199999999999997
0.0007935940327400753,-0.000268
0.00083114867114671121,-0.000274
0.00087048047874523668,-0.00028
0.00091167355514280043,-0.000287
0.00095481597972740199,-0.00029299999999999997
0.001,-0.0003
