I_y(Ch1),I_z(Ch2)
-7.7188073337379232e-07,-5.51e-06
-8.0840785005940206e-07,-5.63e-06
-8.4666351131890437e-07,-5.75e-06
-8.8672951573414711e-07,-5.87e-06
-9.2869153277818482e-07,-6e-06
-9.7263928599448498e-07,-6.13e-06
-1.0186667448445629e-06,-6.26e-06
-1.0668723256342968e-06,-6.4e-06
-1.1173591019485101e-06,-6.54e-06
-1.1702350250437907e-06,-6.68e-06
-1.2256131546707989e-06,-6.82e-06
-1.283611900819576e-06,-6.97e-06
-1.3443552769048173e-06,-7.13e-06
-1.4079731649323967e-06,-7.28e-06
-1.474601593214192e-06,-7.44e-06
-1.5443830272249818e-06,-7.61e-06
-1.6174666742233376e-06,-7.78e-06
-1.6940088022878721e-06,-7.95e-06
-1.7741730744509583e-06,-8.13e-06
-1.8581308986444497e-06,-8.31e-06
-1.9460617942055622e-06,-8.49e-06
-2.0381537757266682e-06,-8.69e-06
-2.1346037550697011e-06,-8.88e-06
-2.2356179624047784e-06,-9.08e-06
-2.3414123871733303e-06,-9.270000000000001e-06
-2.4522132399185376e-06,-9.48e-06
-2.5682574359706878e-06,-9.7e-06
-2.6897931020215225e-06,-9.92e-06
-2.8170801066708714e-06,-1.015e-05
-2.9503906160799091e-06,-1.039e-05
-3.0900096759191579e-06,-1.062e-05
-3.2362358208556053e-06,-1.0870000000000001e-05
-3.3893817128820335e-06,-1.112e-05
-3.5497748098536168e-06,-1.136e-05
-3.717758065661061e-06,-1.162e-05
-3.893690663537568e-06,-1.188e-05
-4.0779487840674894e-06,-1.216e-05
-4.2709264095388591e-06,-1.243e-05
-4.4730361663597208e-06,-1.273e-05
-4.6847102073393804e-06,-1.301e-05
-4.9064011357213101e-06,-1.33e-05
-5.1385829729432024e-06,-1.36e-05
-5.3817521721937008e-06,-1.391e-05
-5.6364286799328385e-06,-1.4240000000000001e-05
-5.9031570476459933e-06,-1.4570000000000001e-05
-6.1825075962085722e-06,-1.489e-05
-6.4750776353508998e-06,-1.522e-05
-6.7814927408310881e-06,-1.5570000000000002e-05
-7.1024080920463751e-06,-1.593e-05
-7.4385098729433688e-06,-1.629e-05
-7.7905167392224072e-06,-1.666e-05
-8.1591813549733083e-06,-1.705e-05
-8.5452920020282212e-06,-1.743e-05
-8.9496742654724591e-06,-1.782e-05
-9.373192798917727e-06,-1.823e-05
-9.8167531733117353e-06,-1.865e-05
-1.0281303813237812e-05,-1.9070000000000002e-05
-1.0767838024844435e-05,-1.951e-05
-1.1277396119740903e-05,-1.994e-05
-1.1811067639400605e-05,-2.17e-05
-1.2369993684827747e-05,-2.2e-05
-1.2955369356469457e-05,-2.2499999999999998e-05
-1.3568446309589612e-05,-2.3e-05
-1.4210535430568909e-05,-2.35e-05
-1.4883009639853311e-05,-2.41e-05
-1.5587306827544276e-05,-2.4599999999999998e-05
-1.6324932927907624e-05,-2.52e-05
-1.7097465139375156e-05,-2.5699999999999998e-05
-1.7906555296923757e-05,-2.63e-05
-1.8753933404042987e-05,-2.69e-05
-1.9641411331843434e-05,-2.7499999999999998e-05
-2.0570886693214974e-05,-2.8e-05
-2.1544346900318867e-05,-2.8599999999999997e-05
-2.2563873414089372e-05,-2.9299999999999997e-05
-2.3631646194831501e-05,-2.99e-05
-2.4749948363430446e-05,-3.06e-05
-2.5921171083140549e-05,-3.13e-05
-2.7147818672390661e-05,-3.2e-05
-2.8432513959539416e-05,-3.28e-05
-2.977800389102918e-05,-3.36e-05
-3.1187165404930358e-05,-3.43e-05
-3.2663011582435215e-05,-3.51e-05
-3.4208698090453372e-05,-3.59e-05
-3.5827529929086318e-05,-3.67e-05
-3.7522968498406369e-05,-3.75e-05
-3.9298638999652158e-05,-3.84e-05
-4.1158338186664871e-05,-3.93e-05
-4.3106042484139616e-05,-4.02e-05
-4.5145916490051103e-05,-4.1099999999999996e-05
-4.7282321880431948e-05,-4.2e-05
-4.9519826735546421e-05,-4.2999999999999995e-05
-5.1863215307398004e-05,-4.3899999999999996e-05
-5.4317498249458329e-05,-4.4999999999999996e-05
-5.6887923330489153e-05,-4.6e-05
-5.9579986655366221e-05,-4.71e-05
-6.2399444416898203e-05,-4.81e-05
-6.535232520376647e-05,-4.9199999999999997e-05
-6.8444942890905975e-05,-5.0299999999999996e-05
-7.1683910139885655e-05,-5.15e-05
-7.5076152538158466e-05,-5.27e-05
-7.8628923407411509e-05,-5.3899999999999996e-05
-8.2349819312680262e-05,-5.51e-05
-8.6246796305389616e-05,-5.6399999999999995e-05
-9.0328186935049749e-05,-5.76e-05
-9.4602718065986134e-05,-5.8899999999999995e-05
-9.9079529537194182e-05,-6.0299999999999995e-05
-0.0001037681937052218,-6.17e-05
-0.00010867873591186356,-6.31e-05
-0.00011382165592043307,-6.45e-05
-0.0001192079503664454,-6.599999999999999e-05
-0.00012484913627071786,-6.75e-05
-0.00013075727566516196,-6.9e-05
-0.00013694500138392414,-7.06e-05
-0.00014342554407501817,-7.23e-05
-0.00015021276049021075,-7.39e-05
-0.00015732116311364611,-7.56e-05
-0.00016476595119256486,-7.74e-05
-0.00017256304323646235,-7.91e-05
-0.00018072911105418283,-8.09e-05
-0.00018928161540172442,-8.28e-05
-0.000198238843316975,-8.46e-05
-0.00020761994722121404,-8.65e-05
-0.0002174449858709829,-8.85e-05
-0.00022773496724789105,-9.049999999999999e-05
-0.0002385118934780594,-9.26e-05
-0.00024979880787725562,-9.47e-05
-0.00026161984422231043,-9.68e-05
-0.00027400027835416241,-9.91e-05
-0.00028696658222287911,-0.0001015
-0.00030054648049020595,-0.00010379999999999999
-0.00031476900981067718,-0.0001063
-0.00032966458091803521,-0.0001087
-0.00034526504364972303,-0.00011119999999999999
-0.00036160375504848115,-0.0001136
-0.00037871565068665718,-0.00011619999999999999
-0.00039663731936574807,-0.00011889999999999999
-0.00041540708135088649,-0.00012169999999999999
-0.00043506507030756266,-0.0001245
-0.00045565331911576597,-0.0001273
-0.00047721584974505044,-0.0001302
-0.00049979876738268938,-0.00013309999999999998
-0.00052345035901617493,-0.0001362
-0.00054822119668087135,-0.0001393
-0.00057416424559357103,-0.0001425
-0.00060133497740317849,-0.0001458
-0.00062979148880065706,-0.000149
-0.00065959462574187314,-0.0001523
-0.0006908081135489438,-0.0001558
-0.00072349869316825645,-0.0001593
-0.00075773626387653657,-0.0001628
-0.0007935940327400753,-0.00016659999999999998
-0.00083114867114671121,-0.0001703
-0.00087048047874523668,-0.0001741
-0.00091167355514280043,-0.000178
-0.00095481597972740199,-0.00018199999999999998
-0.001,-0.000186
