I_input,I_output
0.0,1.5000000000000002e-07
-0.00015151515151515152,7.5e-05
-0.00030303030303030303,0.0001507
-0.00045454545454545455,0.000223
-0.00060606060606060606,0.000298
-0.00075757575757575758,0.00037299999999999996
-0.00090909090909090909,0.000448
-0.0010606060606060605,0.0005239999999999999
-0.0012121212121212121,0.0005989999999999999
-0.0013636363636363637,0.000674
-0.0015151515151515152,0.00075
-0.0016666666666666666,0.0008259999999999999
-0.0018181818181818182,0.000901
-0.0019696969696969698,0.000976
-0.002121212121212121,0.0010479999999999999
-0.0022727272727272726,0.001125
-0.0024242424242424242,0.0011979999999999998
-0.0025757575757575759,0.001273
-0.0027272727272727275,0.001349
-0.0028787878787878787,0.001428
-0.0030303030303030303,0.001504
-0.0031818181818181819,0.001581
-0.0033333333333333331,0.001658
-0.0034848484848484847,0.001731
-0.0036363636363636364,0.001805
-0.003787878787878788,0.0018809999999999999
-0.0039393939393939396,0.001957
-0.0040909090909090912,0.002
-0.004242424242424242,0.0020700000000000002
-0.0043939393939393936,0.00215
-0.0045454545454545452,0.00223
-0.0046969696969696969,0.0023000000000000004
-0.0048484848484848485,0.00237
-0.0050000000000000001,0.0024500000000000004
-0.0051515151515151517,0.00252
-0.0053030303030303034,0.0026000000000000003
-0.005454545454545455,0.00268
-0.0056060606060606057,0.0027500000000000003
-0.0057575757575757574,0.00283
-0.005909090909090909,0.0029100000000000003
-0.0060606060606060606,0.0029800000000000004
-0.0062121212121212122,0.00305
-0.0063636363636363638,0.0031300000000000004
-0.0065151515151515155,0.0032
-0.0066666666666666662,0.0032800000000000004
-0.0068181818181818179,0.00335
-0.0069696969696969695,0.0034300000000000003
-0.0071212121212121211,0.00351
-0.0072727272727272727,0.0035800000000000003
-0.0074242424242424243,0.0036600000000000005
-0.007575757575757576,0.0037300000000000002
-0.0077272727272727276,0.0038000000000000004
-0.0078787878787878792,0.00388
-0.00803030303030303,0.00396
-0.0081818181818181825,0.004030000000000001
-0.0083333333333333332,0.00411
-0.008484848484848484,0.00419
-0.0086363636363636365,0.004260000000000001
-0.0087878787878787872,0.0043300000000000005
-0.0089393939393939397,0.004410000000000001
-0.0090909090909090905,0.0044800000000000005
-0.009242424242424243,0.004560000000000001
-0.0093939393939393937,0.00464
-0.0095454545454545462,0.00472
-0.009696969696969697,0.00479
-0.0098484848484848477,0.004860000000000001
-0.01,0.004940000000000001
-0.010151515151515151,0.0050100000000000006
-0.010303030303030303,0.005090000000000001
-0.010454545454545454,0.0051600000000000005
-0.010606060606060607,0.005240000000000001
-0.010757575757575757,0.00532
-0.01090909090909091,0.005390000000000001
-0.011060606060606061,0.00547
-0.011212121212121211,0.005540000000000001
-0.011363636363636364,0.00561
-0.011515151515151515,0.005690000000000001
-0.011666666666666667,0.00576
-0.011818181818181818,0.005840000000000001
-0.01196969696969697,0.00591
-0.012121212121212121,0.0059900000000000005
-0.012272727272727272,0.00606
-0.012424242424242424,0.0061400000000000005
-0.012575757575757575,0.00621
-0.012727272727272728,0.0062900000000000005
-0.012878787878787878,0.00636
-0.013030303030303031,0.00644
-0.013181818181818182,0.00651
-0.013333333333333332,0.00659
-0.013484848484848485,0.006670000000000001
-0.013636363636363636,0.00674
-0.013787878787878788,0.0068200000000000005
-0.013939393939393939,0.00689
-0.014090909090909091,0.0069700000000000005
-0.014242424242424242,0.00704
-0.014393939393939395,0.0071200000000000005
-0.014545454545454545,0.00719
-0.014696969696969696,0.00727
-0.014848484848484849,0.007350000000000001
-0.014999999999999999,0.00742
