V_gate,I_channel
0.0,1.23e-07
0.005005005005005005,7.15e-08
0.01001001001001001,6.76e-08
0.015015015015015015,5.3700000000000004e-08
0.02002002002002002,4.4800000000000004e-08
0.025025025025025023,3.5200000000000004e-08
0.03003003003003003,3.28e-08
0.035035035035035036,2.64e-08
0.04004004004004004,2.71e-08
0.045045045045045043,2.1700000000000002e-08
0.050050050050050046,2.56e-08
0.055055055055055056,1.97e-08
0.06006006006006006,1.6e-08
0.06506506506506507,1.58e-08
0.070070070070070073,8.600000000000001e-09
0.075075075075075076,1.24e-08
0.080080080080080079,1.3800000000000001e-08
0.085085085085085083,1.2500000000000001e-08
0.090090090090090086,9.5e-09
0.095095095095095089,1.17e-08
0.10010010010010009,8.1e-09
0.10510510510510511,6.8000000000000005e-09
0.11011011011011011,1.08e-08
0.11511511511511512,9.8e-09
0.12012012012012012,9.900000000000001e-09
0.12512512512512514,5.4e-09
0.13013013013013014,9.700000000000001e-09
0.13513513513513514,4e-09
0.14014014014014015,1.07e-08
0.14514514514514515,9e-09
0.15015015015015015,8.7e-09
0.15515515515515516,5.8e-09
0.16016016016016016,7.500000000000001e-09
0.16516516516516516,5.5000000000000004e-09
0.17017017017017017,4.9e-09
0.17517517517517517,6e-09
0.18018018018018017,5.9e-09
0.18518518518518517,4.4000000000000005e-09
0.19019019019019018,7.1e-09
0.19519519519519518,3.9e-09
0.20020020020020018,6.3e-09
0.20520520520520522,5.3e-09
0.21021021021021022,4.9e-09
0.21521521521521522,4.9e-09
0.22022022022022023,5.1e-09
0.22522522522522523,3.1e-09
0.23023023023023023,3e-09
0.23523523523523523,6.6e-09
0.24024024024024024,-6e-10
0.24524524524524524,5.8e-09
0.25025025025025027,3e-09
0.25525525525525528,3.4000000000000003e-09
0.26026026026026028,3.1e-09
0.26526526526526528,6.7000000000000004e-09
0.27027027027027029,4.9e-09
0.27527527527527529,8e-09
0.28028028028028029,1.5e-09
0.28528528528528529,2.3e-09
0.2902902902902903,7.500000000000001e-09
0.2952952952952953,4.9e-09
0.3003003003003003,5.4e-09
0.30530530530530531,5.6000000000000005e-09
0.31031031031031031,6e-09
0.31531531531531531,6.9000000000000006e-09
0.32032032032032032,6.7000000000000004e-09
0.32532532532532532,9.5e-09
0.33033033033033032,4.4000000000000005e-09
0.33533533533533533,6.3e-09
0.34034034034034033,1.13e-08
0.34534534534534533,8.600000000000001e-09
0.35035035035035034,9.1e-09
0.35535535535535534,1.5000000000000002e-08
0.36036036036036034,1.37e-08
0.36536536536536535,1.75e-08
0.37037037037037035,1.6e-08
0.37537537537537535,2.07e-08
0.38038038038038036,2.0900000000000002e-08
0.38538538538538536,2.44e-08
0.39039039039039036,2.64e-08
0.39539539539539537,2.8700000000000002e-08
0.40040040040040037,3.09e-08
0.40540540540540543,3.47e-08
0.41041041041041043,3.71e-08
0.41541541541541543,4.64e-08
0.42042042042042044,5.21e-08
0.42542542542542544,5.57e-08
0.43043043043043044,6.32e-08
0.43543543543543545,7.44e-08
0.44044044044044045,8.03e-08
0.44544544544544545,9.100000000000001e-08
0.45045045045045046,1.025e-07
0.45545545545545546,1.138e-07
0.46046046046046046,1.294e-07
0.46546546546546547,1.5030000000000002e-07
0.47047047047047047,1.671e-07
0.47547547547547547,1.836e-07
0.48048048048048048,2.1300000000000001e-07
0.48548548548548548,2.3500000000000003e-07
0.49049049049049048,2.61e-07
0.49549549549549549,2.96e-07
0.50050050050050054,3.41e-07
0.50550550550550555,3.8600000000000004e-07
0.51051051051051055,4.28e-07
0.51551551551551555,4.85e-07
0.52052052052052056,5.48e-07
0.52552552552552556,6.100000000000001e-07
0.53053053053053056,6.800000000000001e-07
0.53553553553553557,7.67e-07
0.54054054054054057,8.6e-07
0.54554554554554557,9.54e-07
0.55055055055055058,1.06e-06
0.55555555555555558,1.184e-06
0.56056056056056058,1.3150000000000001e-06
0.56556556556556559,1.4570000000000002e-06
0.57057057057057059,1.608e-06
0.57557557557557559,1.7870000000000002e-06
0.5805805805805806,1.963e-06
0.5855855855855856,2.11e-06
0.5905905905905906,2.33e-06
0.59559559559559561,2.58e-06
0.60060060060060061,2.83e-06
0.60560560560560561,3.12e-06
0.61061061061061062,3.42e-06
0.61561561561561562,3.74e-06
0.62062062062062062,4.1e-06
0.62562562562562563,4.47e-06
0.63063063063063063,4.88e-06
0.63563563563563563,5.3e-06
0.64064064064064064,5.75e-06
0.64564564564564564,6.2e-06
0.65065065065065064,6.71e-06
0.65565565565565564,7.22e-06
0.66066066066066065,7.75e-06
0.66566566566566565,8.33e-06
0.67067067067067065,8.930000000000001e-06
0.67567567567567566,9.54e-06
0.68068068068068066,1.02e-05
0.68568568568568566,1.0880000000000001e-05
0.69069069069069067,1.159e-05
0.69569569569569567,1.233e-05
0.70070070070070067,1.311e-05
0.70570570570570568,1.393e-05
0.71071071071071068,1.479e-05
0.71571571571571568,1.57e-05
0.72072072072072069,1.665e-05
0.72572572572572569,1.761e-05
0.73073073073073069,1.862e-05
0.7357357357357357,1.9640000000000002e-05
0.7407407407407407,2.01e-05
0.7457457457457457,2.1099999999999998e-05
0.75075075075075071,2.24e-05
0.75575575575575571,2.3599999999999998e-05
0.76076076076076071,2.48e-05
0.76576576576576572,2.6099999999999997e-05
0.77077077077077072,2.74e-05
0.77577577577577572,2.8599999999999997e-05
0.78078078078078073,2.9999999999999997e-05
0.78578578578578573,3.13e-05
0.79079079079079073,3.28e-05
0.79579579579579574,3.42e-05
0.80080080080080074,3.56e-05
0.80580580580580585,3.71e-05
0.81081081081081086,3.87e-05
