I_input,I_output
0.0,0.0012000000000000001
-0.00010101010101010101,0.0012900000000000001
-0.00020202020202020202,0.00141
-0.00030303030303030303,0.00151
-0.00040404040404040404,0.0016
-0.00050505050505050505,0.0017100000000000001
-0.00060606060606060606,0.0018100000000000002
-0.00070707070707070707,0.0019100000000000002
-0.00080808080808080808,0.00201
-0.00090909090909090909,0.0021100000000000003
-0.0010101010101010101,0.00221
-0.0011111111111111111,0.00231
-0.0012121212121212121,0.0024100000000000002
-0.0013131313131313131,0.00251
-0.0014141414141414141,0.0026100000000000003
-0.0015151515151515152,0.00271
-0.0016161616161616162,0.00282
-0.0017171717171717172,0.0029200000000000003
-0.0018181818181818182,0.00302
-0.0019191919191919192,0.0031200000000000004
-0.0020202020202020202,0.00321
-0.002121212121212121,0.0033100000000000004
-0.0022222222222222222,0.0034100000000000003
-0.0023232323232323234,0.00352
-0.0024242424242424242,0.0036100000000000004
-0.002525252525252525,0.00371
-0.0026262626262626263,0.0038100000000000005
-0.0027272727272727275,0.003920000000000001
-0.0028282828282828283,0.00402
-0.0029292929292929291,0.00413
-0.0030303030303030303,0.00423
-0.0031313131313131315,0.0043300000000000005
-0.0032323232323232323,0.004430000000000001
-0.0033333333333333331,0.004540000000000001
-0.0034343434343434343,0.0046300000000000004
-0.0035353535353535356,0.004730000000000001
-0.0036363636363636364,0.00483
-0.0037373737373737372,0.00493
-0.0038383838383838384,0.005030000000000001
-0.0039393939393939396,0.00513
-0.0040404040404040404,0.005240000000000001
-0.0041414141414141412,0.00534
-0.004242424242424242,0.00544
-0.0043434343434343436,0.00555
-0.0044444444444444444,0.0056500000000000005
-0.0045454545454545452,0.005750000000000001
-0.0046464646464646469,0.00585
-0.0047474747474747477,0.00595
-0.0048484848484848485,0.006050000000000001
-0.0049494949494949493,0.00615
-0.0050505050505050501,0.00625
-0.0051515151515151517,0.006350000000000001
-0.0052525252525252525,0.0064600000000000005
-0.0053535353535353533,0.006560000000000001
-0.005454545454545455,0.00666
-0.0055555555555555558,0.00676
-0.0056565656565656566,0.006860000000000001
-0.0057575757575757574,0.0069700000000000005
-0.0058585858585858581,0.007070000000000001
-0.0059595959595959598,0.00717
-0.0060606060606060606,0.00727
-0.0061616161616161614,0.00736
-0.0062626262626262631,0.007470000000000001
-0.0063636363636363638,0.007560000000000001
-0.0064646464646464646,0.007660000000000001
-0.0065656565656565654,0.00776
-0.0066666666666666662,0.00786
-0.0067676767676767679,0.007970000000000001
-0.0068686868686868687,0.00807
-0.0069696969696969695,0.00817
-0.0070707070707070711,0.008280000000000001
-0.0071717171717171719,0.00838
-0.0072727272727272727,0.00847
-0.0073737373737373735,0.008570000000000001
-0.0074747474747474743,0.00867
-0.007575757575757576,0.00877
-0.0076767676767676768,0.008870000000000001
-0.0077777777777777776,0.00898
-0.0078787878787878792,0.009080000000000001
-0.0079797979797979791,0.00918
-0.0080808080808080808,0.00928
-0.0081818181818181825,0.009380000000000001
-0.0082828282828282824,0.00949
-0.008383838383838384,0.009590000000000001
-0.008484848484848484,0.009680000000000001
-0.0085858585858585856,0.00978
-0.0086868686868686873,0.009880000000000002
-0.0087878787878787872,0.009980000000000001
-0.0088888888888888889,0.01008
-0.0089898989898989905,0.010180000000000002
-0.0090909090909090905,0.010280000000000001
-0.0091919191919191921,0.01038
-0.0092929292929292938,0.010490000000000001
-0.0093939393939393937,0.01059
-0.0094949494949494954,0.010690000000000002
-0.0095959595959595953,0.010790000000000001
-0.009696969696969697,0.01089
-0.0097979797979797986,0.011000000000000001
-0.0098989898989898985,0.011090000000000001
-0.01,0.011200000000000002
