v1	V(v_1)	V(v_2)	V(vout)	I(V3)
6.099999999999913e-001	3.110000e+000	2.500000e+000	2.500000e+000	4.338596e-005
6.199999999999913e-001	3.120000e+000	2.500000e+000	2.500000e+000	4.421038e-005
6.299999999999913e-001	3.130000e+000	2.500000e+000	2.500000e+000	4.503587e-005
6.399999999999914e-001	3.140000e+000	2.500000e+000	2.500000e+000	4.586230e-005
6.499999999999914e-001	3.150000e+000	2.500000e+000	2.500000e+000	4.668950e-005
6.599999999999914e-001	3.160000e+000	2.500000e+000	2.500000e+000	4.751734e-005
6.699999999999914e-001	3.170000e+000	2.500000e+000	2.500000e+000	4.834564e-005
6.799999999999914e-001	3.180000e+000	2.500000e+000	2.500000e+000	4.917422e-005
6.899999999999914e-001	3.190000e+000	2.500000e+000	2.500000e+000	5.000292e-005
6.999999999999914e-001	3.200000e+000	2.500000e+000	2.500000e+000	5.083153e-005
7.099999999999914e-001	3.210000e+000	2.500000e+000	2.500000e+000	5.165981e-005
7.199999999999914e-001	3.220000e+000	2.500000e+000	2.500000e+000	5.248752e-005
7.299999999999914e-001	3.230000e+000	2.500000e+000	2.500000e+000	5.331437e-005
7.399999999999914e-001	3.240000e+000	2.500000e+000	2.500000e+000	5.413997e-005
7.499999999999915e-001	3.250000e+000	2.500000e+000	2.500000e+000	5.496387e-005
7.599999999999915e-001	3.260000e+000	2.500000e+000	2.500000e+000	5.578540e-005
7.699999999999915e-001	3.270000e+000	2.500000e+000	2.500000e+000	5.660361e-005
7.799999999999915e-001	3.280000e+000	2.500000e+000	2.500000e+000	5.741699e-005
7.899999999999915e-001	3.290000e+000	2.500000e+000	2.500000e+000	5.822326e-005
7.999999999999915e-001	3.300000e+000	2.500000e+000	2.500000e+000	5.901917e-005
8.099999999999915e-001	3.310000e+000	2.500000e+000	2.500000e+000	5.980030e-005
8.199999999999915e-001	3.320000e+000	2.500000e+000	2.500000e+000	6.056107e-005
8.299999999999915e-001	3.330000e+000	2.500000e+000	2.500000e+000	6.129577e-005
8.399999999999915e-001	3.340000e+000	2.500000e+000	2.500000e+000	6.200010e-005
8.499999999999915e-001	3.350000e+000	2.500000e+000	2.500000e+000	6.267215e-005
8.599999999999916e-001	3.360000e+000	2.500000e+000	2.500000e+000	6.331224e-005
8.699999999999916e-001	3.370000e+000	2.500000e+000	2.500000e+000	6.392198e-005
8.799999999999916e-001	3.380000e+000	2.500000e+000	2.500000e+000	6.450355e-005
8.899999999999916e-001	3.390000e+000	2.500000e+000	2.500000e+000	6.505923e-005
8.999999999999916e-001	3.400000e+000	2.500000e+000	2.500000e+000	6.559119e-005
9.099999999999916e-001	3.410000e+000	2.500000e+000	2.500000e+000	6.610136e-005
9.199999999999916e-001	3.420000e+000	2.500000e+000	2.500000e+000	6.659151e-005
9.299999999999916e-001	3.430000e+000	2.500000e+000	2.500000e+000	6.706314e-005
9.399999999999916e-001	3.440000e+000	2.500000e+000	2.500000e+000	6.751764e-005
9.499999999999916e-001	3.450000e+000	2.500000e+000	2.500000e+000	6.795619e-005
9.599999999999916e-001	3.460000e+000	2.500000e+000	2.500000e+000	6.837984e-005
9.699999999999917e-001	3.470000e+000	2.500000e+000	2.500000e+000	6.878954e-005
9.799999999999917e-001	3.480000e+000	2.500000e+000	2.500000e+000	6.918614e-005
9.899999999999917e-001	3.490000e+000	2.500000e+000	2.500000e+000	6.957036e-005
9.999999999999917e-001	3.500000e+000	2.500000e+000	2.500000e+000	6.994287e-005
1.009999999999992e+000	3.510000e+000	2.500000e+000	2.500000e+000	7.030429e-005
1.019999999999992e+000	3.520000e+000	2.500000e+000	2.500000e+000	7.065516e-005
1.029999999999992e+000	3.530000e+000	2.500000e+000	2.500000e+000	7.099596e-005
1.039999999999992e+000	3.540000e+000	2.500000e+000	2.500000e+000	7.132714e-005
1.049999999999992e+000	3.550000e+000	2.500000e+000	2.500000e+000	7.164913e-005
1.059999999999992e+000	3.560000e+000	2.500000e+000	2.500000e+000	7.196226e-005
1.069999999999992e+000	3.570000e+000	2.500000e+000	2.500000e+000	7.226691e-005
1.079999999999992e+000	3.580000e+000	2.500000e+000	2.500000e+000	7.256336e-005
1.089999999999992e+000	3.590000e+000	2.500000e+000	2.500000e+000	7.285191e-005
1.099999999999992e+000	3.600000e+000	2.500000e+000	2.500000e+000	7.313283e-005
1.109999999999992e+000	3.610000e+000	2.500000e+000	2.500000e+000	7.340634e-005
1.119999999999992e+000	3.620000e+000	2.500000e+000	2.500000e+000	7.367269e-005
1.129999999999992e+000	3.630000e+000	2.500000e+000	2.500000e+000	7.393209e-005
1.139999999999992e+000	3.640000e+000	2.500000e+000	2.500000e+000	7.418471e-005
1.149999999999992e+000	3.650000e+000	2.500000e+000	2.500000e+000	7.443074e-005
1.159999999999992e+000	3.660000e+000	2.500000e+000	2.500000e+000	7.467035e-005
1.169999999999992e+000	3.670000e+000	2.500000e+000	2.500000e+000	7.490370e-005
1.179999999999992e+000	3.680000e+000	2.500000e+000	2.500000e+000	7.513093e-005
1.189999999999992e+000	3.690000e+000	2.500000e+000	2.500000e+000	7.535218e-005
1.199999999999992e+000	3.700000e+000	2.500000e+000	2.500000e+000	7.556758e-005
1.209999999999992e+000	3.710000e+000	2.500000e+000	2.500000e+000	7.577725e-005
1.219999999999992e+000	3.720000e+000	2.500000e+000	2.500000e+000	7.598130e-005
1.229999999999992e+000	3.730000e+000	2.500000e+000	2.500000e+000	7.617985e-005
1.239999999999992e+000	3.740000e+000	2.500000e+000	2.500000e+000	7.637299e-005
1.249999999999992e+000	3.750000e+000	2.500000e+000	2.500000e+000	7.656083e-005
1.259999999999992e+000	3.760000e+000	2.500000e+000	2.500000e+000	7.674347e-005
1.269999999999992e+000	3.770000e+000	2.500000e+000	2.500000e+000	7.692099e-005
1.279999999999992e+000	3.780000e+000	2.500000e+000	2.500000e+000	7.709348e-005
1.289999999999992e+000	3.790000e+000	2.500000e+000	2.500000e+000	7.726103e-005
1.299999999999992e+000	3.800000e+000	2.500000e+000	2.500000e+000	7.742373e-005
1.309999999999992e+000	3.810000e+000	2.500000e+000	2.500000e+000	7.758165e-005
1.319999999999992e+000	3.820000e+000	2.500000e+000	2.500000e+000	7.773490e-005
1.329999999999992e+000	3.830000e+000	2.500000e+000	2.500000e+000	7.788354e-005
1.339999999999992e+000	3.840000e+000	2.500000e+000	2.500000e+000	7.802768e-005
1.349999999999992e+000	3.850000e+000	2.500000e+000	2.500000e+000	7.816739e-005
1.359999999999992e+000	3.860000e+000	2.500000e+000	2.500000e+000	7.830277e-005
1.369999999999992e+000	3.870000e+000	2.500000e+000	2.500000e+000	7.843393e-005
1.379999999999992e+000	3.880000e+000	2.500000e+000	2.500000e+000	7.856096e-005
1.389999999999992e+000	3.890000e+000	2.500000e+000	2.500000e+000	7.868397e-005
1.399999999999992e+000	3.900000e+000	2.500000e+000	2.500000e+000	7.880309e-005
1.409999999999992e+000	3.910000e+000	2.500000e+000	2.500000e+000	7.891843e-005
1.419999999999992e+000	3.920000e+000	2.500000e+000	2.500000e+000	7.903015e-005
1.429999999999992e+000	3.930000e+000	2.500000e+000	2.500000e+000	7.913839e-005
1.439999999999992e+000	3.940000e+000	2.500000e+000	2.500000e+000	7.924331e-005
1.449999999999992e+000	3.950000e+000	2.500000e+000	2.500000e+000	7.934508e-005
1.459999999999992e+000	3.960000e+000	2.500000e+000	2.500000e+000	7.944390e-005
1.469999999999992e+000	3.970000e+000	2.500000e+000	2.500000e+000	7.953994e-005
1.479999999999992e+000	3.980000e+000	2.500000e+000	2.500000e+000	7.963341e-005
1.489999999999992e+000	3.990000e+000	2.500000e+000	2.500000e+000	7.972449e-005
1.499999999999992e+000	4.000000e+000	2.500000e+000	2.500000e+000	7.981339e-005
1.509999999999992e+000	4.010000e+000	2.500000e+000	2.500000e+000	7.990027e-005
1.519999999999992e+000	4.020000e+000	2.500000e+000	2.500000e+000	7.998531e-005
1.529999999999992e+000	4.030000e+000	2.500000e+000	2.500000e+000	8.006864e-005
1.539999999999992e+000	4.040000e+000	2.500000e+000	2.500000e+000	8.015038e-005
1.549999999999992e+000	4.050000e+000	2.500000e+000	2.500000e+000	8.023067e-005
1.559999999999992e+000	4.060000e+000	2.500000e+000	2.500000e+000	8.030957e-005
1.569999999999992e+000	4.070000e+000	2.500000e+000	2.500000e+000	8.038717e-005
1.579999999999992e+000	4.080000e+000	2.500000e+000	2.500000e+000	8.046353e-005
1.589999999999992e+000	4.090000e+000	2.500000e+000	2.500000e+000	8.053872e-005
1.599999999999992e+000	4.100000e+000	2.500000e+000	2.500000e+000	8.061277e-005
1.609999999999992e+000	4.110000e+000	2.500000e+000	2.500000e+000	8.068572e-005
1.619999999999992e+000	4.120000e+000	2.500000e+000	2.500000e+000	8.075762e-005
1.629999999999992e+000	4.130000e+000	2.500000e+000	2.500000e+000	8.082849e-005
1.639999999999992e+000	4.140000e+000	2.500000e+000	2.500000e+000	8.089836e-005
1.649999999999992e+000	4.150000e+000	2.500000e+000	2.500000e+000	8.096726e-005
1.659999999999992e+000	4.160000e+000	2.500000e+000	2.500000e+000	8.103521e-005
1.669999999999992e+000	4.170000e+000	2.500000e+000	2.500000e+000	8.110223e-005
1.679999999999992e+000	4.180000e+000	2.500000e+000	2.500000e+000	8.116836e-005
1.689999999999992e+000	4.190000e+000	2.500000e+000	2.500000e+000	8.123359e-005
1.699999999999992e+000	4.200000e+000	2.500000e+000	2.500000e+000	8.129796e-005
1.709999999999992e+000	4.210000e+000	2.500000e+000	2.500000e+000	8.136149e-005
1.719999999999992e+000	4.220000e+000	2.500000e+000	2.500000e+000	8.142419e-005
1.729999999999992e+000	4.230000e+000	2.500000e+000	2.500000e+000	8.148608e-005
1.739999999999992e+000	4.240000e+000	2.500000e+000	2.500000e+000	8.154716e-005
1.749999999999992e+000	4.250000e+000	2.500000e+000	2.500000e+000	8.160748e-005
1.759999999999992e+000	4.260000e+000	2.500000e+000	2.500000e+000	8.166702e-005
1.769999999999992e+000	4.270000e+000	2.500000e+000	2.500000e+000	8.172583e-005
1.779999999999992e+000	4.280000e+000	2.500000e+000	2.500000e+000	8.178389e-005
1.789999999999992e+000	4.290000e+000	2.500000e+000	2.500000e+000	8.184123e-005
1.799999999999992e+000	4.300000e+000	2.500000e+000	2.500000e+000	8.189787e-005
1.809999999999992e+000	4.310000e+000	2.500000e+000	2.500000e+000	8.195381e-005
1.819999999999992e+000	4.320000e+000	2.500000e+000	2.500000e+000	8.200907e-005
1.829999999999992e+000	4.330000e+000	2.500000e+000	2.500000e+000	8.206366e-005
1.839999999999992e+000	4.340000e+000	2.500000e+000	2.500000e+000	8.211761e-005
1.849999999999992e+000	4.350000e+000	2.500000e+000	2.500000e+000	8.217090e-005
1.859999999999992e+000	4.360000e+000	2.500000e+000	2.500000e+000	8.222356e-005
1.869999999999992e+000	4.370000e+000	2.500000e+000	2.500000e+000	8.227560e-005
1.879999999999992e+000	4.380000e+000	2.500000e+000	2.500000e+000	8.232703e-005
1.889999999999992e+000	4.390000e+000	2.500000e+000	2.500000e+000	8.237786e-005
1.899999999999992e+000	4.400000e+000	2.500000e+000	2.500000e+000	8.242811e-005
1.909999999999992e+000	4.410000e+000	2.500000e+000	2.500000e+000	8.247777e-005
1.919999999999992e+000	4.420000e+000	2.500000e+000	2.500000e+000	8.252687e-005
1.929999999999992e+000	4.430000e+000	2.500000e+000	2.500000e+000	8.257540e-005
1.939999999999992e+000	4.440000e+000	2.500000e+000	2.500000e+000	8.262339e-005
1.949999999999992e+000	4.450000e+000	2.500000e+000	2.500000e+000	8.267083e-005
1.959999999999992e+000	4.460000e+000	2.500000e+000	2.500000e+000	8.271775e-005
1.969999999999992e+000	4.470000e+000	2.500000e+000	2.500000e+000	8.276414e-005
1.979999999999992e+000	4.480000e+000	2.500000e+000	2.500000e+000	8.281002e-005
1.989999999999992e+000	4.490000e+000	2.500000e+000	2.500000e+000	8.285540e-005
1.999999999999993e+000	4.500000e+000	2.500000e+000	2.500000e+000	8.290027e-005
2.009999999999992e+000	4.510000e+000	2.500000e+000	2.500000e+000	8.294467e-005
2.019999999999992e+000	4.520000e+000	2.500000e+000	2.500000e+000	8.298857e-005
2.029999999999992e+000	4.530000e+000	2.500000e+000	2.500000e+000	8.303201e-005
2.039999999999992e+000	4.540000e+000	2.500000e+000	2.500000e+000	8.307498e-005
2.049999999999991e+000	4.550000e+000	2.500000e+000	2.500000e+000	8.311748e-005
2.059999999999991e+000	4.560000e+000	2.500000e+000	2.500000e+000	8.315955e-005
2.069999999999991e+000	4.570000e+000	2.500000e+000	2.500000e+000	8.320116e-005
2.079999999999991e+000	4.580000e+000	2.500000e+000	2.500000e+000	8.324234e-005
2.089999999999991e+000	4.590000e+000	2.500000e+000	2.500000e+000	8.328308e-005
2.099999999999990e+000	4.600000e+000	2.500000e+000	2.500000e+000	8.332341e-005
2.109999999999990e+000	4.610000e+000	2.500000e+000	2.500000e+000	8.336332e-005
2.119999999999990e+000	4.620000e+000	2.500000e+000	2.500000e+000	8.340281e-005
2.129999999999990e+000	4.630000e+000	2.500000e+000	2.500000e+000	8.344190e-005
2.139999999999990e+000	4.640000e+000	2.500000e+000	2.500000e+000	8.348060e-005
2.149999999999989e+000	4.650000e+000	2.500000e+000	2.500000e+000	8.351889e-005
2.159999999999989e+000	4.660000e+000	2.500000e+000	2.500000e+000	8.355681e-005
2.169999999999989e+000	4.670000e+000	2.500000e+000	2.500000e+000	8.359434e-005
2.179999999999989e+000	4.680000e+000	2.500000e+000	2.500000e+000	8.363149e-005
2.189999999999988e+000	4.690000e+000	2.500000e+000	2.500000e+000	8.366828e-005
2.199999999999988e+000	4.700000e+000	2.500000e+000	2.500000e+000	8.370470e-005
2.209999999999988e+000	4.710000e+000	2.500000e+000	2.500000e+000	8.374076e-005
2.219999999999988e+000	4.720000e+000	2.500000e+000	2.500000e+000	8.377647e-005
2.229999999999988e+000	4.730000e+000	2.500000e+000	2.500000e+000	8.381182e-005
2.239999999999987e+000	4.740000e+000	2.500000e+000	2.500000e+000	8.384683e-005
2.249999999999987e+000	4.750000e+000	2.500000e+000	2.500000e+000	8.388151e-005
2.259999999999987e+000	4.760000e+000	2.500000e+000	2.500000e+000	8.391585e-005
2.269999999999987e+000	4.770000e+000	2.500000e+000	2.500000e+000	8.394986e-005
2.279999999999987e+000	4.780000e+000	2.500000e+000	2.500000e+000	8.398354e-005
2.289999999999986e+000	4.790000e+000	2.500000e+000	2.500000e+000	8.401690e-005
2.299999999999986e+000	4.800000e+000	2.500000e+000	2.500000e+000	8.404995e-005
2.309999999999986e+000	4.810000e+000	2.500000e+000	2.500000e+000	8.408268e-005
2.319999999999986e+000	4.820000e+000	2.500000e+000	2.500000e+000	8.411511e-005
2.329999999999985e+000	4.830000e+000	2.500000e+000	2.500000e+000	8.414724e-005
2.339999999999985e+000	4.840000e+000	2.500000e+000	2.500000e+000	8.417905e-005
2.349999999999985e+000	4.850000e+000	2.500000e+000	2.500000e+000	8.421058e-005
2.359999999999985e+000	4.860000e+000	2.500000e+000	2.500000e+000	8.424182e-005
2.369999999999985e+000	4.870000e+000	2.500000e+000	2.500000e+000	8.427277e-005
2.379999999999984e+000	4.880000e+000	2.500000e+000	2.500000e+000	8.430343e-005
2.389999999999984e+000	4.890000e+000	2.500000e+000	2.500000e+000	8.433381e-005
2.399999999999984e+000	4.900000e+000	2.500000e+000	2.500000e+000	8.436392e-005
2.409999999999984e+000	4.910000e+000	2.500000e+000	2.500000e+000	8.439375e-005
2.419999999999984e+000	4.920000e+000	2.500000e+000	2.500000e+000	8.442332e-005
2.429999999999983e+000	4.930000e+000	2.500000e+000	2.500000e+000	8.445262e-005
2.439999999999983e+000	4.940000e+000	2.500000e+000	2.500000e+000	8.448165e-005
2.449999999999983e+000	4.950000e+000	2.500000e+000	2.500000e+000	8.451044e-005
2.459999999999983e+000	4.960000e+000	2.500000e+000	2.500000e+000	8.453896e-005
2.469999999999982e+000	4.970000e+000	2.500000e+000	2.500000e+000	8.456723e-005
2.479999999999982e+000	4.980000e+000	2.500000e+000	2.500000e+000	8.459525e-005
2.489999999999982e+000	4.990000e+000	2.500000e+000	2.500000e+000	8.462302e-005
2.500000000000000e+000	5.000000e+000	2.500000e+000	2.500000e+000	8.465055e-005
