v3	V(v_1)	V(vout)	I(V3)
3.949999999999960e+000	2.500000e+000	3.950000e+000	-2.675108e-007
3.959999999999960e+000	2.500000e+000	3.960000e+000	-2.742170e-007
3.969999999999959e+000	2.500000e+000	3.970000e+000	-2.810831e-007
3.979999999999959e+000	2.500000e+000	3.980000e+000	-2.881380e-007
3.989999999999959e+000	2.500000e+000	3.990000e+000	-2.954180e-007
3.999999999999959e+000	2.500000e+000	4.000000e+000	-3.029683e-007
4.009999999999959e+000	2.500000e+000	4.010000e+000	-3.108449e-007
4.019999999999959e+000	2.500000e+000	4.020000e+000	-3.191164e-007
4.029999999999959e+000	2.500000e+000	4.030000e+000	-3.278658e-007
4.039999999999958e+000	2.500000e+000	4.040000e+000	-3.371907e-007
4.049999999999958e+000	2.500000e+000	4.050000e+000	-3.472038e-007
4.059999999999958e+000	2.500000e+000	4.060000e+000	-3.580305e-007
4.069999999999958e+000	2.500000e+000	4.070000e+000	-3.698057e-007
4.079999999999957e+000	2.500000e+000	4.080000e+000	-3.826699e-007
4.089999999999957e+000	2.500000e+000	4.090000e+000	-3.967631e-007
4.099999999999957e+000	2.500000e+000	4.100000e+000	-4.122217e-007
4.109999999999957e+000	2.500000e+000	4.110000e+000	-4.291741e-007
4.119999999999957e+000	2.500000e+000	4.120000e+000	-4.477403e-007
4.129999999999956e+000	2.500000e+000	4.130000e+000	-4.680323e-007
4.139999999999956e+000	2.500000e+000	4.140000e+000	-4.901551e-007
4.149999999999956e+000	2.500000e+000	4.150000e+000	-5.142099e-007
4.159999999999956e+000	2.500000e+000	4.160000e+000	-5.402948e-007
4.169999999999956e+000	2.500000e+000	4.170000e+000	-5.685056e-007
4.179999999999955e+000	2.500000e+000	4.180000e+000	-5.989357e-007
4.189999999999955e+000	2.500000e+000	4.190000e+000	-6.316748e-007
4.199999999999955e+000	2.500000e+000	4.200000e+000	-6.668078e-007
4.209999999999955e+000	2.500000e+000	4.210000e+000	-7.044137e-007
4.219999999999955e+000	2.500000e+000	4.220000e+000	-7.445650e-007
4.229999999999954e+000	2.500000e+000	4.230000e+000	-7.873275e-007
4.239999999999954e+000	2.500000e+000	4.240000e+000	-8.327601e-007
4.249999999999954e+000	2.500000e+000	4.250000e+000	-8.809153e-007
4.259999999999954e+000	2.500000e+000	4.260000e+000	-9.318398e-007
4.269999999999953e+000	2.500000e+000	4.270000e+000	-9.855751e-007
4.279999999999953e+000	2.500000e+000	4.280000e+000	-1.042158e-006
4.289999999999953e+000	2.500000e+000	4.290000e+000	-1.101620e-006
4.299999999999953e+000	2.500000e+000	4.300000e+000	-1.163991e-006
4.309999999999953e+000	2.500000e+000	4.310000e+000	-1.229295e-006
4.319999999999952e+000	2.500000e+000	4.320000e+000	-1.297557e-006
4.329999999999952e+000	2.500000e+000	4.330000e+000	-1.368795e-006
4.339999999999952e+000	2.500000e+000	4.340000e+000	-1.443029e-006
4.349999999999952e+000	2.500000e+000	4.350000e+000	-1.520274e-006
4.359999999999952e+000	2.500000e+000	4.360000e+000	-1.600544e-006
4.369999999999951e+000	2.500000e+000	4.370000e+000	-1.683854e-006
4.379999999999951e+000	2.500000e+000	4.380000e+000	-1.770214e-006
4.389999999999951e+000	2.500000e+000	4.390000e+000	-1.859635e-006
4.399999999999951e+000	2.500000e+000	4.400000e+000	-1.952126e-006
4.409999999999950e+000	2.500000e+000	4.410000e+000	-2.047697e-006
4.419999999999950e+000	2.500000e+000	4.420000e+000	-2.146355e-006
4.429999999999950e+000	2.500000e+000	4.430000e+000	-2.248106e-006
4.439999999999950e+000	2.500000e+000	4.440000e+000	-2.352957e-006
4.449999999999950e+000	2.500000e+000	4.450000e+000	-2.460914e-006
4.459999999999949e+000	2.500000e+000	4.460000e+000	-2.571981e-006
4.469999999999949e+000	2.500000e+000	4.470000e+000	-2.686164e-006
4.479999999999949e+000	2.500000e+000	4.480000e+000	-2.803466e-006
4.489999999999949e+000	2.500000e+000	4.490000e+000	-2.923890e-006
4.499999999999949e+000	2.500000e+000	4.500000e+000	-3.047441e-006
4.509999999999948e+000	2.500000e+000	4.510000e+000	-3.174120e-006
4.519999999999948e+000	2.500000e+000	4.520000e+000	-3.303931e-006
4.529999999999948e+000	2.500000e+000	4.530000e+000	-3.436876e-006
4.539999999999948e+000	2.500000e+000	4.540000e+000	-3.572956e-006
4.549999999999947e+000	2.500000e+000	4.550000e+000	-3.712173e-006
4.559999999999947e+000	2.500000e+000	4.560000e+000	-3.854528e-006
4.569999999999947e+000	2.500000e+000	4.570000e+000	-4.000023e-006
4.579999999999947e+000	2.500000e+000	4.580000e+000	-4.148659e-006
4.589999999999947e+000	2.500000e+000	4.590000e+000	-4.300436e-006
4.599999999999946e+000	2.500000e+000	4.600000e+000	-4.455355e-006
4.609999999999946e+000	2.500000e+000	4.610000e+000	-4.613416e-006
4.619999999999946e+000	2.500000e+000	4.620000e+000	-4.774618e-006
4.629999999999946e+000	2.500000e+000	4.630000e+000	-4.938964e-006
4.639999999999946e+000	2.500000e+000	4.640000e+000	-5.106452e-006
4.649999999999945e+000	2.500000e+000	4.650000e+000	-5.277081e-006
4.659999999999945e+000	2.500000e+000	4.660000e+000	-5.450852e-006
4.669999999999945e+000	2.500000e+000	4.670000e+000	-5.627764e-006
4.679999999999945e+000	2.500000e+000	4.680000e+000	-5.807817e-006
4.689999999999944e+000	2.500000e+000	4.690000e+000	-5.991009e-006
4.699999999999944e+000	2.500000e+000	4.700000e+000	-6.177340e-006
4.709999999999944e+000	2.500000e+000	4.710000e+000	-6.366809e-006
4.719999999999944e+000	2.500000e+000	4.720000e+000	-6.559414e-006
4.729999999999944e+000	2.500000e+000	4.730000e+000	-6.755155e-006
4.739999999999943e+000	2.500000e+000	4.740000e+000	-6.954031e-006
4.749999999999943e+000	2.500000e+000	4.750000e+000	-7.156040e-006
4.759999999999943e+000	2.500000e+000	4.760000e+000	-7.361180e-006
4.769999999999943e+000	2.500000e+000	4.770000e+000	-7.569451e-006
4.779999999999943e+000	2.500000e+000	4.780000e+000	-7.780851e-006
4.789999999999942e+000	2.500000e+000	4.790000e+000	-7.995378e-006
4.799999999999942e+000	2.500000e+000	4.800000e+000	-8.213031e-006
4.809999999999942e+000	2.500000e+000	4.810000e+000	-8.433807e-006
4.819999999999942e+000	2.500000e+000	4.820000e+000	-8.657706e-006
4.829999999999942e+000	2.500000e+000	4.830000e+000	-8.884725e-006
4.839999999999941e+000	2.500000e+000	4.840000e+000	-9.114862e-006
4.849999999999941e+000	2.500000e+000	4.850000e+000	-9.348117e-006
4.859999999999941e+000	2.500000e+000	4.860000e+000	-9.584485e-006
4.869999999999941e+000	2.500000e+000	4.870000e+000	-9.823966e-006
4.879999999999940e+000	2.500000e+000	4.880000e+000	-1.006656e-005
4.889999999999940e+000	2.500000e+000	4.890000e+000	-1.031226e-005
4.899999999999940e+000	2.500000e+000	4.900000e+000	-1.056106e-005
4.909999999999940e+000	2.500000e+000	4.910000e+000	-1.081298e-005
4.919999999999940e+000	2.500000e+000	4.920000e+000	-1.106799e-005
4.929999999999939e+000	2.500000e+000	4.930000e+000	-1.132610e-005
4.939999999999939e+000	2.500000e+000	4.940000e+000	-1.158731e-005
4.949999999999939e+000	2.500000e+000	4.950000e+000	-1.185161e-005
4.959999999999939e+000	2.500000e+000	4.960000e+000	-1.211901e-005
4.969999999999939e+000	2.500000e+000	4.970000e+000	-1.238949e-005
4.979999999999938e+000	2.500000e+000	4.980000e+000	-1.266307e-005
4.989999999999938e+000	2.500000e+000	4.990000e+000	-1.293973e-005
5.000000000000000e+000	2.500000e+000	5.000000e+000	-1.321947e-005
