v1	V(v_1)	V(v_2)	V(vout)
Step Information: V2=1  (Run: 1/4)
2.040000000000001e+000	2.040000e+000	1.000000e+000	4.834357e+000
2.050000000000000e+000	2.050000e+000	1.000000e+000	4.836028e+000
2.060000000000000e+000	2.060000e+000	1.000000e+000	4.837708e+000
2.070000000000000e+000	2.070000e+000	1.000000e+000	4.839399e+000
2.080000000000000e+000	2.080000e+000	1.000000e+000	4.841099e+000
2.089999999999999e+000	2.090000e+000	1.000000e+000	4.842806e+000
2.099999999999999e+000	2.100000e+000	1.000000e+000	4.844521e+000
2.109999999999999e+000	2.110000e+000	1.000000e+000	4.846243e+000
2.119999999999999e+000	2.120000e+000	1.000000e+000	4.847971e+000
2.129999999999999e+000	2.130000e+000	1.000000e+000	4.849704e+000
2.139999999999998e+000	2.140000e+000	1.000000e+000	4.851443e+000
2.149999999999998e+000	2.150000e+000	1.000000e+000	4.853186e+000
2.159999999999998e+000	2.160000e+000	1.000000e+000	4.854933e+000
2.169999999999998e+000	2.170000e+000	1.000000e+000	4.856683e+000
2.179999999999998e+000	2.180000e+000	1.000000e+000	4.858436e+000
2.189999999999997e+000	2.190000e+000	1.000000e+000	4.860191e+000
2.199999999999997e+000	2.200000e+000	1.000000e+000	4.861948e+000
2.209999999999997e+000	2.210000e+000	1.000000e+000	4.863707e+000
2.219999999999997e+000	2.220000e+000	1.000000e+000	4.865466e+000
2.229999999999996e+000	2.230000e+000	1.000000e+000	4.867226e+000
2.239999999999996e+000	2.240000e+000	1.000000e+000	4.868985e+000
2.249999999999996e+000	2.250000e+000	1.000000e+000	4.870744e+000
2.259999999999996e+000	2.260000e+000	1.000000e+000	4.872503e+000
2.269999999999996e+000	2.270000e+000	1.000000e+000	4.874260e+000
2.279999999999995e+000	2.280000e+000	1.000000e+000	4.876015e+000
2.289999999999995e+000	2.290000e+000	1.000000e+000	4.877769e+000
2.299999999999995e+000	2.300000e+000	1.000000e+000	4.879520e+000
2.309999999999995e+000	2.310000e+000	1.000000e+000	4.881268e+000
2.319999999999995e+000	2.320000e+000	1.000000e+000	4.883013e+000
2.329999999999994e+000	2.330000e+000	1.000000e+000	4.884755e+000
2.339999999999994e+000	2.340000e+000	1.000000e+000	4.886492e+000
2.349999999999994e+000	2.350000e+000	1.000000e+000	4.888226e+000
2.359999999999994e+000	2.360000e+000	1.000000e+000	4.889955e+000
2.369999999999993e+000	2.370000e+000	1.000000e+000	4.891678e+000
2.379999999999993e+000	2.380000e+000	1.000000e+000	4.893397e+000
2.389999999999993e+000	2.390000e+000	1.000000e+000	4.895110e+000
2.399999999999993e+000	2.400000e+000	1.000000e+000	4.896817e+000
2.409999999999993e+000	2.410000e+000	1.000000e+000	4.898517e+000
2.419999999999992e+000	2.420000e+000	1.000000e+000	4.900211e+000
2.429999999999992e+000	2.430000e+000	1.000000e+000	4.901897e+000
2.439999999999992e+000	2.440000e+000	1.000000e+000	4.903577e+000
2.449999999999992e+000	2.450000e+000	1.000000e+000	4.905249e+000
2.459999999999992e+000	2.460000e+000	1.000000e+000	4.906912e+000
2.469999999999991e+000	2.470000e+000	1.000000e+000	4.908567e+000
2.479999999999991e+000	2.480000e+000	1.000000e+000	4.910213e+000
2.489999999999991e+000	2.490000e+000	1.000000e+000	4.911851e+000
2.499999999999991e+000	2.500000e+000	1.000000e+000	4.913478e+000
2.509999999999991e+000	2.510000e+000	1.000000e+000	4.915096e+000
2.519999999999990e+000	2.520000e+000	1.000000e+000	4.916704e+000
2.529999999999990e+000	2.530000e+000	1.000000e+000	4.918300e+000
2.539999999999990e+000	2.540000e+000	1.000000e+000	4.919886e+000
2.549999999999990e+000	2.550000e+000	1.000000e+000	4.921459e+000
2.559999999999989e+000	2.560000e+000	1.000000e+000	4.923020e+000
2.569999999999989e+000	2.570000e+000	1.000000e+000	4.924570e+000
2.579999999999989e+000	2.580000e+000	1.000000e+000	4.926105e+000
2.589999999999989e+000	2.590000e+000	1.000000e+000	4.927629e+000
2.599999999999989e+000	2.600000e+000	1.000000e+000	4.929139e+000
2.609999999999988e+000	2.610000e+000	1.000000e+000	4.930636e+000
2.619999999999988e+000	2.620000e+000	1.000000e+000	4.932120e+000
2.629999999999988e+000	2.630000e+000	1.000000e+000	4.933591e+000
2.639999999999988e+000	2.640000e+000	1.000000e+000	4.935049e+000
2.649999999999988e+000	2.650000e+000	1.000000e+000	4.936494e+000
2.659999999999987e+000	2.660000e+000	1.000000e+000	4.937927e+000
2.669999999999987e+000	2.670000e+000	1.000000e+000	4.939347e+000
2.679999999999987e+000	2.680000e+000	1.000000e+000	4.940754e+000
2.689999999999987e+000	2.690000e+000	1.000000e+000	4.942149e+000
2.699999999999986e+000	2.700000e+000	1.000000e+000	4.943531e+000
2.709999999999986e+000	2.710000e+000	1.000000e+000	4.944901e+000
2.719999999999986e+000	2.720000e+000	1.000000e+000	4.946259e+000
2.729999999999986e+000	2.730000e+000	1.000000e+000	4.947604e+000
2.739999999999986e+000	2.740000e+000	1.000000e+000	4.948937e+000
2.749999999999985e+000	2.750000e+000	1.000000e+000	4.950257e+000
2.759999999999985e+000	2.760000e+000	1.000000e+000	4.951565e+000
2.769999999999985e+000	2.770000e+000	1.000000e+000	4.952861e+000
2.779999999999985e+000	2.780000e+000	1.000000e+000	4.954145e+000
2.789999999999985e+000	2.790000e+000	1.000000e+000	4.955417e+000
2.799999999999984e+000	2.800000e+000	1.000000e+000	4.956676e+000
2.809999999999984e+000	2.810000e+000	1.000000e+000	4.957924e+000
2.819999999999984e+000	2.820000e+000	1.000000e+000	4.959161e+000
2.829999999999984e+000	2.830000e+000	1.000000e+000	4.960387e+000
2.839999999999983e+000	2.840000e+000	1.000000e+000	4.961602e+000
2.849999999999983e+000	2.850000e+000	1.000000e+000	4.962806e+000
2.859999999999983e+000	2.860000e+000	1.000000e+000	4.964000e+000
2.869999999999983e+000	2.870000e+000	1.000000e+000	4.965184e+000
2.879999999999983e+000	2.880000e+000	1.000000e+000	4.966356e+000
2.889999999999982e+000	2.890000e+000	1.000000e+000	4.967517e+000
2.899999999999982e+000	2.900000e+000	1.000000e+000	4.968666e+000
2.909999999999982e+000	2.910000e+000	1.000000e+000	4.969802e+000
2.919999999999982e+000	2.920000e+000	1.000000e+000	4.970924e+000
2.929999999999982e+000	2.930000e+000	1.000000e+000	4.972032e+000
2.939999999999981e+000	2.940000e+000	1.000000e+000	4.973125e+000
2.949999999999981e+000	2.950000e+000	1.000000e+000	4.974202e+000
2.959999999999981e+000	2.960000e+000	1.000000e+000	4.975263e+000
2.969999999999981e+000	2.970000e+000	1.000000e+000	4.976307e+000
2.979999999999980e+000	2.980000e+000	1.000000e+000	4.977334e+000
2.989999999999980e+000	2.990000e+000	1.000000e+000	4.978343e+000
2.999999999999980e+000	3.000000e+000	1.000000e+000	4.979332e+000
3.009999999999980e+000	3.010000e+000	1.000000e+000	4.980303e+000
3.019999999999980e+000	3.020000e+000	1.000000e+000	4.981255e+000
3.029999999999979e+000	3.030000e+000	1.000000e+000	4.982186e+000
3.039999999999979e+000	3.040000e+000	1.000000e+000	4.983097e+000
3.049999999999979e+000	3.050000e+000	1.000000e+000	4.983986e+000
3.059999999999979e+000	3.060000e+000	1.000000e+000	4.984854e+000
3.069999999999979e+000	3.070000e+000	1.000000e+000	4.985700e+000
3.079999999999978e+000	3.080000e+000	1.000000e+000	4.986524e+000
3.089999999999978e+000	3.090000e+000	1.000000e+000	4.987325e+000
3.099999999999978e+000	3.100000e+000	1.000000e+000	4.988103e+000
3.109999999999978e+000	3.110000e+000	1.000000e+000	4.988857e+000
3.119999999999978e+000	3.120000e+000	1.000000e+000	4.989588e+000
3.129999999999977e+000	3.130000e+000	1.000000e+000	4.990295e+000
3.139999999999977e+000	3.140000e+000	1.000000e+000	4.990977e+000
3.149999999999977e+000	3.150000e+000	1.000000e+000	4.991634e+000
3.159999999999977e+000	3.160000e+000	1.000000e+000	4.992267e+000
3.169999999999976e+000	3.170000e+000	1.000000e+000	4.992873e+000
3.179999999999976e+000	3.180000e+000	1.000000e+000	4.993455e+000
3.189999999999976e+000	3.190000e+000	1.000000e+000	4.994010e+000
3.199999999999976e+000	3.200000e+000	1.000000e+000	4.994540e+000
3.209999999999976e+000	3.210000e+000	1.000000e+000	4.995043e+000
3.219999999999975e+000	3.220000e+000	1.000000e+000	4.995520e+000
3.229999999999975e+000	3.230000e+000	1.000000e+000	4.995971e+000
3.239999999999975e+000	3.240000e+000	1.000000e+000	4.996395e+000
3.249999999999975e+000	3.250000e+000	1.000000e+000	4.996792e+000
3.259999999999975e+000	3.260000e+000	1.000000e+000	4.997163e+000
3.269999999999974e+000	3.270000e+000	1.000000e+000	4.997508e+000
3.279999999999974e+000	3.280000e+000	1.000000e+000	4.997826e+000
3.289999999999974e+000	3.290000e+000	1.000000e+000	4.998117e+000
3.299999999999974e+000	3.300000e+000	1.000000e+000	4.998384e+000
3.309999999999973e+000	3.310000e+000	1.000000e+000	4.998625e+000
