V_dm,I_out
0.13522537562604353,-2.49e-05
0.13856427378964953,-2.5399999999999997e-05
0.14190317195325552,-2.59e-05
0.14524207011686152,-2.6399999999999998e-05
0.14858096828046752,-2.69e-05
0.15191986644407351,-2.73e-05
0.15525876460767951,-2.7799999999999998e-05
0.15859766277128551,-2.8199999999999998e-05
0.1619365609348915,-2.87e-05
0.1652754590984975,-2.91e-05
0.1686143572621035,-2.95e-05
0.17195325542570949,-2.9999999999999997e-05
0.17529215358931549,-3.04e-05
0.17863105175292149,-3.0799999999999996e-05
0.18196994991652748,-3.12e-05
0.18530884808013348,-3.1599999999999996e-05
0.1886477462437397,-3.2e-05
0.1919866444073457,-3.24e-05
0.19532554257095169,-3.28e-05
0.19866444073455769,-3.31e-05
0.20200333889816369,-3.35e-05
0.20534223706176968,-3.39e-05
0.20868113522537568,-3.42e-05
0.21202003338898168,-3.46e-05
0.21535893155258767,-3.5e-05
0.21869782971619367,-3.53e-05
0.22203672787979967,-3.56e-05
0.22537562604340566,-3.59e-05
0.22871452420701166,-3.62e-05
0.23205342237061766,-3.65e-05
0.23539232053422365,-3.68e-05
0.23873121869782965,-3.71e-05
0.24207011686143587,-3.73e-05
0.24540901502504187,-3.76e-05
0.24874791318864786,-3.79e-05
0.25208681135225386,-3.81e-05
0.25542570951585986,-3.84e-05
0.25876460767946585,-3.8599999999999996e-05
0.26210350584307185,-3.88e-05
0.26544240400667785,-3.9e-05
0.26878130217028384,-3.92e-05
0.27212020033388984,-3.9399999999999995e-05
0.27545909849749584,-3.96e-05
0.27879799666110183,-3.9699999999999996e-05
0.28213689482470783,-3.99e-05
0.28547579298831383,-3.9999999999999996e-05
0.28881469115191982,-4.02e-05
0.29215358931552582,-4.03e-05
0.29549248747913182,-4.04e-05
0.29883138564273803,-4.06e-05
0.30217028380634403,-4.07e-05
0.30550918196995003,-4.0799999999999996e-05
0.30884808013355602,-4.09e-05
0.31218697829716202,-4.1e-05
0.31552587646076802,-4.1099999999999996e-05
0.31886477462437401,-4.12e-05
0.32220367278798001,-4.12e-05
0.32554257095158601,-4.13e-05
0.328881469115192,-4.14e-05
0.332220367278798,-4.15e-05
0.335559265442404,-4.1599999999999995e-05
0.33889816360600999,-4.1599999999999995e-05
0.34223706176961599,-4.1599999999999995e-05
0.34557595993322199,-4.17e-05
0.34891485809682798,-4.18e-05
0.3522537562604342,-4.18e-05
0.3555926544240402,-4.18e-05
0.3589315525876462,-4.1899999999999995e-05
0.36227045075125219,-4.1899999999999995e-05
0.36560934891485819,-4.1899999999999995e-05
0.36894824707846419,-4.1899999999999995e-05
0.37228714524207018,-4.2e-05
0.37562604340567618,-4.2e-05
0.37896494156928218,-4.2e-05
0.38230383973288817,-4.21e-05
0.38564273789649417,-4.21e-05
0.38898163606010017,-4.21e-05
0.39232053422370616,-4.21e-05
0.39565943238731216,-4.21e-05
0.39899833055091816,-4.21e-05
0.40233722871452415,-4.21e-05
0.40567612687813015,-4.2199999999999996e-05
0.40901502504173637,-4.2199999999999996e-05
0.41235392320534237,-4.2199999999999996e-05
0.41569282136894836,-4.2199999999999996e-05
0.41903171953255436,-4.2199999999999996e-05
0.42237061769616036,-4.2199999999999996e-05
0.42570951585976635,-4.2199999999999996e-05
0.42904841402337235,-4.2199999999999996e-05
0.43238731218697835,-4.2199999999999996e-05
0.43572621035058434,-4.2199999999999996e-05
0.43906510851419034,-4.23e-05
0.44240400667779634,-4.23e-05
0.44574290484140233,-4.23e-05
0.44908180300500833,-4.23e-05
0.45242070116861433,-4.23e-05
0.45575959933222032,-4.23e-05
0.45909849749582632,-4.23e-05
0.46243739565943254,-4.23e-05
0.46577629382303853,-4.23e-05
0.46911519198664453,-4.23e-05
0.47245409015025053,-4.23e-05
0.47579298831385652,-4.23e-05
0.47913188647746252,-4.23e-05
0.48247078464106852,-4.23e-05
0.48580968280467451,-4.23e-05
0.48914858096828051,-4.23e-05
0.49248747913188651,-4.23e-05
0.4958263772954925,-4.23e-05
0.4991652754590985,-4.23e-05
0.5025041736227045,-4.23e-05
0.50584307178631049,-4.23e-05
0.50918196994991649,-4.23e-05
0.51252086811352249,-4.23e-05
0.51585976627712848,-4.23e-05
0.5191986644407347,-4.23e-05
0.5225375626043407,-4.23e-05
0.5258764607679467,-4.23e-05
0.52921535893155269,-4.23e-05
0.53255425709515869,-4.23e-05
0.53589315525876469,-4.23e-05
0.53923205342237068,-4.23e-05
0.54257095158597668,-4.23e-05
0.54590984974958268,-4.24e-05
0.54924874791318867,-4.23e-05
0.55258764607679467,-4.23e-05
0.55592654424040067,-4.23e-05
0.55926544240400666,-4.23e-05
0.56260434056761266,-4.24e-05
0.56594323873121866,-4.23e-05
0.56928213689482465,-4.23e-05
0.57262103505843087,-4.24e-05
0.57595993322203687,-4.24e-05
0.57929883138564287,-4.24e-05
0.58263772954924886,-4.24e-05
0.58597662771285486,-4.24e-05
0.58931552587646086,-4.24e-05
0.59265442404006685,-4.24e-05
0.59599332220367285,-4.24e-05
0.59933222036727885,-4.24e-05
0.60267111853088484,-4.24e-05
0.60601001669449084,-4.24e-05
0.60934891485809684,-4.24e-05
0.61268781302170283,-4.24e-05
0.61602671118530883,-4.24e-05
0.61936560934891483,-4.24e-05
0.62270450751252082,-4.24e-05
0.62604340567612682,-4.24e-05
0.62938230383973304,-4.24e-05
0.63272120200333903,-4.24e-05
0.63606010016694503,-4.24e-05
0.63939899833055103,-4.24e-05
0.64273789649415702,-4.24e-05
0.64607679465776302,-4.24e-05
0.64941569282136902,-4.24e-05
0.65275459098497501,-4.24e-05
0.65609348914858101,-4.24e-05
0.65943238731218701,-4.24e-05
0.662771285475793,-4.24e-05
0.666110183639399,-4.24e-05
0.669449081803005,-4.24e-05
0.67278797996661099,-4.24e-05
0.67612687813021699,-4.24e-05
0.67946577629382299,-4.24e-05
0.68280467445742921,-4.24e-05
0.6861435726210352,-4.24e-05
0.6894824707846412,-4.24e-05
0.6928213689482472,-4.2499999999999996e-05
0.69616026711185319,-4.24e-05
0.69949916527545919,-4.2499999999999996e-05
0.70283806343906519,-4.24e-05
0.70617696160267118,-4.24e-05
0.70951585976627718,-4.24e-05
0.71285475792988318,-4.24e-05
0.71619365609348917,-4.24e-05
0.71953255425709517,-4.2499999999999996e-05
0.72287145242070117,-4.2499999999999996e-05
0.72621035058430716,-4.2499999999999996e-05
0.72954924874791316,-4.2499999999999996e-05
0.73288814691151916,-4.2499999999999996e-05
0.73622704507512515,-4.24e-05
0.73956594323873137,-4.2499999999999996e-05
0.74290484140233737,-4.2499999999999996e-05
0.74624373956594336,-4.2499999999999996e-05
0.74958263772954936,-4.2499999999999996e-05
0.75292153589315536,-4.2499999999999996e-05
0.75626043405676135,-4.2499999999999996e-05
0.75959933222036735,-4.2499999999999996e-05
0.76293823038397335,-4.2499999999999996e-05
0.76627712854757934,-4.2499999999999996e-05
0.76961602671118534,-4.2499999999999996e-05
0.77295492487479134,-4.2499999999999996e-05
0.77629382303839733,-4.2499999999999996e-05
0.77963272120200333,-4.2499999999999996e-05
0.78297161936560933,-4.2499999999999996e-05
0.78631051752921532,-4.2499999999999996e-05
0.78964941569282132,-4.2499999999999996e-05
0.79298831385642754,-4.2499999999999996e-05
0.79632721202003354,-4.2499999999999996e-05
0.79966611018363953,-4.2499999999999996e-05
0.80300500834724553,-4.2499999999999996e-05
0.80634390651085153,-4.2499999999999996e-05
0.80968280467445752,-4.2499999999999996e-05
0.81302170283806352,-4.2499999999999996e-05
0.81636060100166952,-4.2499999999999996e-05
0.81969949916527551,-4.2499999999999996e-05
0.82303839732888151,-4.2499999999999996e-05
0.82637729549248751,-4.2499999999999996e-05
0.8297161936560935,-4.2499999999999996e-05
0.8330550918196995,-4.2499999999999996e-05
0.8363939899833055,-4.2499999999999996e-05
0.83973288814691149,-4.2499999999999996e-05
0.84307178631051749,-4.2499999999999996e-05
0.84641068447412349,-4.2499999999999996e-05
0.84974958263772971,-4.2499999999999996e-05
0.8530884808013357,-4.26e-05
0.8564273789649417,-4.26e-05
0.8597662771285477,-4.26e-05
0.86310517529215369,-4.26e-05
0.86644407345575969,-4.26e-05
0.86978297161936569,-4.26e-05
0.87312186978297168,-4.26e-05
0.87646076794657768,-4.26e-05
0.87979966611018368,-4.26e-05
0.88313856427378967,-4.26e-05
0.88647746243739567,-4.26e-05
0.88981636060100167,-4.26e-05
0.89315525876460766,-4.26e-05
0.89649415692821366,-4.26e-05
0.89983305509181966,-4.26e-05
0.90317195325542587,-4.26e-05
0.90651085141903187,-4.26e-05
0.90984974958263787,-4.26e-05
0.91318864774624386,-4.26e-05
0.91652754590984986,-4.26e-05
0.91986644407345586,-4.26e-05
0.92320534223706185,-4.26e-05
0.92654424040066785,-4.26e-05
0.92988313856427385,-4.26e-05
0.93322203672787984,-4.26e-05
0.93656093489148584,-4.26e-05
0.93989983305509184,-4.26e-05
0.94323873121869783,-4.26e-05
0.94657762938230383,-4.26e-05
0.94991652754590983,-4.26e-05
0.95325542570951582,-4.26e-05
0.95659432387312182,-4.26e-05
0.95993322203672804,-4.26e-05
0.96327212020033404,-4.26e-05
0.96661101836394003,-4.26e-05
0.96994991652754603,-4.26e-05
0.97328881469115203,-4.26e-05
0.97662771285475802,-4.26e-05
0.97996661101836402,-4.26e-05
0.98330550918197002,-4.26e-05
0.98664440734557601,-4.26e-05
0.98998330550918201,-4.26e-05
0.99332220367278801,-4.26e-05
0.996661101836394,-4.26e-05
1.0,-4.26e-05
