Time (s),Channel 1 (V),Channel 2 (V)
-0.0025803466256636024,0.47188713715065633,0.4605943130352177
-0.0025797166256636027,0.47188713715065633,0.4605943130352177
-0.0025790866256636025,0.47188713715065633,0.46092681972921312
-0.0025784566256636023,0.47222005965961555,0.4605943130352177
-0.0025778266256636026,0.47222005965961555,0.4605943130352177
-0.0025771966256636024,0.47222005965961555,0.4605943130352177
-0.0025765666256636027,0.4718871371506565,0.45992929964722756
-0.0025759366256636025,0.47222005965961555,0.45992929964722729
-0.0025753066256636024,0.47155421464169711,0.46026180634122271
-0.0025746766256636027,0.47122129213273806,0.45992929964722745
-0.0025740466256636025,0.47155421464169711,0.45959679295323186
-0.0025734166256636023,0.47255298216857478,0.45926428625923688
-0.0025727866256636026,0.47255298216857478,0.45926428625923688
-0.0025721566256636024,0.47222005965961555,0.45893177956524145
-0.0025715266256636023,0.47255298216857461,0.45859927287124663
-0.0025708966256636026,0.47222005965961555,0.45893177956524145
-0.0025702666256636024,0.47188713715065633,0.45859927287124647
-0.0025696366256636027,0.47188713715065633,0.45859927287124647
-0.0025690066256636025,0.47222005965961555,0.45859927287124647
-0.0025683766256636023,0.47155421464169728,0.45859927287124647
-0.0025677466256636026,0.47188713715065633,0.45859927287124647
-0.0025671166256636025,0.47155421464169711,0.45859927287124647
-0.0025664866256636023,0.47155421464169711,0.45826676617725121
-0.0025658566256636026,0.47155421464169711,0.45859927287124647
-0.0025652266256636024,0.47155421464169711,0.45859927287124647
-0.0025645966256636027,0.47188713715065617,0.45826676617725121
-0.0025639666256636025,0.47188713715065633,0.45826676617725104
-0.0025633366256636024,0.47222005965961528,0.45793425948325561
-0.0025627066256636026,0.47155421464169711,0.45793425948325561
-0.0025620766256636025,0.47222005965961555,0.45760175278926063
-0.0025614466256636023,0.47188713715065589,0.45760175278926046
-0.0025608166256636026,0.47088836962377867,0.4572692460952652
-0.0025601866256636024,0.47055544711481989,0.45760175278926063
-0.0025595566256636027,0.4708883696237785,0.45693673940127005
-0.0025589266256636025,0.47155421464169711,0.45660423270727479
-0.0025582966256636024,0.47188713715065633,0.45627172601327937
-0.0025576666256636026,0.472885904677534,0.45627172601327937
-0.0025570366256636025,0.47188713715065633,0.45627172601327937
-0.0025564066256636023,0.47222005965961539,0.45627172601327937
-0.0025557766256636026,0.47188713715065633,0.45627172601327937
-0.0025551466256636024,0.47188713715065633,0.45593921931928438
-0.0025545166256636027,0.47188713715065633,0.45593921931928438
-0.0025538866256636025,0.47255298216857478,0.45593921931928438
-0.0025532566256636024,0.47255298216857478,0.45627172601327937
-0.0025526266256636026,0.47321882718649322,0.45627172601327937
-0.0025519966256636025,0.47255298216857478,0.45560671262528896
-0.0025513666256636023,0.47188713715065633,0.45593921931928422
-0.0025507366256636026,0.47188713715065633,0.45560671262528896
-0.0025501066256636024,0.47255298216857478,0.45560671262528896
-0.0025494766256636027,0.47255298216857478,0.4552742059312937
-0.0025488466256636025,0.47222005965961555,0.45527420593129353
-0.0025482166256636024,0.47222005965961555,0.45494169923729855
-0.0025475866256636026,0.47222005965961555,0.45560671262528868
-0.0025469566256636025,0.47155421464169711,0.45560671262528896
-0.0025463266256636023,0.47188713715065617,0.45527420593129353
-0.0025456966256636026,0.47155421464169711,0.45527420593129353
-0.0025450666256636024,0.47188713715065633,0.45460919254330312
-0.0025444366256636027,0.4725529821685745,0.4542766858493083
-0.0025438066256636025,0.47255298216857478,0.45427668584930814
-0.0025431766256636024,0.47222005965961555,0.45394417915531271
-0.0025425466256636027,0.47155421464169739,0.45460919254330284
