Time (s),Channel 1 (V),Channel 2 (V)
-0.0025800061875,2.4121595193648018,2.4064234862954414
-0.0025793761875000003,2.4121595193648018,2.4067559929894364
-0.0025787461875000002,2.412492441873761,2.4067559929894364
-0.0025781161875,2.4128253643827198,2.4064234862954414
-0.0025774861875000003,2.4121595193648018,2.4064234862954414
-0.0025768561875000001,2.4114936743468833,2.406090979601446
-0.0025762261875000004,2.4124924418737606,2.406090979601446
-0.0025755961875000002,2.4128253643827202,2.4064234862954414
-0.0025749661875,2.4128253643827202,2.406090979601446
-0.0025743361875000003,2.4131582868916794,2.406090979601446
-0.0025737061875000002,2.4134912094006387,2.406090979601446
-0.0025730761875,2.4134912094006387,2.4064234862954414
-0.0025724461875000003,2.4131582868916794,2.4067559929894364
-0.0025718161875000001,2.4128253643827202,2.406090979601446
-0.0025711861874999999,2.4131582868916794,2.4064234862954414
-0.0025705561875000002,2.4128253643827202,2.406090979601446
-0.0025699261875000001,2.4121595193648018,2.4064234862954414
-0.0025692961875000003,2.4121595193648018,2.4064234862954414
-0.0025686661875000002,2.4131582868916794,2.4067559929894364
-0.0025680361875,2.412492441873761,2.4070884996834319
-0.0025674061875000003,2.412492441873761,2.4070884996834319
-0.0025667761875000001,2.4128253643827202,2.4067559929894364
-0.0025661461875,2.4131582868916794,2.4067559929894364
-0.0025655161875000002,2.4128253643827202,2.4064234862954414
-0.0025648861875000001,2.4128253643827202,2.4064234862954414
-0.0025642561875000003,2.4131582868916794,2.406090979601446
-0.0025636261875000002,2.4128253643827202,2.4064234862954414
-0.0025629961875,2.412492441873761,2.4064234862954414
-0.0025623661875000003,2.4128253643827202,2.4064234862954414
-0.0025617361875000001,2.4128253643827202,2.4064234862954414
-0.0025611061875,2.4128253643827202,2.4067559929894364
-0.0025604761875000002,2.4128253643827202,2.4067559929894364
-0.0025598461875000001,2.4128253643827202,2.4064234862954414
-0.0025592161875000003,2.4134912094006382,2.4064234862954414
-0.0025585861875000002,2.4134912094006387,2.406090979601446
-0.0025579561875,2.4131582868916794,2.4064234862954414
-0.0025573261875000003,2.412492441873761,2.4070884996834319
-0.0025566961875000001,2.4131582868916794,2.4074210063774273
-0.0025560661875,2.4134912094006387,2.4067559929894364
-0.0025554361875000002,2.4134912094006387,2.4064234862954414
-0.0025548061875000001,2.4128253643827202,2.4064234862954414
-0.0025541761875000004,2.4138241319095974,2.4064234862954414
-0.0025535461875000002,2.4134912094006387,2.4070884996834319
-0.0025529161875,2.4131582868916794,2.4074210063774273
-0.0025522861875000003,2.4121595193648018,2.4067559929894364
-0.0025516561875000001,2.4131582868916794,2.4067559929894364
-0.0025510261875,2.4131582868916794,2.4070884996834319
-0.0025503961875000002,2.4128253643827202,2.4067559929894364
-0.0025497661875000001,2.4128253643827202,2.4067559929894364
-0.0025491361875000004,2.4121595193648022,2.4067559929894364
-0.0025485061875000002,2.4121595193648018,2.4067559929894364
-0.0025478761875,2.412492441873761,2.4064234862954414
-0.0025472461875000003,2.412492441873761,2.4064234862954414
-0.0025466161875000001,2.412492441873761,2.406090979601446
-0.0025459861875,2.4128253643827198,2.4067559929894364
-0.0025453561875000003,2.4121595193648018,2.4070884996834319
-0.0025447261875000001,2.412492441873761,2.4067559929894364
-0.0025440961875000004,2.4128253643827202,2.4064234862954414
-0.0025434661875000002,2.4128253643827202,2.4067559929894364
-0.0025428361875,2.4128253643827202,2.4064234862954414
-0.0025422061875000003,2.412492441873761,2.4064234862954414
-0.0025415761875000002,2.4128253643827202,2.4067559929894364
-0.0025409461875,2.412492441873761,2.4067559929894364
-0.0025403161875000003,2.4128253643827202,2.4064234862954414
-0.0025396861875000001,2.4128253643827202,2.406090979601446
-0.0025390561875000004,2.4128253643827202,2.4064234862954414
-0.0025384261875000002,2.4131582868916794,2.4067559929894364
-0.0025377961875000001,2.412492441873761,2.4067559929894364
-0.0025371661875000003,2.412492441873761,2.4064234862954414
-0.0025365361875000002,2.4128253643827202,2.4064234862954414
-0.0025359061875,2.4128253643827202,2.4067559929894364
-0.0025352761875000003,2.4128253643827202,2.4067559929894364
-0.0025346461875000001,2.4131582868916794,2.406090979601446
-0.0025340161874999999,2.4138241319095979,2.4064234862954414
-0.0025333861875000002,2.4134912094006387,2.4067559929894364
-0.0025327561875000001,2.4131582868916794,2.4067559929894364
-0.0025321261875000003,2.4128253643827202,2.4067559929894364
-0.0025314961875000002,2.4128253643827202,2.4064234862954414
-0.0025308661875,2.4131582868916794,2.4064234862954414
-0.0025302361875000003,2.4131582868916794,2.4067559929894364
-0.0025296061875000001,2.4134912094006387,2.4064234862954414
-0.0025289761875,2.4134912094006387,2.4064234862954414
-0.0025283461875000002,2.4134912094006387,2.406090979601446
-0.0025277161875000001,2.4131582868916794,2.4067559929894364
-0.0025270861875000003,2.4124924418737614,2.4070884996834319
-0.0025264561875000002,2.412492441873761,2.4067559929894364
-0.0025258261875,2.412492441873761,2.406090979601446
-0.0025251961875000003,2.412492441873761,2.406090979601446
-0.0025245661875000001,2.4128253643827202,2.4064234862954414
-0.0025239361875,2.4134912094006387,2.4064234862954414
-0.0025233061875000002,2.4134912094006387,2.4067559929894364
-0.0025226761875000001,2.4134912094006387,2.4067559929894364
-0.0025220461875000003,2.4128253643827207,2.4070884996834319
-0.0025214161875000002,2.4128253643827202,2.4067559929894364
-0.0025207861875,2.4128253643827202,2.4067559929894364
