V_in(Ch1),I_b(Ch1),I_e(Ch2)
0.34999999999999998,1.2e-08,6.000000000000001e-05
0.35177165354330708,9.3e-09,6.000000000000001e-05
0.35354330708661413,8.3e-09,6.000000000000001e-05
0.35531496062992124,6.8000000000000005e-09,6.000000000000001e-05
0.35708661417322834,6e-09,6.000000000000001e-05
0.3588582677165354,6.5e-09,6.000000000000001e-05
0.3606299212598425,6.1e-09,6.000000000000001e-05
0.36240157480314961,6.5e-09,6.000000000000001e-05
0.36417322834645666,5.7000000000000006e-09,6.000000000000001e-05
0.36594488188976376,5.8e-09,6.000000000000001e-05
0.36771653543307087,5.8e-09,6.000000000000001e-05
0.36948818897637792,6e-09,6.000000000000001e-05
0.37125984251968502,6e-09,6.000000000000001e-05
0.37303149606299213,7.2e-09,6.000000000000001e-05
0.37480314960629918,7.1e-09,6.000000000000001e-05
0.37657480314960629,7.6e-09,6.000000000000001e-05
0.37834645669291339,8.1e-09,6.000000000000001e-05
0.38011811023622044,8.7e-09,6.000000000000001e-05
0.38188976377952755,9.3e-09,6.000000000000001e-05
0.38366141732283465,9.4e-09,6.000000000000001e-05
0.3854330708661417,1.05e-08,6.000000000000001e-05
0.38720472440944881,1.08e-08,6.000000000000001e-05
0.38897637795275586,1.15e-08,6.000000000000001e-05
0.39074803149606296,1.21e-08,6.000000000000001e-05
0.39251968503937007,1.26e-08,6.000000000000001e-05
0.39429133858267718,1.4000000000000001e-08,6.000000000000001e-05
0.39606299212598423,1.43e-08,6.000000000000001e-05
0.39783464566929133,1.53e-08,6.000000000000001e-05
0.39960629921259838,1.63e-08,6.000000000000001e-05
0.40137795275590549,1.81e-08,6.000000000000001e-05
0.40314960629921259,1.85e-08,6.000000000000001e-05
0.4049212598425197,2.03e-08,6.000000000000001e-05
0.40669291338582675,2.14e-08,6.000000000000001e-05
0.40846456692913385,2.2800000000000002e-08,6.000000000000001e-05
0.4102362204724409,2.3500000000000002e-08,6.000000000000001e-05
0.41200787401574801,2.52e-08,6.000000000000001e-05
0.41377952755905512,2.71e-08,6.000000000000001e-05
0.41555118110236222,2.9100000000000002e-08,6.000000000000001e-05
0.41732283464566927,3.12e-08,6.000000000000001e-05
0.41909448818897638,3.23e-08,6.000000000000001e-05
0.42086614173228343,3.6e-08,6.000000000000001e-05
0.42263779527559053,3.72e-08,6.000000000000001e-05
0.42440944881889764,3.97e-08,6.000000000000001e-05
0.42618110236220474,4.16e-08,6.000000000000001e-05
0.42795275590551179,4.49e-08,6.000000000000001e-05
0.4297244094488189,4.74e-08,6.000000000000001e-05
0.43149606299212595,5.2e-08,6.000000000000001e-05
0.43326771653543306,5.55e-08,5e-05
0.43503937007874016,5.94e-08,5e-05
0.43681102362204721,6.24e-08,5e-05
0.43858267716535432,6.7e-08,5e-05
0.44035433070866142,7.09e-08,5e-05
0.44212598425196847,7.59e-08,5e-05
0.44389763779527558,8.150000000000001e-08,5e-05
0.44566929133858268,8.54e-08,5e-05
0.44744094488188974,9.27e-08,5e-05
0.44921259842519684,9.83e-08,5e-05
0.45098425196850395,1.057e-07,5e-05
0.452755905511811,1.135e-07,5e-05
0.4545275590551181,1.198e-07,5e-05
0.45629921259842521,1.299e-07,5e-05
0.45807086614173226,1.379e-07,5e-05
0.45984251968503936,1.494e-07,5e-05
0.46161417322834641,1.572e-07,5e-05
0.46338582677165352,1.705e-07,5e-05
0.46515748031496063,1.8060000000000002e-07,5e-05
0.46692913385826773,1.9900000000000002e-07,6.000000000000001e-05
0.46870078740157478,2.1e-07,6.000000000000001e-05
0.47047244094488189,2.27e-07,6.000000000000001e-05
0.47224409448818894,2.4000000000000003e-07,6.000000000000001e-05
0.47401574803149604,2.61e-07,6.000000000000001e-05
0.47578740157480315,2.82e-07,6.000000000000001e-05
0.47755905511811025,2.98e-07,6.000000000000001e-05
0.4793307086614173,3.23e-07,6.000000000000001e-05
0.48110236220472441,3.41e-07,6.000000000000001e-05
0.48287401574803146,3.7e-07,6.000000000000001e-05
0.48464566929133857,3.92e-07,6.000000000000001e-05
0.48641732283464567,4.2400000000000004e-07,6.000000000000001e-05
0.48818897637795278,4.49e-07,6.000000000000001e-05
0.48996062992125983,4.85e-07,6.000000000000001e-05
0.49173228346456693,5.15e-07,6.000000000000001e-05
0.49350393700787398,5.560000000000001e-07,6.000000000000001e-05
0.49527559055118109,6.01e-07,6.000000000000001e-05
0.49704724409448819,6.36e-07,6.000000000000001e-05
0.4988188976377953,6.87e-07,6.000000000000001e-05
0.50059055118110241,7.280000000000001e-07,6.000000000000001e-05
0.5023622047244094,7.860000000000001e-07,6.000000000000001e-05
0.50413385826771651,8.33e-07,6.000000000000001e-05
0.50590551181102361,8.990000000000001e-07,6.000000000000001e-05
