V_in(Ch1),V_out(Ch2)
2.204724409448819,1.44
2.2244094488188977,1.46
2.2440944881889764,1.48
2.2637795275590551,1.5
2.2834645669291338,1.5150000000000001
2.3031496062992125,1.5350000000000001
2.3228346456692912,1.555
2.3425196850393699,1.575
2.3622047244094486,1.59
2.3818897637795273,1.61
2.4015748031496065,1.6300000000000001
2.4212598425196852,1.645
2.4409448818897639,1.665
2.4606299212598426,1.685
2.4803149606299213,1.705
2.5,1.725
2.5196850393700787,1.745
2.5393700787401574,1.7650000000000001
2.5590551181102361,1.7850000000000001
2.5787401574803148,1.8
2.5984251968503935,1.82
2.6181102362204722,1.84
2.6377952755905509,1.855
2.6574803149606301,1.875
2.6771653543307088,1.895
2.6968503937007875,1.915
2.7165354330708662,1.935
2.7362204724409449,1.955
2.7559055118110236,1.975
2.7755905511811023,1.99
2.795275590551181,2.0100000000000002
2.8149606299212597,2.0300000000000002
2.8346456692913384,2.05
2.8543307086614171,2.07
2.8740157480314958,2.085
2.8937007874015745,2.105
2.9133858267716537,2.125
2.9330708661417324,2.145
2.9527559055118111,2.165
2.9724409448818898,2.185
2.9921259842519685,2.205
3.0118110236220472,2.225
3.0314960629921259,2.24
3.0511811023622046,2.2600000000000002
3.0708661417322833,2.285
3.090551181102362,2.3000000000000003
3.1102362204724407,2.32
3.1299212598425195,2.34
3.1496062992125982,2.36
3.1692913385826773,2.38
3.188976377952756,2.395
3.2086614173228347,2.41
3.2283464566929134,2.43
3.2480314960629921,2.45
3.2677165354330708,2.47
3.2874015748031495,2.49
3.3070866141732282,2.5100000000000002
3.326771653543307,2.5300000000000002
3.3464566929133857,2.545
3.3661417322834644,2.565
3.3858267716535431,2.585
3.4055118110236222,2.605
3.4251968503937009,2.62
3.4448818897637796,2.64
3.4645669291338583,2.66
3.484251968503937,2.68
3.5039370078740157,2.7
3.5236220472440944,2.72
3.5433070866141732,2.74
3.5629921259842519,2.7600000000000002
3.5826771653543306,2.7800000000000002
3.6023622047244093,2.8000000000000003
3.622047244094488,2.815
3.6417322834645667,2.835
3.6614173228346458,2.855
3.6811023622047245,2.875
3.7007874015748032,2.895
3.7204724409448819,2.91
3.7401574803149606,2.93
3.7598425196850394,2.95
3.7795275590551181,2.97
3.7992125984251968,2.99
3.8188976377952755,3.0100000000000002
3.8385826771653542,3.0300000000000002
3.8582677165354329,3.045
3.8779527559055116,3.065
3.8976377952755903,3.085
3.9173228346456694,3.105
3.9370078740157481,3.12
3.9566929133858268,3.14
3.9763779527559056,3.16
3.9960629921259843,3.18
4.015748031496063,3.215
4.0354330708661417,3.235
4.0551181102362204,3.255
4.0748031496062991,3.275
4.0944881889763778,3.295
4.1141732283464565,3.31
4.1338582677165352,3.33
4.1535433070866139,3.345
4.1732283464566926,3.365
4.1929133858267713,3.3850000000000002
4.21259842519685,3.4050000000000002
4.2322834645669287,3.4250000000000003
4.2519685039370074,3.4450000000000003
4.2716535433070861,3.465
4.2913385826771657,3.485
4.3110236220472444,3.505
4.3307086614173231,3.525
4.3503937007874018,3.545
4.3700787401574805,3.565
4.3897637795275593,3.58
4.409448818897638,3.605
4.4291338582677167,3.625
4.4488188976377954,3.645
4.4685039370078741,3.665
4.4881889763779528,3.68
4.5078740157480315,3.7
4.5275590551181102,3.72
4.5472440944881889,3.74
4.5669291338582676,3.7600000000000002
4.5866141732283463,3.7800000000000002
4.606299212598425,3.8000000000000003
4.6259842519685037,3.815
4.6456692913385824,3.835
4.6653543307086611,3.855
4.6850393700787398,3.87
4.7047244094488185,3.89
4.7244094488188972,3.91
4.7440944881889759,3.93
4.7637795275590546,3.95
4.7834645669291334,3.9650000000000003
4.8031496062992129,3.985
4.8228346456692917,4.005
4.8425196850393704,4.025
4.8622047244094491,4.05
4.8818897637795278,4.07
4.9015748031496065,4.09
4.9212598425196852,4.11
4.9409448818897639,4.125
4.9606299212598426,4.1450000000000005
4.9803149606299213,4.165
5.0,4.1850000000000005
