V_input,I_1
-0.29999999999999999,8e-10
-0.29698492462311554,-2e-10
-0.29396984924623115,7.000000000000001e-10
-0.29095477386934671,-8e-10
-0.28793969849246231,2e-10
-0.28492462311557787,-5e-10
-0.28190954773869348,0.0
-0.27889447236180903,7.000000000000001e-10
-0.27587939698492459,3e-10
-0.27286432160804019,4e-10
-0.26984924623115575,5e-10
-0.26683417085427136,1.8e-09
-0.26381909547738691,1.7000000000000001e-09
-0.26080402010050252,4e-10
-0.25778894472361807,1.6e-09
-0.25477386934673363,1.3e-09
-0.25175879396984924,9e-10
-0.24874371859296482,2.5e-09
-0.2457286432160804,1.1000000000000001e-09
-0.24271356783919595,1.9e-09
-0.23969849246231156,9e-10
-0.23668341708542712,3.8e-09
-0.2336683417085427,1.2e-09
-0.23065326633165828,4.5e-09
-0.22763819095477386,3.3e-09
-0.22462311557788944,6.2e-09
-0.22160804020100502,3.7e-09
-0.21859296482412061,5.1e-09
-0.21557788944723616,7.6e-09
-0.21256281407035177,6.9000000000000006e-09
-0.20954773869346732,7.4e-09
-0.2065326633165829,7.500000000000001e-09
-0.20351758793969849,8.800000000000001e-09
-0.20050251256281407,9.6e-09
-0.19748743718592965,8.7e-09
-0.1944723618090452,1.17e-08
-0.19145728643216081,1.16e-08
-0.18844221105527637,1.51e-08
-0.18542713567839195,1.7e-08
-0.18241206030150753,1.99e-08
-0.17939698492462311,1.86e-08
-0.17638190954773869,2.33e-08
-0.17336683417085427,2.36e-08
-0.17035175879396985,2.6100000000000002e-08
-0.16733668341708541,2.9800000000000002e-08
-0.16432160804020099,3.1500000000000004e-08
-0.16130653266331657,3.54e-08
-0.15829145728643215,3.8100000000000004e-08
-0.15527638190954773,4.14e-08
-0.15226130653266332,4.53e-08
-0.1492462311557789,5.17e-08
-0.14623115577889448,5.55e-08
-0.14321608040201006,6.04e-08
-0.14020100502512561,6.740000000000001e-08
-0.13718592964824119,7.15e-08
-0.13417085427135678,7.780000000000001e-08
-0.13115577889447236,8.520000000000001e-08
-0.12814070351758794,9.35e-08
-0.12512562814070352,1.0210000000000001e-07
-0.1221105527638191,1.129e-07
-0.11909547738693466,1.197e-07
-0.11608040201005024,1.277e-07
-0.11306532663316582,1.403e-07
-0.1100502512562814,1.514e-07
-0.10703517587939698,1.615e-07
-0.10402010050251256,1.752e-07
-0.10100502512562815,1.889e-07
-0.097989949748743727,1.9900000000000002e-07
-0.094974874371859308,2.1200000000000002e-07
-0.091959798994974862,2.2900000000000003e-07
-0.088944723618090443,2.48e-07
-0.085929648241206025,2.6400000000000003e-07
-0.082914572864321606,2.8800000000000004e-07
-0.079899497487437188,3.01e-07
-0.076884422110552769,3.2600000000000003e-07
-0.073869346733668351,3.47e-07
-0.070854271356783904,3.7200000000000005e-07
-0.067839195979899486,3.9300000000000004e-07
-0.064824120603015067,4.1500000000000005e-07
-0.061809045226130649,4.51e-07
-0.05879396984924623,4.75e-07
-0.055778894472361812,5.040000000000001e-07
-0.052763819095477393,5.34e-07
-0.049748743718592947,5.7e-07
-0.046733668341708556,6.040000000000001e-07
-0.04371859296482411,6.39e-07
-0.040703517587939719,6.74e-07
-0.037688442211055273,7.02e-07
-0.034673366834170827,7.420000000000001e-07
-0.031658291457286436,7.78e-07
-0.02864321608040199,8.19e-07
-0.025628140703517599,8.550000000000001e-07
-0.022613065326633153,8.920000000000001e-07
-0.019597989949748762,9.36e-07
-0.016582914572864316,9.770000000000001e-07
-0.013567839195979925,1.0110000000000001e-06
-0.010552763819095479,1.052e-06
-0.0075376884422110324,1.094e-06
-0.0045226130653266416,1.1320000000000001e-06
-0.0015075376884421954,1.1740000000000001e-06
0.0015075376884421954,1.2140000000000002e-06
0.0045226130653266416,1.254e-06
0.0075376884422110324,1.2960000000000002e-06
0.010552763819095479,1.3320000000000001e-06
0.013567839195979869,1.373e-06
0.016582914572864316,1.413e-06
0.019597989949748762,1.4510000000000002e-06
0.022613065326633153,1.4820000000000002e-06
0.025628140703517599,1.526e-06
0.02864321608040199,1.5580000000000002e-06
0.031658291457286436,1.5950000000000002e-06
0.034673366834170827,1.633e-06
0.037688442211055273,1.67e-06
0.040703517587939719,1.7e-06
0.04371859296482411,1.732e-06
0.046733668341708556,1.7660000000000001e-06
0.049748743718592947,1.796e-06
0.052763819095477393,1.8340000000000001e-06
0.055778894472361784,1.861e-06
0.05879396984924623,1.886e-06
0.061809045226130677,1.913e-06
0.064824120603015067,1.9430000000000003e-06
0.067839195979899514,1.9660000000000003e-06
0.070854271356783904,1.991e-06
0.073869346733668351,1.94e-06
0.076884422110552741,1.97e-06
0.079899497487437188,1.98e-06
0.082914572864321578,2e-06
0.085929648241206025,2.02e-06
0.088944723618090471,2.04e-06
0.091959798994974862,2.05e-06
0.094974874371859308,2.07e-06
0.097989949748743699,2.09e-06
0.10100502512562815,2.1000000000000002e-06
0.10402010050251254,2.12e-06
0.10703517587939698,2.12e-06
0.11005025125628137,2.14e-06
0.11306532663316582,2.15e-06
0.11608040201005027,2.16e-06
0.11909547738693466,2.17e-06
0.1221105527638191,2.17e-06
0.12512562814070349,2.19e-06
0.12814070351758794,2.2e-06
0.13115577889447233,2.2e-06
0.13417085427135678,2.21e-06
0.13718592964824122,2.21e-06
0.14020100502512561,2.22e-06
0.14321608040201006,2.22e-06
0.14623115577889445,2.2300000000000002e-06
0.1492462311557789,2.24e-06
0.15226130653266329,2.24e-06
0.15527638190954773,2.24e-06
0.15829145728643218,2.24e-06
0.16130653266331657,2.24e-06
0.16432160804020102,2.25e-06
0.16733668341708541,2.25e-06
0.17035175879396985,2.25e-06
0.17336683417085424,2.25e-06
0.17638190954773869,2.25e-06
0.17939698492462308,2.26e-06
0.18241206030150753,2.26e-06
0.18542713567839197,2.26e-06
0.18844221105527637,2.27e-06
0.19145728643216081,2.27e-06
0.1944723618090452,2.27e-06
0.19748743718592965,2.26e-06
0.20050251256281409,2.27e-06
0.20351758793969849,2.27e-06
0.20653266331658288,2.27e-06
0.20954773869346738,2.27e-06
0.21256281407035177,2.27e-06
0.21557788944723616,2.27e-06
0.21859296482412055,2.27e-06
0.22160804020100505,2.27e-06
0.22462311557788944,2.28e-06
0.22763819095477383,2.28e-06
0.23065326633165834,2.28e-06
0.23366834170854273,2.28e-06
0.23668341708542712,2.27e-06
0.23969849246231151,2.28e-06
0.24271356783919601,2.28e-06
0.2457286432160804,2.28e-06
0.24874371859296479,2.28e-06
0.25175879396984918,2.28e-06
0.25477386934673368,2.28e-06
0.25778894472361807,2.28e-06
0.26080402010050246,2.27e-06
0.26381909547738697,2.27e-06
0.26683417085427136,2.28e-06
0.26984924623115575,2.28e-06
0.27286432160804014,2.28e-06
0.27587939698492464,2.28e-06
0.27889447236180903,2.28e-06
0.28190954773869342,2.28e-06
0.28492462311557792,2.28e-06
0.28793969849246231,2.28e-06
0.29095477386934671,2.28e-06
0.2939698492462311,2.28e-06
0.2969849246231156,2.28e-06
0.29999999999999999,2.28e-06
