V_input,I_1
-0.29999999999999999,2.4e-06
-0.29698492462311554,2.7200000000000002e-06
-0.29396984924623115,2.68e-06
-0.29095477386934671,2.68e-06
-0.28793969849246231,2.66e-06
-0.28492462311557787,2.66e-06
-0.28190954773869348,2.66e-06
-0.27889447236180903,2.65e-06
-0.27587939698492459,2.65e-06
-0.27286432160804019,2.65e-06
-0.26984924623115575,2.65e-06
-0.26683417085427136,2.65e-06
-0.26381909547738691,2.65e-06
-0.26080402010050252,2.64e-06
-0.25778894472361807,2.64e-06
-0.25477386934673363,2.64e-06
-0.25175879396984924,2.64e-06
-0.24874371859296482,2.64e-06
-0.2457286432160804,2.64e-06
-0.24271356783919595,2.6300000000000002e-06
-0.23969849246231156,2.64e-06
-0.23668341708542712,2.64e-06
-0.2336683417085427,2.64e-06
-0.23065326633165828,2.64e-06
-0.22763819095477386,2.64e-06
-0.22462311557788944,2.6300000000000002e-06
-0.22160804020100502,2.6300000000000002e-06
-0.21859296482412061,2.6300000000000002e-06
-0.21557788944723616,2.6300000000000002e-06
-0.21256281407035177,2.6300000000000002e-06
-0.20954773869346732,2.6300000000000002e-06
-0.2065326633165829,2.6300000000000002e-06
-0.20351758793969849,2.62e-06
-0.20050251256281407,2.6300000000000002e-06
-0.19748743718592965,2.6300000000000002e-06
-0.1944723618090452,2.6300000000000002e-06
-0.19145728643216081,2.62e-06
-0.18844221105527637,2.62e-06
-0.18542713567839195,2.62e-06
-0.18241206030150753,2.62e-06
-0.17939698492462311,2.61e-06
-0.17638190954773869,2.61e-06
-0.17336683417085427,2.61e-06
-0.17035175879396985,2.6e-06
-0.16733668341708541,2.6e-06
-0.16432160804020099,2.59e-06
-0.16130653266331657,2.6e-06
-0.15829145728643215,2.59e-06
-0.15527638190954773,2.59e-06
-0.15226130653266332,2.58e-06
-0.1492462311557789,2.57e-06
-0.14623115577889448,2.57e-06
-0.14321608040201006,2.56e-06
-0.14020100502512561,2.55e-06
-0.13718592964824119,2.55e-06
-0.13417085427135678,2.5400000000000002e-06
-0.13115577889447236,2.53e-06
-0.12814070351758794,2.52e-06
-0.12512562814070352,2.51e-06
-0.1221105527638191,2.5e-06
-0.11909547738693466,2.49e-06
-0.11608040201005024,2.47e-06
-0.11306532663316582,2.47e-06
-0.1100502512562814,2.4500000000000003e-06
-0.10703517587939698,2.44e-06
-0.10402010050251256,2.42e-06
-0.10100502512562815,2.4e-06
-0.097989949748743727,2.39e-06
-0.094974874371859308,2.37e-06
-0.091959798994974862,2.35e-06
-0.088944723618090443,2.34e-06
-0.085929648241206025,2.31e-06
-0.082914572864321606,2.29e-06
-0.079899497487437188,2.26e-06
-0.076884422110552769,2.24e-06
-0.073869346733668351,2.21e-06
-0.070854271356783904,2.19e-06
-0.067839195979899486,2.16e-06
-0.064824120603015067,2.12e-06
-0.061809045226130649,2.1000000000000002e-06
-0.05879396984924623,2.07e-06
-0.055778894472361812,2.03e-06
-0.052763819095477393,2e-06
