V_input,I_1
-0.29999999999999999,-6e-10
-0.29698492462311554,0.0
-0.29396984924623115,-9e-10
-0.29095477386934671,-1.4000000000000001e-09
-0.28793969849246231,1.5e-09
-0.28492462311557787,-6e-10
-0.28190954773869348,8e-10
-0.27889447236180903,-3e-10
-0.27587939698492459,1e-10
-0.27286432160804019,1e-09
-0.26984924623115575,6e-10
-0.26683417085427136,6e-10
-0.26381909547738691,4.8e-09
-0.26080402010050252,2e-10
-0.25778894472361807,-5e-10
-0.25477386934673363,2.7e-09
-0.25175879396984924,5e-10
-0.24874371859296482,2e-09
-0.2457286432160804,5e-10
-0.24271356783919595,1.6e-09
-0.23969849246231156,1.3e-09
-0.23668341708542712,1.3e-09
-0.2336683417085427,1.3e-09
-0.23065326633165828,1.5e-09
-0.22763819095477386,3.7e-09
-0.22462311557788944,3.1e-09
-0.22160804020100502,7.1e-09
-0.21859296482412061,4.1e-09
-0.21557788944723616,6.7000000000000004e-09
-0.21256281407035177,2.7e-09
-0.20954773869346732,7.8e-09
-0.2065326633165829,6.9000000000000006e-09
-0.20351758793969849,9.5e-09
-0.20050251256281407,1.04e-08
-0.19748743718592965,8.9e-09
-0.1944723618090452,1.3600000000000001e-08
-0.19145728643216081,1.2e-08
-0.18844221105527637,1.75e-08
-0.18542713567839195,1.8e-08
-0.18241206030150753,1.67e-08
-0.17939698492462311,2.01e-08
-0.17638190954773869,2.11e-08
-0.17336683417085427,2.34e-08
-0.17035175879396985,2.51e-08
-0.16733668341708541,2.7600000000000002e-08
-0.16432160804020099,3.09e-08
-0.16130653266331657,3.38e-08
-0.15829145728643215,3.48e-08
-0.15527638190954773,4.29e-08
-0.15226130653266332,4.66e-08
-0.1492462311557789,5.1e-08
-0.14623115577889448,5.5e-08
-0.14321608040201006,6.03e-08
-0.14020100502512561,6.580000000000001e-08
-0.13718592964824119,7.3e-08
-0.13417085427135678,7.83e-08
-0.13115577889447236,8.53e-08
-0.12814070351758794,9.330000000000001e-08
-0.12512562814070352,1.017e-07
-0.1221105527638191,1.094e-07
-0.11909547738693466,1.196e-07
-0.11608040201005024,1.294e-07
-0.11306532663316582,1.391e-07
-0.1100502512562814,1.501e-07
-0.10703517587939698,1.621e-07
-0.10402010050251256,1.763e-07
-0.10100502512562815,1.913e-07
-0.097989949748743727,2.02e-07
-0.094974874371859308,2.14e-07
-0.091959798994974862,2.28e-07
-0.088944723618090443,2.5000000000000004e-07
-0.085929648241206025,2.6400000000000003e-07
-0.082914572864321606,2.8100000000000004e-07
-0.079899497487437188,3.06e-07
-0.076884422110552769,3.2600000000000003e-07
-0.073869346733668351,3.47e-07
-0.070854271356783904,3.7200000000000005e-07
-0.067839195979899486,3.96e-07
-0.064824120603015067,4.2e-07
-0.061809045226130649,4.51e-07
-0.05879396984924623,4.75e-07
-0.055778894472361812,5.05e-07
-0.052763819095477393,5.39e-07
-0.049748743718592947,5.71e-07
-0.046733668341708556,6.08e-07
-0.04371859296482411,6.39e-07
-0.040703517587939719,6.730000000000001e-07
-0.037688442211055273,7.08e-07
-0.034673366834170827,7.4e-07
-0.031658291457286436,7.81e-07
-0.02864321608040199,8.130000000000001e-07
-0.025628140703517599,8.56e-07
-0.022613065326633153,8.890000000000001e-07
-0.019597989949748762,9.35e-07
-0.016582914572864316,9.72e-07
-0.013567839195979925,1.013e-06
-0.010552763819095479,1.052e-06
-0.0075376884422110324,1.091e-06
-0.0045226130653266416,1.131e-06
-0.0015075376884421954,1.1770000000000001e-06
0.0015075376884421954,1.213e-06
0.0045226130653266416,1.254e-06
0.0075376884422110324,1.2960000000000002e-06
0.010552763819095479,1.334e-06
0.013567839195979869,1.3720000000000002e-06
