V_input,I_1
-2.0,-1.9e-09
-1.9798994974874371,-1.8e-09
-1.9597989949748744,-7.000000000000001e-10
-1.9396984924623115,-1.2e-09
-1.9195979899497488,-1.9e-09
-1.8994974874371859,-4e-10
-1.879396984924623,-2.7e-09
-1.8592964824120604,-5e-10
-1.8391959798994975,-1.9e-09
-1.8190954773869348,-2.4e-09
-1.7989949748743719,-1.2e-09
-1.778894472361809,-2.8000000000000003e-09
-1.7587939698492463,1.6e-09
-1.7386934673366834,-9e-10
-1.7185929648241207,-1.7000000000000001e-09
-1.6984924623115578,-2e-09
-1.6783919597989949,-9e-10
-1.6582914572864322,1e-10
-1.6381909547738693,-1.8e-09
-1.6180904522613067,-1.3e-09
-1.5979899497487438,-1.5e-09
-1.5778894472361809,1e-10
-1.557788944723618,6e-10
-1.5376884422110553,1e-09
-1.5175879396984926,-1e-10
-1.4974874371859297,2.6e-09
-1.4773869346733668,2.6e-09
-1.4572864321608039,3.4000000000000003e-09
-1.4371859296482412,9.6e-09
-1.4170854271356785,2e-08
-1.3969849246231156,3.2200000000000004e-08
-1.3768844221105527,6.27e-08
-1.3567839195979898,1.069e-07
-1.3366834170854272,1.876e-07
-1.3165829145728645,3.28e-07
-1.2964824120603016,5.420000000000001e-07
-1.2763819095477387,8.580000000000001e-07
-1.2562814070351758,1.3150000000000001e-06
-1.2361809045226131,1.947e-06
-1.2160804020100502,2.69e-06
-1.1959798994974875,3.7e-06
-1.1758793969849246,4.94e-06
-1.1557788944723617,6.4100000000000005e-06
-1.135678391959799,8.14e-06
-1.1155778894472361,1.006e-05
-1.0954773869346734,1.222e-05
-1.0753768844221105,1.464e-05
-1.0552763819095476,1.7330000000000002e-05
-1.035175879396985,1.9699999999999998e-05
-1.0150753768844221,2.28e-05
-0.99497487437185939,2.6e-05
-0.97487437185929648,2.95e-05
-0.95477386934673358,3.32e-05
-0.9346733668341709,3.74e-05
-0.914572864321608,4.1599999999999995e-05
-0.8944723618090451,4.6e-05
-0.87437185929648242,5.04e-05
-0.85427135678391952,5.49e-05
-0.83417085427135684,5.98e-05
-0.81407035175879394,6.48e-05
-0.79396984924623104,7e-05
-0.77386934673366836,7.53e-05
-0.75376884422110546,8.06e-05
-0.73366834170854278,8.62e-05
-0.71356783919597988,9.18e-05
-0.69346733668341698,9.76e-05
-0.6733668341708543,0.0001036
-0.6532663316582914,0.0001097
-0.63316582914572872,0.00011609999999999999
-0.61306532663316582,0.0001222
-0.59296482412060292,0.0001283
-0.57286432160804024,0.0001347
-0.55276381909547734,0.0001413
