V_input,V
-1.0,1.834
-0.97979797979797978,1.834
-0.95959595959595956,1.836
-0.93939393939393945,1.836
-0.91919191919191923,1.836
-0.89898989898989901,1.836
-0.87878787878787878,1.836
-0.85858585858585856,1.836
-0.83838383838383834,1.836
-0.81818181818181812,1.836
-0.79797979797979801,1.836
-0.77777777777777779,1.836
-0.75757575757575757,1.836
-0.73737373737373735,1.836
-0.71717171717171713,1.836
-0.69696969696969702,1.836
-0.67676767676767668,1.836
-0.65656565656565657,1.836
-0.63636363636363635,1.836
-0.61616161616161613,1.836
-0.59595959595959591,1.836
-0.57575757575757569,1.836
-0.55555555555555558,1.836
-0.53535353535353525,1.836
-0.51515151515151514,1.836
-0.49494949494949492,1.836
-0.4747474747474747,1.836
-0.45454545454545447,1.836
-0.43434343434343425,1.836
-0.41414141414141414,1.836
-0.39393939393939392,1.836
-0.3737373737373737,1.836
-0.35353535353535348,1.836
-0.33333333333333326,1.836
-0.31313131313131304,1.836
-0.29292929292929282,1.836
-0.27272727272727271,1.836
-0.25252525252525249,1.836
-0.23232323232323226,1.836
-0.21212121212121204,1.836
-0.19191919191919182,1.836
-0.1717171717171716,1.836
-0.15151515151515149,1.836
-0.13131313131313127,1.838
-0.11111111111111105,1.838
-0.090909090909090828,1.84
-0.070707070707070607,1.842
-0.050505050505050386,1.846
-0.030303030303030276,1.852
-0.010101010101010055,1.86
0.010101010101010166,1.868
0.030303030303030498,1.8780000000000001
0.050505050505050608,1.8880000000000001
0.070707070707070718,1.9020000000000001
0.09090909090909105,1.9160000000000001
0.11111111111111116,1.93
0.13131313131313149,1.946
0.1515151515151516,1.962
0.17171717171717171,1.978
0.19191919191919204,1.994
0.21212121212121215,2.0100000000000002
0.23232323232323249,2.028
0.2525252525252526,2.044
0.27272727272727293,2.06
0.29292929292929304,2.078
0.31313131313131315,2.094
0.33333333333333348,2.11
0.35353535353535359,2.128
0.37373737373737392,2.144
0.39393939393939403,2.16
0.41414141414141437,2.176
0.43434343434343448,2.192
0.45454545454545459,2.21
0.47474747474747492,2.226
0.49494949494949503,2.244
0.51515151515151536,2.2600000000000002
0.53535353535353547,2.2760000000000002
0.55555555555555558,2.294
0.57575757575757591,2.31
0.59595959595959602,2.328
0.61616161616161635,2.344
0.63636363636363646,2.362
0.6565656565656568,2.378
0.67676767676767691,2.394
0.69696969696969702,2.412
0.71717171717171735,2.428
0.73737373737373746,2.446
0.75757575757575779,2.462
0.7777777777777779,2.48
0.79797979797979823,2.496
0.81818181818181834,2.512
0.83838383838383845,2.528
0.85858585858585879,2.5460000000000003
0.8787878787878789,2.562
0.89898989898989923,2.58
0.91919191919191934,2.596
0.93939393939393945,2.612
0.95959595959595978,2.63
0.97979797979797989,2.646
1.0,2.664
