V_out,I_out
-1.0,6.8500000000000005e-06
-0.996661101836394,6.79e-06
-0.99332220367278801,6.78e-06
-0.98998330550918201,6.78e-06
-0.98664440734557601,6.77e-06
-0.98330550918196991,6.77e-06
-0.97996661101836391,6.77e-06
-0.97662771285475791,6.77e-06
-0.97328881469115192,6.77e-06
-0.96994991652754592,6.77e-06
-0.96661101836393992,6.77e-06
-0.96327212020033393,6.77e-06
-0.95993322203672793,6.7600000000000005e-06
-0.95659432387312182,6.7600000000000005e-06
-0.95325542570951582,6.77e-06
-0.94991652754590983,6.77e-06
-0.94657762938230383,6.77e-06
-0.94323873121869783,6.77e-06
-0.93989983305509184,6.77e-06
-0.93656093489148584,6.7600000000000005e-06
-0.93322203672787984,6.77e-06
-0.92988313856427385,6.77e-06
-0.92654424040066774,6.7600000000000005e-06
-0.92320534223706174,6.7600000000000005e-06
-0.91986644407345575,6.77e-06
-0.91652754590984975,6.7600000000000005e-06
-0.91318864774624375,6.7600000000000005e-06
-0.90984974958263776,6.7600000000000005e-06
-0.90651085141903176,6.7600000000000005e-06
-0.90317195325542565,6.7600000000000005e-06
-0.89983305509181966,6.7600000000000005e-06
-0.89649415692821366,6.7600000000000005e-06
-0.89315525876460766,6.7600000000000005e-06
-0.88981636060100167,6.7600000000000005e-06
-0.88647746243739567,6.77e-06
-0.88313856427378967,6.7600000000000005e-06
-0.87979966611018368,6.7600000000000005e-06
-0.87646076794657768,6.77e-06
-0.87312186978297168,6.7600000000000005e-06
-0.86978297161936557,6.7600000000000005e-06
-0.86644407345575958,6.7600000000000005e-06
-0.86310517529215358,6.7600000000000005e-06
-0.85976627712854758,6.7600000000000005e-06
-0.85642737896494159,6.7600000000000005e-06
-0.85308848080133559,6.7600000000000005e-06
-0.84974958263772948,6.77e-06
-0.84641068447412349,6.7600000000000005e-06
-0.84307178631051749,6.77e-06
-0.83973288814691149,6.7600000000000005e-06
-0.8363939899833055,6.7600000000000005e-06
-0.8330550918196995,6.7600000000000005e-06
-0.8297161936560935,6.7600000000000005e-06
-0.82637729549248751,6.7600000000000005e-06
-0.82303839732888151,6.7600000000000005e-06
-0.81969949916527551,6.7600000000000005e-06
-0.81636060100166941,6.7600000000000005e-06
-0.81302170283806341,6.7600000000000005e-06
-0.80968280467445741,6.7600000000000005e-06
-0.80634390651085142,6.7600000000000005e-06
-0.80300500834724542,6.77e-06
-0.79966611018363942,6.7600000000000005e-06
-0.79632721202003331,6.7600000000000005e-06
-0.79298831385642732,6.7600000000000005e-06
-0.78964941569282132,6.7600000000000005e-06
-0.78631051752921532,6.7600000000000005e-06
-0.78297161936560933,6.7600000000000005e-06
-0.77963272120200333,6.7600000000000005e-06
-0.77629382303839733,6.7600000000000005e-06
-0.77295492487479134,6.7600000000000005e-06
-0.76961602671118534,6.77e-06
-0.76627712854757934,6.7600000000000005e-06
-0.76293823038397335,6.7600000000000005e-06
-0.75959933222036724,6.7600000000000005e-06
-0.75626043405676124,6.7600000000000005e-06
-0.75292153589315525,6.7600000000000005e-06
-0.74958263772954925,6.7600000000000005e-06
-0.74624373956594325,6.7600000000000005e-06
-0.74290484140233715,6.7600000000000005e-06
-0.73956594323873115,6.7600000000000005e-06
-0.73622704507512515,6.7600000000000005e-06
-0.73288814691151916,6.7600000000000005e-06
-0.72954924874791316,6.7600000000000005e-06
-0.72621035058430716,6.7600000000000005e-06
-0.72287145242070117,6.7600000000000005e-06
-0.71953255425709517,6.7600000000000005e-06
-0.71619365609348917,6.7600000000000005e-06
-0.71285475792988318,6.7600000000000005e-06
-0.70951585976627718,6.7600000000000005e-06
-0.70617696160267118,6.7600000000000005e-06
-0.70283806343906507,6.7600000000000005e-06
-0.69949916527545908,6.7600000000000005e-06
-0.69616026711185308,6.7600000000000005e-06
-0.69282136894824708,6.7600000000000005e-06
-0.68948247078464098,6.7600000000000005e-06
-0.68614357262103498,6.7600000000000005e-06
-0.68280467445742898,6.7600000000000005e-06
-0.67946577629382299,6.7600000000000005e-06
-0.67612687813021699,6.77e-06
-0.67278797996661099,6.7600000000000005e-06
-0.669449081803005,6.7600000000000005e-06
-0.666110183639399,6.7600000000000005e-06
-0.662771285475793,6.7600000000000005e-06
-0.65943238731218701,6.7600000000000005e-06
-0.65609348914858101,6.7600000000000005e-06
-0.65275459098497501,6.77e-06
-0.64941569282136902,6.7600000000000005e-06
-0.64607679465776291,6.7600000000000005e-06
-0.64273789649415691,6.7600000000000005e-06
