V_gate,I_channel
0.0,1.2600000000000002e-07
0.012531328320802004,7.15e-08
0.025062656641604009,7.1e-08
0.037593984962406013,5.6700000000000005e-08
0.050125313283208017,4.42e-08
0.062656641604010022,4.08e-08
0.075187969924812026,3.63e-08
0.08771929824561403,3.12e-08
0.10025062656641603,2.86e-08
0.11278195488721804,2.5400000000000002e-08
0.12531328320802004,2.21e-08
0.13784461152882205,2.08e-08
0.15037593984962405,1.99e-08
0.16290726817042606,1.7600000000000002e-08
0.17543859649122806,1.64e-08
0.18796992481203006,1.43e-08
0.20050125313283207,1.1400000000000001e-08
0.21303258145363407,1.09e-08
0.22556390977443608,1.55e-08
0.23809523809523808,1.32e-08
0.25062656641604009,1.4700000000000001e-08
0.26315789473684209,1.3600000000000001e-08
0.27568922305764409,9.6e-09
0.2882205513784461,1.13e-08
0.3007518796992481,1.43e-08
0.31328320802005011,9.6e-09
0.32581453634085211,7.6e-09
0.33834586466165412,8.9e-09
0.35087719298245612,1.11e-08
0.36340852130325813,1.03e-08
0.37593984962406013,1.4700000000000001e-08
0.38847117794486213,1.66e-08
0.40100250626566414,2.03e-08
0.41353383458646614,2.4600000000000002e-08
0.42606516290726815,2.92e-08
0.43859649122807015,3.75e-08
0.45112781954887216,5.12e-08
0.46365914786967416,6.600000000000001e-08
0.47619047619047616,8.730000000000001e-08
0.48872180451127817,1.1570000000000001e-07
0.50125313283208017,1.581e-07
0.51378446115288212,2.0420000000000002e-07
0.52631578947368418,2.8300000000000003e-07
0.53884711779448624,3.7600000000000003e-07
0.55137844611528819,4.830000000000001e-07
0.56390977443609014,6.36e-07
0.5764411027568922,8.270000000000001e-07
0.58897243107769426,1.0700000000000001e-06
0.60150375939849621,1.364e-06
0.61403508771929816,1.726e-06
0.62656641604010022,2.08e-06
0.63909774436090228,2.59e-06
0.65162907268170422,3.1600000000000002e-06
0.66416040100250617,3.81e-06
0.67669172932330823,4.5500000000000005e-06
0.68922305764411029,5.38e-06
0.70175438596491224,6.35e-06
0.71428571428571419,7.41e-06
0.72681704260651625,8.59e-06
0.73934837092731831,9.89e-06
0.75187969924812026,1.13e-05
0.76441102756892221,1.283e-05
0.77694235588972427,1.444e-05
0.78947368421052633,1.612e-05
0.80200501253132828,1.793e-05
0.81453634085213023,1.983e-05
0.82706766917293228,2.12e-05
0.83959899749373434,2.34e-05
0.85213032581453629,2.5699999999999998e-05
0.86466165413533824,2.8199999999999998e-05
0.8771929824561403,3.0799999999999996e-05
0.88972431077694236,3.35e-05
0.90225563909774431,3.64e-05
0.91478696741854626,3.9399999999999995e-05
0.92731829573934832,4.24e-05
0.93984962406015038,4.56e-05
0.95238095238095233,4.88e-05
0.96491228070175428,5.23e-05
0.97744360902255634,5.59e-05
0.9899749373433584,5.9699999999999994e-05
1.0025062656641603,6.36e-05
1.0150375939849623,6.76e-05
1.0275689223057642,7.18e-05
1.0401002506265664,7.59e-05
1.0526315789473684,8.01e-05
1.0651629072681703,8.439999999999999e-05
1.0776942355889725,8.889999999999999e-05
1.0902255639097744,9.36e-05
